% # columns="iteration, evaluation, sigma, void, void,  stds==sigma*sqrt(diag(C))", seed=198947, Wed Jul 29 18:23:24 2020, <python>{}</python>
46 460 0.008984534911987854 0 0 0.0015258903555250137 0.003780488825162689 0.00893988664508622 0.007047742758722746 0.009010488344507343 0.009848112646594208 0.007798137802218252 0.008900156973086317 0.006945366030075392
47 470 0.008883229311069241 0 0 0.0014923788954976872 0.003694398406248333 0.00877778735604468 0.006780591895491618 0.008992223273864891 0.010017596948131827 0.00772723041031107 0.008916448394453422 0.006672911144691023
48 480 0.008044364577458519 0 0 0.0012780001157215246 0.0032221962647230188 0.007726345407095457 0.006018793858389449 0.008096270018783117 0.009014210728263954 0.007086211765452273 0.0080760576704848 0.0060780860928685634
49 490 0.007254227577442891 0 0 0.0010843052178872027 0.0029055164548140834 0.006982555531615949 0.005542403347186451 0.0072936384383573555 0.008242990238842056 0.006179158043734269 0.0072630955479851145 0.005439601954976984
50 500 0.006648231852367195 0 0 0.0009537796176670234 0.002604384239611835 0.006431556169095152 0.00506354124195685 0.006718555786558255 0.007260673152854789 0.005603966366444343 0.006816703257242843 0.0049477437230023924
51 510 0.006024995956501585 0 0 0.000823268681641824 0.0023149338149586756 0.005828254130954299 0.004501678970032952 0.006055066089102607 0.006623859819869618 0.0050209937924228015 0.006121116658536836 0.004439193021460949
52 520 0.005661418565227187 0 0 0.0007421049607407344 0.002162903564854205 0.005461013516905136 0.004194856038751242 0.005761538426130227 0.0063316521493069705 0.004574165791405533 0.005866518765760409 0.004208521901610129
53 530 0.005801577785727252 0 0 0.000738621161633022 0.0021071343308490024 0.005578443469972727 0.0042224299621307256 0.0058597470659558105 0.006550599578855325 0.004638650523564632 0.006043868707379218 0.004447306601194763
54 540 0.006376346879332149 0 0 0.0007820437798498427 0.0022813572417689494 0.006353318531595808 0.004626747424844261 0.006537912157250795 0.007190855898503211 0.0052358519513167195 0.0066827612124871864 0.0048064086107829935
55 550 0.0066770215700951195 0 0 0.0007682441781403703 0.002325843683254307 0.006736504270437102 0.004840451981369088 0.006903376004527889 0.007958981014782028 0.005675220960014786 0.007035247227377182 0.005022156979730315
56 560 0.006869232435420732 0 0 0.0007481081519026786 0.002383024862462131 0.007197210005344213 0.005016926280910099 0.007072287489974927 0.008143785181305494 0.005809324421936327 0.007155542660739163 0.005175697833329588
57 570 0.007262055305995275 0 0 0.0007608263351424674 0.00248545234604003 0.007928008074662783 0.005317722391102365 0.007716103345492534 0.008622842795576883 0.0061083734342814375 0.0075269533556456296 0.005693667794015826
58 580 0.007027975533432246 0 0 0.0007068015105722193 0.0023578493966827834 0.0076218340417366845 0.005090783022917092 0.007563453130842086 0.008567804403044763 0.005934900322620704 0.007351714742759179 0.0054821339531110486
59 590 0.006943701998368862 0 0 0.0006775993375830338 0.0021759629069844333 0.007711141550960476 0.005094362405372275 0.0074751940511089045 0.008396169266363046 0.005843704464836311 0.007311557013779531 0.005372145552398996
60 600 0.006434142369415718 0 0 0.0006063512558091604 0.001929687952917984 0.007203340005594777 0.004707376229962056 0.0068262578181422385 0.007747868354083763 0.0053765242314346255 0.006802528197838665 0.005055295671506836
61 610 0.006131434504576956 0 0 0.0005653243313008644 0.001739347021587088 0.007144640970347305 0.004555179383687699 0.006519110945613219 0.007448144040417851 0.0051949621143707785 0.0064607657146586155 0.0047082661825632675
62 620 0.00539730509502786 0 0 0.0004825246454105039 0.0014878038781219844 0.006094972630682482 0.004001844343058703 0.0056476234906764336 0.006330691695062836 0.004553435859701322 0.005694760077994078 0.004094697593249369
63 630 0.004782047466673491 0 0 0.0004141515482862443 0.0012525302465943324 0.005482357200557577 0.0035308319299774808 0.004972787135917136 0.005498443622349711 0.0040409213066470535 0.005007125742034963 0.0036172438281927293
64 640 0.004618167172002082 0 0 0.00037964346722440384 0.0011670026559719262 0.00520348241264927 0.003449645955829936 0.004851656647706179 0.005384360262133474 0.0038166090297886927 0.0048074771187329645 0.0034810357554473917
65 650 0.004645090441379593 0 0 0.00039016987988123466 0.001157037358609883 0.0049663498045930165 0.0034706940957370505 0.004976017157662621 0.005454747936718879 0.0038645621381459836 0.004737027605698172 0.003574800859591885
66 660 0.005103827270738384 0 0 0.0004344971224662336 0.0012079342576964917 0.005660859324764915 0.003794205764259884 0.005470250636912115 0.0059340088949881254 0.004261263606549789 0.0052214542797320825 0.004445300302612018
67 670 0.005235143814425309 0 0 0.00044009215128869414 0.001200984536698674 0.006035712021308437 0.003861045708705164 0.005467715926741427 0.005753193654912528 0.004333892805129158 0.005153243622436854 0.004645323175528962
68 680 0.005068487777705543 0 0 0.0004040524489040791 0.0011469655088429509 0.00591170305060902 0.003742849666868898 0.005228634467936256 0.00562524992659353 0.004181888965710147 0.004989230743983983 0.0043933475121969425
69 690 0.004674069511395746 0 0 0.00036365910625281434 0.0010216576335923802 0.005491020017920739 0.003528404126305131 0.004916045582767557 0.005141019403264051 0.00380506849992701 0.004498087846337103 0.00407769961303804
70 700 0.004947819606472692 0 0 0.00038432808045787384 0.0010293598431120848 0.005813505887229491 0.003716504093010125 0.005100672695256337 0.006186738765149038 0.004045057684895403 0.004961688423437175 0.00427937835426679
71 710 0.004740650873319502 0 0 0.00036111607334112856 0.0009725600975852761 0.005402523463450363 0.003475476732953297 0.0049035911290156555 0.0060577917316390565 0.003847359777882668 0.004754372194011334 0.004197843410320436
72 720 0.004745174990622311 0 0 0.00035707927882088777 0.0009518614002715735 0.005390526122388297 0.003362757037387621 0.004982857710493325 0.006068945016508916 0.003812060936582984 0.004965466209424728 0.0042091538098987785
73 730 0.004459973755614807 0 0 0.00032800678378225805 0.0008853455869889815 0.005039747733658259 0.0031287117321074204 0.004703390854417918 0.005584213153997842 0.00351373299256726 0.004540217398457378 0.00390452249548781
74 740 0.004144200399194995 0 0 0.0002871391271550989 0.0007992045086382999 0.0046396615451691 0.00288959890730887 0.0044415760401110204 0.00516843899923231 0.003269866697599332 0.0041698574264042235 0.0035990394279359337
75 750 0.0042067155505689366 0 0 0.0002934978008223316 0.0008148997152523665 0.004756479493228617 0.0028938578265283173 0.004557571140214334 0.005378849800884907 0.003263203544036298 0.004322277599896459 0.003802611660770977
76 760 0.004363561814292417 0 0 0.0003045293621171925 0.000811533715681237 0.005055588913600508 0.0028876261403210915 0.0047528590787871364 0.005896764511376255 0.003432712342932156 0.004749846550945968 0.003918432301466516
77 770 0.004518539114904722 0 0 0.0002988206447100674 0.0008262398048961574 0.005280819145894909 0.0029466301793831477 0.004665068093609163 0.006087605207249618 0.0038786237774052303 0.004881800350534204 0.003947688759941882
78 780 0.005217857489148496 0 0 0.00033731802347601407 0.0009491364331301028 0.006264927174160898 0.003415075209718252 0.005253993994987476 0.007648069212202321 0.005030612951940078 0.006159668943800862 0.004552325658945116
79 790 0.005683072678365087 0 0 0.0003664729126593506 0.001019469957565441 0.006795938804820334 0.003775239306317013 0.0056664444197228 0.008537430051109206 0.005676043105828679 0.006848783804264758 0.004941518000354415
80 800 0.006044821521387698 0 0 0.0003830069058837613 0.0011099966180631534 0.007926566773989297 0.004032732443673458 0.0059927678171608064 0.008932023900925902 0.005825751718078668 0.007465545054917791 0.005275504368780277
81 810 0.006593262887700943 0 0 0.0004039618200143148 0.0012083732667300423 0.009081162784468527 0.0043606465584759965 0.00654118581915015 0.009706776398055889 0.006374185984848845 0.00823134800356914 0.005765448893221882
82 820 0.007783655394618036 0 0 0.000479309014356458 0.0014068679488076366 0.010923776189571303 0.005092212959771323 0.007875461888484973 0.011228241612075883 0.007629637727948258 0.009481316102261153 0.007179472182332775
83 830 0.009410995794495726 0 0 0.000588754024880246 0.0016715177795377175 0.013295555465774152 0.0062564295151337134 0.009604311520159772 0.013862176779019257 0.009458780129534309 0.012007266348796638 0.008606567117744744
84 840 0.01125734577240555 0 0 0.0007145711711697716 0.001978970953110777 0.01577525310588834 0.007603451086317453 0.011784826705800602 0.01678250026625393 0.011380471545678639 0.014533021581267139 0.010308018985286216
85 850 0.012741868548803143 0 0 0.0007949002334522073 0.002215088281266295 0.018283950463069777 0.008480404257675442 0.013025065230611596 0.017990128349805873 0.012607631151328015 0.015830584352254012 0.011980379356412886
86 860 0.013816992557812786 0 0 0.0008436112767949117 0.002330646571843907 0.019604165977979364 0.009648641285118336 0.014042647107669944 0.019237264837744433 0.013617945870173098 0.01707405654365009 0.013191110605721973
87 870 0.014064058456053484 0 0 0.0008909347302158174 0.0023522536516090613 0.020005066213005195 0.009880188247950701 0.014044636825742616 0.019354302540704617 0.013696432398559336 0.017604063161024197 0.01345070162615836
88 880 0.01372950483438027 0 0 0.0008499343869761604 0.0021164245965384345 0.019044223073838424 0.00961996830494665 0.014237578676613063 0.01943288306694882 0.013412668432605981 0.01789170206215142 0.012810612781412914
89 890 0.014149204065829937 0 0 0.0008658873408866711 0.001978784844356071 0.01940554732281299 0.009687467835445262 0.014896895810689138 0.020278139691585796 0.014404453171654067 0.018626688147994577 0.013106890336037555
90 900 0.014832036781906009 0 0 0.0009039959089053978 0.002041108048510541 0.01992706265619105 0.009994689921270996 0.01531418983635898 0.021949766851167632 0.015355238895506142 0.02019397578938072 0.013661544266421318
91 910 0.01512660120270614 0 0 0.0008898446870573764 0.002073314745509595 0.019615189291555278 0.01049441231113882 0.015131958282932234 0.022026015813525042 0.015760374044780538 0.020137192378553426 0.013525726252727847
92 920 0.014502276353157357 0 0 0.0008512528486287001 0.0019719230913461043 0.01899490731897574 0.009995973751013756 0.014151326875020935 0.02156570974679617 0.0152967969370749 0.018996676068976866 0.013282535797566953
93 930 0.014283008428406114 0 0 0.0008160393825431145 0.0018966686969794024 0.018608609699588614 0.01003879827970889 0.013952744285191736 0.02099055551400053 0.01531888209051908 0.018781324752017707 0.012977517437728656
94 940 0.013970974853657742 0 0 0.0007575578508670198 0.0017965266349201652 0.01826812033692441 0.00997002251697262 0.013552379320779701 0.020865114888006867 0.015111452062111246 0.018312203160411836 0.012326954268760163
95 950 0.013169692417815836 0 0 0.0006986153137702957 0.0016376884685109666 0.017194205268481075 0.009582320071896563 0.012772273048782364 0.019714828842913958 0.01387560689767615 0.01727888336102548 0.011509322307726243
96 960 0.013330420351936665 0 0 0.0007010192140779192 0.0015925689706068264 0.017312765990121645 0.009836674674399375 0.013061537116312706 0.020441389464856772 0.014372597142694232 0.017745364682413535 0.011629527137882708
97 970 0.012658418057241971 0 0 0.0006652537270751535 0.0014881861972879536 0.016484124190878916 0.009073968361653523 0.012721448667027034 0.018949736939710346 0.013736115835403268 0.016268513719516695 0.010972520872525895
98 980 0.013124249267804311 0 0 0.0006702254824549199 0.0015268387077420997 0.01739993629476697 0.010141478126377532 0.013101763132709695 0.020872113158114672 0.014307495902882118 0.017508058612819625 0.011195610705877424
99 990 0.014165323113999463 0 0 0.0007159075145299537 0.0015693671781019543 0.018679261829456097 0.01133603084272405 0.014331176354854543 0.023304359222987972 0.015344791106234212 0.01917776757483018 0.012173364339071168
100 1000 0.014494152185056092 0 0 0.0007301511079739863 0.0015942547275961138 0.018988271015477204 0.01117218880776732 0.015201776417669816 0.02493989795060542 0.015674767689375098 0.02027516947100051 0.012424002599537872
101 1010 0.015449537921494996 0 0 0.0007800366203319966 0.0016508207736935674 0.019311483845359363 0.01152408516461195 0.016278971657463916 0.027612607600980377 0.016434588363283254 0.02193911706505123 0.013468625158281362
102 1020 0.016686920250737865 0 0 0.0008090696261920273 0.0017449089907300688 0.020319717783688233 0.012413662741948443 0.01753649600302843 0.0316386856287599 0.01761002474960195 0.02470451035512969 0.014119095908098456
103 1030 0.016429607341689707 0 0 0.0007634751166828135 0.0016708041097427012 0.019401447570629088 0.012511066853989916 0.017572284910976295 0.030762108355866874 0.017309327230649166 0.023807640443754007 0.013385188312099469
104 1040 0.01711594569197407 0 0 0.000780096281873315 0.0016778852751419143 0.020312042172763986 0.013169230703723212 0.019638513839247758 0.032437081675580855 0.018463144294162355 0.024949574540749562 0.013774451512497475
105 1050 0.01735338600485738 0 0 0.0007970076796947006 0.0016780380710391283 0.02028408297061982 0.013199853028520407 0.02043250766812008 0.032488835572933264 0.01865916586622586 0.025175320217302212 0.013709499598504395
106 1060 0.017342338025201368 0 0 0.0008228527283900316 0.0016522432128116126 0.020266985445986468 0.013201855391596547 0.02080302601612612 0.032490130474640846 0.01931040917574329 0.02588476963718436 0.013913951536578251
107 1070 0.017865123068188618 0 0 0.0008353856159978424 0.0016071152537989427 0.021380074149958996 0.013801568114051529 0.021596843748133875 0.0338246779972633 0.020192956399039876 0.026769536845558068 0.01459082101607278
108 1080 0.01850796613160968 0 0 0.0008512856205210337 0.001681147972306373 0.022281007847844078 0.014008114212756976 0.02275358462798468 0.035905906233694225 0.021312828298642453 0.02749540861772509 0.015008130946673585
109 1090 0.020195974305828267 0 0 0.0009387116012183202 0.0017985505478997855 0.024780066379213248 0.015859168517668783 0.025222411087827412 0.039190929609601355 0.02560958887028988 0.029994182856310808 0.016629645912928894
110 1100 0.02135757927585675 0 0 0.0009766487302151027 0.0019126008679188722 0.026769697101903786 0.016756707930479363 0.02776469720198428 0.04113262524545573 0.02914023661064703 0.03158362341960759 0.017125235459160042
111 1110 0.023032532706149196 0 0 0.0010507536779782013 0.002019716302760579 0.028014421267011633 0.01857211746558904 0.030298758871724375 0.0435873389941695 0.03330498593329999 0.03365353035787115 0.018151766358447934
112 1120 0.025329417375324417 0 0 0.0011484805281988342 0.002289814615769065 0.0311229387983227 0.020902152058936564 0.03289612970141976 0.048375853746684884 0.039047269858694646 0.03701017856010207 0.02029623798245114
113 1130 0.02562631236233063 0 0 0.0011687597522056841 0.002254660375246414 0.03082621041172751 0.021301741201515564 0.03241663463193188 0.04794712197742043 0.04062447750378893 0.036966177114795246 0.020617576828570655
114 1140 0.025808983055052998 0 0 0.0011675737457723834 0.002146161500227862 0.03076831084856008 0.02101554065118929 0.03292402109936871 0.04702780917085346 0.04198079709423168 0.03658914050936906 0.020699471313852583
115 1150 0.025893476265683488 0 0 0.0011916258300966273 0.002195726542307747 0.030927904943864205 0.021336486088017904 0.03470749865371556 0.04694188114050206 0.04168244778253157 0.03661316433314976 0.020736611842938554
116 1160 0.024476535699643597 0 0 0.0010968634303405698 0.0020584092516305417 0.028735613323550905 0.02001638206588619 0.032164143378650166 0.04459398787516947 0.039587450426824516 0.034219163806653685 0.019125021910684055
117 1170 0.02148095402199467 0 0 0.0009609739536186133 0.0017352639382269656 0.024126454502033837 0.017630443920417137 0.028120504024297846 0.03904520296709428 0.03318157228214403 0.030276262753020936 0.01678400482056014
118 1180 0.020389566675282838 0 0 0.0008901450953115777 0.0016772351640973928 0.023429449606160724 0.016652258823621417 0.027354585120455428 0.03677451974687005 0.03141017026101121 0.02833041113463059 0.015678136238077657
119 1190 0.020617695960830327 0 0 0.0008315880939545102 0.001648049439841622 0.0234417186102991 0.01687618372883623 0.027658136792604357 0.03778733853507795 0.03143790172522088 0.029198530338076366 0.015065426564340883
120 1200 0.02025933027065471 0 0 0.0008439963873013947 0.0015510988570507421 0.022688684357090264 0.0167013673712238 0.026856032245524887 0.03773790532090949 0.028868073787246203 0.02896884167710054 0.015134003730549015
121 1210 0.01865368056193868 0 0 0.0007735695553552819 0.0014159265239472797 0.021068549883019913 0.015412212996996287 0.024753514066547504 0.03429370008293955 0.026868597966481913 0.026526848840651852 0.01396324942066499
122 1220 0.016313392348266145 0 0 0.0006542547213973289 0.001196031634668088 0.017611451554521613 0.013502190341887923 0.021780525031596682 0.02994466016658483 0.023351309267994773 0.023476818441053617 0.011595299780859925
123 1230 0.014062924094026364 0 0 0.0005612215775007687 0.0009731465497231906 0.015025115872636276 0.011348306128996627 0.018720543776818692 0.025203932507141827 0.019003097844398985 0.019848423278794887 0.010009930122634528
124 1240 0.012826551251529855 0 0 0.0005071808053755247 0.0008660652561894029 0.013553189316946546 0.010717352502663084 0.017159818345328127 0.02285844241563417 0.01712136157029353 0.018235127189157204 0.008956463859644154
125 1250 0.012753633597604324 0 0 0.0005136254917772991 0.0008429146948046026 0.013536381901079496 0.010624259474868432 0.017038233119729178 0.02341317558392329 0.017144837886823715 0.018089319348723678 0.008978359669690203
126 1260 0.012218837943559076 0 0 0.00048803452077943367 0.0007901288250066062 0.013028666770484981 0.010262346261130323 0.016413435146266413 0.02271316294212061 0.015849267535650097 0.017859921142166876 0.008353940456391328
127 1270 0.012553993476386157 0 0 0.0005131039628197585 0.0007767396344049174 0.013153944313867414 0.010641028762955028 0.01694587912089194 0.02351592043037505 0.016280624697212774 0.019525404285793965 0.008640046146554399
128 1280 0.011273616155505572 0 0 0.000456181046755197 0.0007061249821843028 0.011723854333409934 0.009421599315952963 0.015258325055121367 0.02107544784819687 0.014389423491333053 0.01764744982530368 0.007683457232400695
129 1290 0.010909148294242815 0 0 0.000440184209219122 0.0006698165982836527 0.010998319403531591 0.008998691919764566 0.01446569917884287 0.02028885927968949 0.01392752945575889 0.016718954801043285 0.007557211438189359
130 1300 0.011551831559527154 0 0 0.0005054000880141652 0.0006954668993624581 0.01162304871055731 0.009647572427539346 0.01481173037088419 0.02173328295900353 0.014800243902686631 0.0183029402728369 0.008354981442631325
131 1310 0.011044973311655788 0 0 0.000479952331133618 0.000667066226064343 0.011148384211906344 0.009172062312672553 0.013920737850163307 0.020817943262428657 0.014169949038183319 0.017635014938008384 0.007797758963277179
132 1320 0.011374081465917662 0 0 0.0005143404965461186 0.000685720846747974 0.01131597733571812 0.009539003532471182 0.014507844061291823 0.02276809940936496 0.014341914227596392 0.019361034113607057 0.007854779372708344
133 1330 0.011069869133491625 0 0 0.0005067729318372589 0.0006696279544320306 0.011156334369653138 0.009251351692379037 0.013770501548923661 0.022484303113535862 0.013901722881798752 0.019059697837694633 0.007680613981352713
134 1340 0.01088464595707557 0 0 0.0005227045679834443 0.0006406511228056661 0.010831788174265583 0.00891573256220411 0.013476221496581656 0.022611260654218344 0.013011410944356826 0.019466843234798793 0.007667785006561936
135 1350 0.010670289099777132 0 0 0.0005420723163486641 0.0006100329791120571 0.010446652492699339 0.008785572303381025 0.013283636389805535 0.022644280252480692 0.01220970572886175 0.01957869263724625 0.007889996928524537
136 1360 0.010750284628913821 0 0 0.0005434952274251983 0.0005936157759712454 0.010056784098510359 0.008838090822693111 0.013034448966063395 0.022590671843481732 0.011997191644880502 0.01987891929363881 0.008164355418196835
137 1370 0.010716419159826341 0 0 0.0005420886614253808 0.0005813655314954446 0.009882884607353263 0.008630280896658906 0.012811612233896685 0.02251503859668908 0.011770885256985811 0.019919211619805633 0.008127438544741622
138 1380 0.010228632473622079 0 0 0.0005319209317115003 0.0005477497270699949 0.009396560751699576 0.007923479035814095 0.012162625434860696 0.021480623750014097 0.011090948061618668 0.018890928586156 0.00787270521186912
