% # columns="iteration, evaluation, void, void, void, xmean", seed=198947, Wed Jul 29 18:23:24 2020, <python>{}</python> # scaling_of_variables: 1, typical_x: 0
1 10 0 0 0 1.9786578402369803 1.1542206212396748 22.47849815541049 -6.895521254448189 28.92395911764758 -9.816643330740282 37.67672013499097 -9.932142876429268 37.681755904819724
2 20 0 0 0 1.9686572207156636 1.1112812541240122 22.48044510366831 -6.828761812396959 28.95621826962963 -9.780891806243709 37.662922789647865 -9.979400947293131 37.62359739412595
3 30 0 0 0 1.8508159169711578 1.1317495194202967 22.523723861375142 -6.836339263197283 28.94757537531747 -9.711763435745782 37.712303653799516 -9.974443087941859 37.631817447107245
4 40 0 0 0 1.940710713341734 1.1794113337174985 22.550315702061678 -6.857435723614626 29.07104954156036 -9.657436224951148 37.68211544845793 -9.876413098407218 37.65500337354375
5 50 0 0 0 1.913599968484852 1.2449180994016944 22.630532537386916 -6.840850360312701 29.066574755215317 -9.647855516691642 37.68580805588916 -9.906399785672642 37.63675250426237
6 60 0 0 0 1.9614399305470904 1.26809047951673 22.692261504724343 -6.835258929306602 29.080538053660845 -9.545289973712915 37.7162727159294 -9.908860700788198 37.67336219765582
7 70 0 0 0 1.9509669084066532 1.3171489035575261 22.711197661000185 -6.798182453644978 29.094748075759842 -9.561067341754846 37.83009307402394 -9.96558158357558 37.651560854443964
8 80 0 0 0 1.9864420519291102 1.345527146012889 22.685663833983522 -6.869741143799332 29.14623092809592 -9.661809871061408 37.773118825096 -10.040454645632563 37.6788669347558
9 90 0 0 0 1.9690330360596504 1.3619540451599697 22.806198440241232 -6.921545072808846 29.214187304179887 -9.582702113135626 37.818417200679754 -10.042715646063428 37.58780538853264
10 100 0 0 0 1.9590917843077247 1.3712101645656785 22.837032261517802 -6.836620642043636 29.16219461164062 -9.679923834223016 37.80486941865466 -10.07743784534243 37.65558858357029
11 110 0 0 0 1.943989881332625 1.3790524746486998 22.853213141784813 -6.852424150016594 29.20597606215905 -9.740182748131192 37.8127335398992 -10.076665162629638 37.5972557888828
12 120 0 0 0 1.9385316991472394 1.3141114511515426 22.816336558081165 -6.801952722929601 29.143260272133105 -9.694164657033122 37.80661017790006 -10.070160874272652 37.5948902742296
13 130 0 0 0 1.9715140857462174 1.3124079985904447 22.732110348669043 -6.823720473741785 29.163082850274336 -9.608641644681157 37.778790134307116 -10.05527279569887 37.61473934191317
14 140 0 0 0 1.9695783979120918 1.2632480139429152 22.728590779546455 -6.822875084206081 29.092971056883236 -9.623988041548232 37.717619320657235 -10.069699837545038 37.597858453062884
15 150 0 0 0 1.9721115951488977 1.2621357300978213 22.78321813591493 -6.7692939886489345 29.127836816745244 -9.670606113765427 37.7147918085649 -10.095388067568077 37.559155948256446
16 160 0 0 0 1.9878119704891604 1.2260851462565336 22.76838422329366 -6.7545378353066265 29.117193557333742 -9.684693801206988 37.683250049193916 -10.062529268429143 37.54899081560724
17 170 0 0 0 1.9728940326558235 1.225537698358801 22.761702117085996 -6.791884398546124 29.146040160622533 -9.700192347910013 37.69674857565609 -10.06740047060134 37.5276361096798
18 180 0 0 0 1.979568092896394 1.2570105928987918 22.773033508384415 -6.795610272567698 29.14469319578955 -9.748972204110993 37.685965926996154 -10.133772542911851 37.51511231458268
19 190 0 0 0 1.9744373611211081 1.2774629049791522 22.782785205533248 -6.780629742257789 29.149940450898292 -9.720370815916851 37.6746410046739 -10.099255937512932 37.491847486830174
20 200 0 0 0 1.9898135787408877 1.2716831965518274 22.768907871277495 -6.74277299431716 29.15143608255519 -9.724423610528051 37.654680756684904 -10.089113605236312 37.49293190055103
21 210 0 0 0 1.9911519796391701 1.2779402957965795 22.768754460411337 -6.761883519464467 29.219928630159803 -9.673095765905723 37.6730825708464 -10.096300045237731 37.50238692936624
22 220 0 0 0 1.99132316775257 1.2757021305440368 22.788052016617964 -6.738717174531051 29.23051403286722 -9.661409099347814 37.68236332078359 -10.107836956916616 37.49290979686347
23 230 0 0 0 1.9875851753383782 1.2725941993427197 22.78103091376832 -6.7542768565185645 29.207874773472497 -9.687414814185278 37.66682304956752 -10.123554881167543 37.5072822417077
24 240 0 0 0 1.9908946526197004 1.2657020691673595 22.72794161176836 -6.744232273008713 29.23916933326805 -9.702994059386812 37.67951541708543 -10.129620631064471 37.505414649296654
25 250 0 0 0 1.9929514370773442 1.258898347220702 22.733948390178824 -6.759201968375048 29.224733186878414 -9.72711207447451 37.674668605447806 -10.168442771449042 37.52140211168245
26 260 0 0 0 1.9925325524111401 1.2614385935352737 22.71712416033324 -6.755044854672658 29.204096803294753 -9.71690339688334 37.64166772049858 -10.183168113606413 37.50022508169919
27 270 0 0 0 1.9879246117150795 1.2611988742422118 22.69430548225102 -6.776093788124261 29.19575601987975 -9.728576326959411 37.690679972808766 -10.174629152716475 37.511698224865
28 280 0 0 0 1.9898246287009398 1.2628229112925975 22.6944054181313 -6.784438425296908 29.21677816239876 -9.73876655755423 37.68869707150258 -10.169657803400451 37.545499288332074
29 290 0 0 0 1.991071806192255 1.2430821278686677 22.70427350791568 -6.774289617669331 29.195992637731322 -9.755294035905678 37.68767987953071 -10.177189918478868 37.50678530895447
30 300 0 0 0 1.989588721689207 1.2569646594764834 22.721220043752176 -6.7859997741914375 29.182851571339555 -9.738923339555484 37.6709218812509 -10.152269180156487 37.488716075632766
31 310 0 0 0 1.9906081819610897 1.2493975383500058 22.7031953329728 -6.797728249317367 29.154836979371392 -9.771996918353947 37.680678462039715 -10.172416337804929 37.50800182719259
32 320 0 0 0 1.9941078410332531 1.2613934128407833 22.708132125168213 -6.803915099441134 29.157345218371873 -9.779963109623777 37.67644577673939 -10.166289486792751 37.496459571687346
33 330 0 0 0 1.9918841942516001 1.261637609378498 22.705590571892245 -6.816887924297366 29.174967471150772 -9.74905213930996 37.665006035796374 -10.134904835787774 37.50425773979213
34 340 0 0 0 1.992291065091595 1.263067766277824 22.724236927331965 -6.817157084055553 29.169170207795908 -9.743758695818824 37.679333225031954 -10.138466992960005 37.50140764463567
35 350 0 0 0 1.9931246475006787 1.2627005484888043 22.722392306882252 -6.820277171797338 29.175186113157995 -9.741785339658156 37.687245250734485 -10.119274211725266 37.50274762316774
36 360 0 0 0 1.9932464645690862 1.2618450846599956 22.739932457479053 -6.804872136897327 29.169191006857844 -9.737348196844136 37.66253147954273 -10.12329820737613 37.51595924294556
37 370 0 0 0 1.9918405404736135 1.2640003272940366 22.733178359054723 -6.803477912722791 29.196398812171523 -9.738752057164037 37.65790493028763 -10.121848685004668 37.511995157837106
38 380 0 0 0 1.9916059698930735 1.2563641791381048 22.71650538426884 -6.794080888134063 29.19892443923543 -9.730724316331324 37.65660571940031 -10.117663445494713 37.5109253797574
39 390 0 0 0 1.9920907326548856 1.2602921812301393 22.713952340240095 -6.8082457082898955 29.200828159009564 -9.71576364624472 37.66954515668584 -10.098057236943498 37.509269969127175
40 400 0 0 0 1.9927173991916516 1.259507438518365 22.731020227226864 -6.800848914251185 29.20734866633471 -9.706589056461803 37.665965591705444 -10.11147163893578 37.50261792222663
41 410 0 0 0 1.9926437412621132 1.254953076386124 22.719109745266504 -6.810604356335706 29.199213032497006 -9.723148440603504 37.66712923025245 -10.106773307359681 37.504637796992746
42 420 0 0 0 1.9918649182992925 1.2562275226193715 22.71625695904559 -6.815274421417583 29.20584490269742 -9.727476823244153 37.665404541917376 -10.111015386829624 37.50076755811724
