,D,Fdn,Fndyn,Gew,L0,Lndyn,Mat,PG,R,S,d,n,name,prices,shdyn
87,0.0103,Rattachés et meulés,136.092,12.4552,0.051,0.03666,EN 10270-3-1.4310,L,9490.0,0.00363,0.002,13.5,vd-257e-06,"{1: 2.96, 450: 0.36, 37: 0.93, 17: 1.23, 7: 2.31, 250: 0.43, 75: 0.82, 125: 0.51, 350: 0.4, 175: 0.48}",0.00875
88,0.0029500000000000004,Rattachés et meulés,17.826,0.1305,0.008400000000000001,0.0057,EN 10270-1,B,6602.0,0.001427,0.00055,5.5,d-090o,"{1: 2.58, 450: 0.06, 37: 0.38, 17: 0.66, 7: 1.54, 250: 0.08, 75: 0.18, 125: 0.14, 350: 0.06, 175: 0.11}",0.0008100000000000001
89,0.014,Rattachés et meulés,402.022,25.8036,0.0498,0.03657,EN 10270-3-1.4310,O,30387.0,0.0055060000000000005,0.003,8.5,vd-288z-62,"{1: 3.16, 37: 1.16, 17: 1.42, 7: 2.67, 250: 0.64, 75: 1.03, 125: 0.75, 175: 0.7}",0.00464
90,0.02,Rattachés et meulés,253.297,21.9691,0.028,0.02027,EN 10270-3-1.4310,O,32768.0,0.007086,0.0032,3.5,vd-303b,"{1: 3.16, 37: 1.16, 17: 1.42, 7: 2.67, 250: 0.64, 75: 1.03, 125: 0.75, 175: 0.7}",0.00539
91,0.008,Rattachés et meulés,135.418,2.9958,0.0215,0.01485,EN 10270-3-1.4310,J,20364.0,0.0036179999999999997,0.0016,5.5,vd-229,"{1: 2.82, 450: 0.28, 37: 0.77, 17: 1.03, 7: 2.1, 250: 0.32, 75: 0.62, 125: 0.43, 350: 0.31, 175: 0.37}",0.0018
92,0.013,Rattachés et meulés,168.679,10.6491,0.052,0.0295,EN 10270-3-1.4310,M,7497.0,0.005882,0.002,8.5,vd-252a-30,"{1: 3.02, 450: 0.43, 37: 1.0, 17: 1.28, 7: 2.52, 250: 0.5, 75: 0.86, 125: 0.57, 350: 0.46, 175: 0.54}",0.00578
93,0.063,Rattachés et meulés,3573.685,675.8082,0.096,0.0653,EN 10270-1,AO,116407.0,0.024571000000000003,0.01,3.5,d-430,"{1: 13.0, 75: 3.45, 3: 7.32, 37: 3.54, 17: 4.15, 250: 3.23, 7: 5.61, 125: 3.38, 350: 3.12, 175: 3.32}",0.012150000000000001
94,0.0125,Rattachés et meulés,56.263,2.857,0.0415,0.0172,EN 10270-1,E,2315.0,0.007318,0.00125,5.5,d-187,"{1: 2.68, 450: 0.16, 37: 0.52, 17: 0.83, 7: 1.64, 250: 0.24, 75: 0.36, 125: 0.31, 350: 0.22, 175: 0.27}",0.00889
95,0.0125,Rattachés et meulés,311.818,11.428,0.032,0.0222,EN 10270-3-1.4310,K,31818.0,0.005364,0.0025,5.5,vd-285,"{1: 2.88, 450: 0.31, 37: 0.82, 17: 1.09, 7: 2.18, 250: 0.36, 75: 0.67, 125: 0.44, 350: 0.33, 175: 0.39}",0.00257
96,0.034,Rattachés et meulés,2833.299,679.0458,0.2,0.1565,EN 10270-3-1.4310,AU,65132.99999999999,0.013714,0.008,14.0,vd-414ae,"{1: 14.6, 75: 5.29, 3: 9.09, 37: 5.41, 17: 6.33, 250: 4.86, 7: 7.44, 125: 5.24, 350: 4.66, 175: 5.06}",0.00817
97,0.0177,Rattachés et meulés,189.047,10.0441,0.027800000000000002,0.01493,EN 10270-1,H,14689.0,0.007286,0.0023,3.5,d-263va,"{1: 2.79, 450: 0.23, 37: 0.67, 17: 1.0, 7: 1.93, 250: 0.31, 75: 0.5, 125: 0.4, 350: 0.27, 175: 0.36}",0.00634
98,0.025,Rattachés et meulés,988.0,67.0445,0.041,0.031120000000000002,EN 10270-3-1.4310,AE,100000.0,0.010286,0.005,3.5,vd-360,"{1: 11.1, 75: 1.8, 3: 5.46, 37: 1.86, 17: 2.25, 250: 1.65, 7: 3.49, 125: 1.74, 350: 1.6, 175: 1.7}",0.00257
99,0.027,Rattachés et meulés,1036.116,342.2924,0.3,0.2105,EN 10270-3-1.4310,AJ,11577.0,0.012291999999999999,0.005,24.0,vd-359a-20,"{1: 11.9, 75: 2.4, 3: 6.21, 37: 2.45, 17: 2.88, 250: 2.22, 7: 4.3, 125: 2.32, 350: 2.16, 175: 2.29}",0.01629
100,0.016,Rattachés et meulés,241.624,12.6775,0.032,0.018969999999999997,EN 10270-3-1.4310,J,18544.0,0.006556,0.0025,4.5,vd-279a,"{1: 2.82, 450: 0.28, 37: 0.77, 17: 1.03, 7: 2.1, 250: 0.32, 75: 0.62, 125: 0.43, 350: 0.31, 175: 0.37}",0.00433
101,0.011800000000000001,Rattachés et meulés,46.12,2.4856,0.0344,0.01143,EN 10270-3-1.4310,H,2008.0,0.006036,0.0012,5.5,vd-180o,"{1: 2.79, 450: 0.23, 37: 0.67, 17: 1.0, 7: 1.93, 250: 0.31, 75: 0.5, 125: 0.4, 350: 0.27, 175: 0.36}",0.0074800000000000005
102,0.015,Rattachés et meulés,49.256,9.5447,0.0757,0.02879,EN 10270-3-1.4310,L,1050.0,0.005936,0.0015,12.5,vd-207j-05,"{1: 2.96, 450: 0.36, 37: 0.93, 17: 1.23, 7: 2.31, 250: 0.43, 75: 0.82, 125: 0.51, 350: 0.4, 175: 0.48}",0.02544
103,0.0125,Rattachés et meulés,56.78,3.9998,0.0625,0.0246,EN 10270-1,F,1498.0,0.007206000000000001,0.00125,8.5,d-188,"{1: 2.7, 450: 0.19, 37: 0.55, 17: 0.89, 7: 1.73, 250: 0.28, 75: 0.42, 125: 0.34, 350: 0.24, 175: 0.32}",0.013609999999999999
104,0.0162,Rattachés et meulés,599.568,85.1605,0.152,0.104,EN 10270-1,P,12491.0,0.006535999999999999,0.0033,22.75,d-313a-13,"{1: 3.26, 37: 1.23, 17: 1.58, 7: 2.79, 75: 1.09, 125: 0.85, 175: 0.78}",0.01797
105,0.05,Rattachés et meulés,2399.284,468.0922,0.11,0.07047,EN 10270-1,AL,60695.0,0.018545000000000002,0.008,5.5,d-406,"{1: 12.3, 75: 2.82, 3: 6.56, 37: 2.9, 17: 3.38, 250: 2.65, 7: 4.84, 125: 2.77, 350: 2.57, 175: 2.71}",0.01578
106,0.005,Rattachés et meulés,8.186,0.256,0.0205,0.00684,EN 10270-1,B,599.0,0.002353,0.0005,8.5,d-072,"{1: 2.58, 450: 0.06, 37: 0.38, 17: 0.66, 7: 1.54, 250: 0.08, 75: 0.18, 125: 0.14, 350: 0.06, 175: 0.11}",0.00479
107,0.034,Rattachés et meulés,1261.692,318.3027,0.076,0.06839,EN 10270-3-1.4310,AL,165794.0,0.012364,0.008,5.5,vd-414ab,"{1: 12.3, 75: 2.82, 3: 6.56, 37: 2.9, 17: 3.38, 250: 2.65, 7: 4.84, 125: 2.77, 350: 2.57, 175: 2.71}",0.0075
108,0.00225,Rattachés,1.948,0.0274,0.008,0.00354,EN 10270-1,A,437.0,0.0009220000000000001,0.00025,8.0,d-021c,"{1: 2.52, 450: 0.05, 37: 0.33, 17: 0.62, 7: 1.5, 250: 0.08, 75: 0.17, 125: 0.13, 350: 0.06, 175: 0.1}",0.0020299999999999997
109,0.0032,Rattachés,1.401,0.0215,0.006900000000000001,0.0022,EN 10270-3-1.4310,D,298.0,0.0017929999999999999,0.00025,3.5,vd-012,"{1: 2.65, 450: 0.11, 37: 0.47, 17: 0.74, 7: 1.6, 250: 0.16, 75: 0.31, 125: 0.24, 350: 0.12, 175: 0.19}",0.00186
110,0.039,Rattachés et meulés,2099.813,559.0777,0.194,0.1278,EN 10270-1,AO,31719.0,0.014385,0.007,13.0,d-389n-04,"{1: 13.0, 75: 3.45, 3: 7.32, 37: 3.54, 17: 4.15, 250: 3.23, 7: 5.61, 125: 3.38, 350: 3.12, 175: 3.32}",0.02549
111,0.0019,Rattachés,6.371,0.0484,0.013,0.00638,EN 10270-1,A,962.0,0.00098,0.0003,12.5,d-027,"{1: 2.52, 450: 0.05, 37: 0.33, 17: 0.62, 7: 1.5, 250: 0.08, 75: 0.17, 125: 0.13, 350: 0.06, 175: 0.1}",0.00086
112,0.0092,Rattachés et meulés,137.244,7.8485,0.042,0.02862,EN 10270-3-1.4310,K,10257.0,0.003496,0.0018,11.5,vd-234bc,"{1: 2.88, 450: 0.31, 37: 0.82, 17: 1.09, 7: 2.18, 250: 0.36, 75: 0.67, 125: 0.44, 350: 0.33, 175: 0.39}",0.006719999999999999
113,0.034,Rattachés et meulés,188.259,122.3476,0.279,0.08586,EN 10270-3-1.4310,T,975.0,0.014919,0.003,18.5,vd-288z-15,"{1: 3.52, 75: 1.6, 17: 2.05, 37: 1.66, 7: 3.1}",0.07423
114,0.001,Rattachés,0.496,0.0041,0.0058,0.0023799999999999997,EN 10270-3-1.4310,E,145.0,0.00044,0.00011999999999999999,12.5,vd-2039,"{1: 2.68, 450: 0.16, 37: 0.52, 17: 0.83, 7: 1.64, 250: 0.24, 75: 0.36, 125: 0.31, 350: 0.22, 175: 0.27}",0.0011899999999999999
115,0.011300000000000001,Rattachés et meulés,10.695,0.513,0.025,0.0048,EN 10270-3-1.4310,G,529.0,0.008836,0.0007,2.75,vd-115d-02,"{1: 2.74, 450: 0.21, 37: 0.6, 17: 0.93, 7: 1.86, 250: 0.28, 75: 0.46, 125: 0.36, 350: 0.24, 175: 0.32}",0.004900000000000001
116,0.012199999999999999,Rattachés et meulés,482.779,21.4533,0.051,0.037700000000000004,EN 10270-1,N,36299.0,0.0050739999999999995,0.0028,9.5,d-288t-06,"{1: 3.1, 37: 1.09, 17: 1.36, 7: 2.6, 250: 0.54, 75: 0.93, 125: 0.65, 350: 0.52, 175: 0.59}",0.005019999999999999
117,0.0332,Rattachés et meulés,1470.185,272.2854,0.152,0.103,EN 10270-1,AG,30004.0,0.013923999999999999,0.0058,10.5,d-364r-09,"{1: 11.4, 75: 1.93, 3: 5.61, 37: 2.03, 17: 2.4, 250: 1.79, 7: 3.82, 125: 1.86, 350: 1.73, 175: 1.83}",0.01877
118,0.0025,Rattachés,2.145,0.0442,0.0157,0.00517,EN 10270-1,A,204.0,0.001206,0.00025,12.5,d-020a,"{1: 2.52, 450: 0.05, 37: 0.33, 17: 0.62, 7: 1.5, 250: 0.08, 75: 0.17, 125: 0.13, 350: 0.06, 175: 0.1}",0.00335
119,0.0128,Rattachés et meulés,169.612,6.4909,0.025,0.015179999999999999,EN 10270-1,G,17272.0,0.005111,0.002,4.5,d-252a-02,"{1: 2.74, 450: 0.21, 37: 0.6, 17: 0.93, 7: 1.86, 250: 0.28, 75: 0.46, 125: 0.36, 350: 0.24, 175: 0.32}",0.00495
120,0.008,Rattachés et meulés,21.176,3.8228,0.059,0.031120000000000002,EN 10270-3-1.4310,G,760.0,0.002578,0.001,22.5,vd-165a,"{1: 2.74, 450: 0.21, 37: 0.6, 17: 0.93, 7: 1.86, 250: 0.28, 75: 0.46, 125: 0.36, 350: 0.24, 175: 0.32}",0.020329999999999997
121,0.05,Rattachés et meulés,464.696,134.0889,0.066,0.03407,EN 10270-1,AB,14554.0,0.017429,0.005,3.5,d-344b,"{1: 10.5, 75: 1.31, 3: 4.88, 37: 1.35, 17: 1.62, 250: 1.19, 7: 2.93, 125: 1.24, 350: 1.16, 175: 1.22}",0.02545
122,0.0025,Rattachés,1.843,0.0442,0.0157,0.00517,EN 10270-3-1.4310,D,175.0,0.001206,0.00025,12.5,vd-020a,"{1: 2.65, 450: 0.11, 37: 0.47, 17: 0.74, 7: 1.6, 250: 0.16, 75: 0.31, 125: 0.24, 350: 0.12, 175: 0.19}",0.00367
123,0.011300000000000001,Rattachés et meulés,12.489,0.513,0.025,0.00474,EN 10270-1,C,616.0,0.008836,0.0007,2.75,d-115d-02,"{1: 2.63, 450: 0.08, 37: 0.43, 17: 0.7, 7: 1.57, 250: 0.13, 75: 0.25, 125: 0.19, 350: 0.1, 175: 0.14}",0.00484
124,0.0112,Rattachés et meulés,14.347,2.167,0.084,0.018789999999999998,EN 10270-1,D,220.0,0.006163,0.0008,13.5,d-117q,"{1: 2.65, 450: 0.11, 37: 0.47, 17: 0.74, 7: 1.6, 250: 0.16, 75: 0.31, 125: 0.24, 350: 0.12, 175: 0.19}",0.03572
125,0.0072,Rattachés et meulés,193.63,5.2323,0.0303,0.02388,EN 10270-1,G,30160.0,0.003,0.0018,9.5,d-234e,"{1: 2.74, 450: 0.21, 37: 0.6, 17: 0.93, 7: 1.86, 250: 0.28, 75: 0.46, 125: 0.36, 350: 0.24, 175: 0.32}",0.00332
126,0.0185,Rattachés et meulés,56.902,10.1481,0.112,0.026600000000000002,EN 10270-3-1.4310,L,666.0,0.010523999999999999,0.0015,10.5,vd-207j-73,"{1: 2.96, 450: 0.36, 37: 0.93, 17: 1.23, 7: 2.31, 250: 0.43, 75: 0.82, 125: 0.51, 350: 0.4, 175: 0.48}",0.0252
127,0.02,Rattachés et meulés,75.789,31.9863,0.135,0.054880000000000005,EN 10270-3-1.4310,M,946.0,0.007189,0.002,18.5,vd-243a,"{1: 3.02, 450: 0.43, 37: 1.0, 17: 1.28, 7: 2.52, 250: 0.5, 75: 0.86, 125: 0.57, 350: 0.46, 175: 0.54}",0.04733
128,0.0064,Rattachés et meulés,4.239,0.6516,0.024,0.01175,EN 10270-3-1.4310,G,346.0,0.0018720000000000002,0.0006,12.5,vd-090u-23,"{1: 2.74, 450: 0.21, 37: 0.6, 17: 0.93, 7: 1.86, 250: 0.28, 75: 0.46, 125: 0.36, 350: 0.24, 175: 0.32}",0.01225
129,0.0056,Rattachés,3.51,0.1835,0.030199999999999998,0.006809999999999999,EN 10270-3-1.4310,E,150.0,0.003435,0.0004,8.5,vd-042j-03,"{1: 2.68, 450: 0.16, 37: 0.52, 17: 0.83, 7: 1.64, 250: 0.24, 75: 0.36, 125: 0.31, 350: 0.22, 175: 0.27}",0.008060000000000001
130,0.009800000000000001,Rattachés et meulés,63.474,3.991,0.0687,0.033350000000000005,EN 10270-1,F,1796.0,0.0054,0.0012,12.5,d-180q-04,"{1: 2.7, 450: 0.19, 37: 0.55, 17: 0.89, 7: 1.73, 250: 0.28, 75: 0.42, 125: 0.34, 350: 0.24, 175: 0.32}",0.01276
131,0.002,Rattachés et meulés,18.023,0.1707,0.013699999999999999,0.01019,EN 10270-1,B,5135.0,0.000852,0.0005,15.5,d-090d,"{1: 2.58, 450: 0.06, 37: 0.38, 17: 0.66, 7: 1.54, 250: 0.08, 75: 0.18, 125: 0.14, 350: 0.06, 175: 0.11}",0.00106
132,0.039,Rattachés et meulés,1841.661,670.8932,0.236,0.15280000000000002,EN 10270-3-1.4310,AT,22135.0,0.014313000000000001,0.007,16.0,vd-389n-05,"{1: 14.4, 75: 4.82, 3: 8.75, 37: 4.93, 17: 5.59, 250: 4.43, 7: 7.22, 125: 4.78, 350: 4.14, 175: 4.59}",0.01765
133,0.002,Rattachés,0.607,0.0105,0.009800000000000001,0.0026,EN 10270-3-1.4310,E,84.0,0.001106,0.00016,8.5,vd-2053,"{1: 2.68, 450: 0.16, 37: 0.52, 17: 0.83, 7: 1.64, 250: 0.24, 75: 0.36, 125: 0.31, 350: 0.22, 175: 0.27}",0.00264
134,0.111,Rattachés et meulés,1482.288,1841.2701,0.39,0.13219999999999998,EN 10270-1,BA,5750.0,0.044823999999999996,0.009,8.5,d-414d-24,"{1: 17.3, 75: 7.9, 3: 12.2, 37: 8.11, 17: 9.22, 250: 7.31, 7: 10.4, 125: 7.78, 350: 6.99, 175: 7.56}",0.1262
135,0.007,Rattachés et meulés,129.474,6.2973,0.0522,0.036270000000000004,EN 10270-1,G,8128.0,0.002741,0.0015,18.5,d-207kv,"{1: 2.74, 450: 0.21, 37: 0.6, 17: 0.93, 7: 1.86, 250: 0.28, 75: 0.46, 125: 0.36, 350: 0.24, 175: 0.32}",0.00735
136,0.05,Rattachés et meulés,1435.164,468.0922,0.098,0.07047,EN 10270-3-1.4310,AN,52131.0,0.016364,0.008,5.5,vd-405a,"{1: 12.9, 75: 3.27, 3: 7.15, 37: 3.36, 17: 3.92, 250: 3.04, 7: 5.39, 125: 3.21, 350: 2.96, 175: 3.13}",0.013640000000000001
137,0.045,Rattachés et meulés,141.17,114.5363,0.295,0.06812,EN 10270-3-1.4310,R,622.0,0.02336,0.003,12.5,vd-288x-23,"{1: 3.38, 37: 1.47, 17: 1.9, 7: 2.92, 75: 1.39, 125: 1.09, 175: 0.99}",0.09484999999999999
138,0.0057,Rattachés et meulés,108.051,2.2879,0.022,0.01694,EN 10270-3-1.4310,J,21354.0,0.002424,0.0014,8.5,vd-207e,"{1: 2.82, 450: 0.28, 37: 0.77, 17: 1.03, 7: 2.1, 250: 0.32, 75: 0.62, 125: 0.43, 350: 0.31, 175: 0.37}",0.00213
139,0.02,Rattachés et meulés,475.851,29.9579,0.0495,0.0299,EN 10270-1,L,24278.0,0.008417999999999998,0.0032,5.5,d-305,"{1: 2.96, 450: 0.36, 37: 0.93, 17: 1.23, 7: 2.31, 250: 0.43, 75: 0.82, 125: 0.51, 350: 0.4, 175: 0.48}",0.00736
140,0.0012,Rattachés,0.25,0.0025,0.0058,0.0016,EN 10270-3-1.4310,E,60.0,0.000653,0.0001,8.5,vd-2002,"{1: 2.68, 450: 0.16, 37: 0.52, 17: 0.83, 7: 1.64, 250: 0.24, 75: 0.36, 125: 0.31, 350: 0.22, 175: 0.27}",0.00146
141,0.0032,Rattachés,3.033,0.131,0.0293,0.00926,EN 10270-3-1.4310,D,151.0,0.0015409999999999998,0.00032,18.5,vd-037a,"{1: 2.65, 450: 0.11, 37: 0.47, 17: 0.74, 7: 1.6, 250: 0.16, 75: 0.31, 125: 0.24, 350: 0.12, 175: 0.19}",0.00692
142,0.0484,Rattachés et meulés,191.503,429.2493,0.135,0.10346,EN 10270-3-1.4310,AL,6072.0,0.010352,0.0056,12.5,vd-364r-43,"{1: 12.3, 75: 2.82, 3: 6.56, 37: 2.9, 17: 3.38, 250: 2.65, 7: 4.84, 125: 2.77, 350: 2.57, 175: 2.71}",0.03154
143,0.0063,Rattachés et meulés,9.537,1.6121,0.033,0.02069,EN 10270-3-1.4310,G,775.0,0.0017410000000000001,0.0008,18.5,vd-131a,"{1: 2.74, 450: 0.21, 37: 0.6, 17: 0.93, 7: 1.86, 250: 0.28, 75: 0.46, 125: 0.36, 350: 0.24, 175: 0.32}",0.01231
144,0.03,Rattachés et meulés,243.389,39.4953,0.0725,0.0287,EN 10270-1,L,5557.0,0.012636,0.003,5.5,d-288z-21,"{1: 2.96, 450: 0.36, 37: 0.93, 17: 1.23, 7: 2.31, 250: 0.43, 75: 0.82, 125: 0.51, 350: 0.4, 175: 0.48}",0.02222
145,0.0103,Rattachés et meulés,179.135,6.0267,0.025,0.01731,EN 10270-3-1.4310,K,23295.0,0.004182,0.002,5.5,vd-257e-02,"{1: 2.88, 450: 0.31, 37: 0.82, 17: 1.09, 7: 2.18, 250: 0.36, 75: 0.67, 125: 0.44, 350: 0.33, 175: 0.39}",0.00304
146,0.016,Rattachés et meulés,40.159,2.6818,0.0405,0.013550000000000001,EN 10270-3-1.4310,H,1490.0,0.011214,0.00125,3.5,vd-181,"{1: 2.79, 450: 0.23, 37: 0.67, 17: 1.0, 7: 1.93, 250: 0.31, 75: 0.5, 125: 0.4, 350: 0.27, 175: 0.36}",0.00705
147,0.0037,Rattachés,2.144,0.0292,0.006,0.00217,EN 10270-3-1.4310,D,560.0,0.0021000000000000003,0.0003,2.5,vd-026q-11,"{1: 2.65, 450: 0.11, 37: 0.47, 17: 0.74, 7: 1.6, 250: 0.16, 75: 0.31, 125: 0.24, 350: 0.12, 175: 0.19}",0.0014
148,0.01,Rattachés et meulés,352.734,20.4649,0.076,0.0567,EN 10270-1,J,18276.0,0.004332,0.00235,17.0,d-263v-08,"{1: 2.82, 450: 0.28, 37: 0.77, 17: 1.03, 7: 2.1, 250: 0.32, 75: 0.62, 125: 0.43, 350: 0.31, 175: 0.37}",0.00728
149,0.039799999999999995,Rattachés et meulés,4.542,15.9675,0.0165,0.013800000000000002,EN 10270-1,H,1682.0,0.005911,0.0022,2.25,d-263d-02,"{1: 2.79, 450: 0.23, 37: 0.67, 17: 1.0, 7: 1.93, 250: 0.31, 75: 0.5, 125: 0.4, 350: 0.27, 175: 0.36}",0.0027
150,0.017,Rattachés et meulés,47.115,7.8332,0.0595,0.02135,EN 10270-1,G,1235.0,0.006824,0.0015,8.5,d-207jx,"{1: 2.74, 450: 0.21, 37: 0.6, 17: 0.93, 7: 1.86, 250: 0.28, 75: 0.46, 125: 0.36, 350: 0.24, 175: 0.32}",0.02875
151,0.001,Rattachés,0.559,0.0029,0.004,0.00175,EN 10270-1,C,249.0,0.000435,0.00011999999999999999,8.5,d-2038,"{1: 2.63, 450: 0.08, 37: 0.43, 17: 0.7, 7: 1.57, 250: 0.13, 75: 0.25, 125: 0.19, 350: 0.1, 175: 0.14}",0.0007700000000000001
152,0.009800000000000001,Rattachés et meulés,54.771,2.89,0.046700000000000005,0.02255,EN 10270-3-1.4310,K,2268.0,0.005353,0.0012,8.5,vd-180q-03,"{1: 2.88, 450: 0.31, 37: 0.82, 17: 1.09, 7: 2.18, 250: 0.36, 75: 0.67, 125: 0.44, 350: 0.33, 175: 0.39}",0.006809999999999999
153,0.066,Rattachés et meulés,250.038,113.2783,0.145,0.03268,EN 10270-3-1.4310,AG,2226.0,0.040286,0.004,3.5,vd-313s,"{1: 11.4, 75: 1.93, 3: 5.61, 37: 2.03, 17: 2.4, 250: 1.79, 7: 3.82, 125: 1.86, 350: 1.73, 175: 1.83}",0.02496
154,0.0125,Rattachés et meulés,58.269,4.3884,0.028,0.01476,EN 10270-1,F,4401.0,0.004417,0.0015,6.0,d-207j-31,"{1: 2.7, 450: 0.19, 37: 0.55, 17: 0.89, 7: 1.73, 250: 0.28, 75: 0.42, 125: 0.34, 350: 0.24, 175: 0.32}",0.01083
155,0.0072,Rattachés et meulés,25.669,0.4044,0.01,0.00426,EN 10270-1,C,4472.0,0.00368,0.0008,2.5,d-127e-09,"{1: 2.63, 450: 0.08, 37: 0.43, 17: 0.7, 7: 1.57, 250: 0.13, 75: 0.25, 125: 0.19, 350: 0.1, 175: 0.14}",0.0022
156,0.1,Rattachés et meulés,357.922,811.3599,0.115,0.07006,EN 10270-3-1.4310,AT,7964.0,0.023777999999999997,0.008,4.5,vd-389s,"{1: 14.4, 75: 4.82, 3: 8.75, 37: 4.93, 17: 5.59, 250: 4.43, 7: 7.22, 125: 4.78, 350: 4.14, 175: 4.59}",0.044899999999999995
157,0.071,Rattachés et meulés,533.787,373.8887,0.153,0.060340000000000005,EN 10270-3-1.4310,AL,5761.0,0.026727,0.006,5.5,vd-364r-61,"{1: 12.3, 75: 2.82, 3: 6.56, 37: 2.9, 17: 3.38, 250: 2.65, 7: 4.84, 125: 2.77, 350: 2.57, 175: 2.71}",0.04779
158,0.03,Rattachés et meulés,358.901,360.431,0.33,0.19438,EN 10270-1,AE,2646.0,0.008932,0.004,36.5,d-329bh,"{1: 11.1, 75: 1.8, 3: 5.46, 37: 1.86, 17: 2.25, 250: 1.65, 7: 3.49, 125: 1.74, 350: 1.6, 175: 1.7}",0.12442
159,0.032299999999999995,Rattachés et meulés,1526.81,480.7522,0.178,0.13423,EN 10270-3-1.4310,AR,34883.0,0.01142,0.0067,15.0,vd-389a-10,"{1: 13.8, 75: 4.27, 3: 8.17, 37: 4.34, 17: 5.06, 250: 3.91, 7: 6.45, 125: 4.22, 350: 3.76, 175: 4.11}",0.01611
160,0.032,Rattachés et meulés,86.519,29.2558,0.0715,0.02588,EN 10270-3-1.4310,K,1897.0,0.012545,0.0025,5.5,vd-264b,"{1: 2.88, 450: 0.31, 37: 0.82, 17: 1.09, 7: 2.18, 250: 0.36, 75: 0.67, 125: 0.44, 350: 0.33, 175: 0.39}",0.03244
161,0.02,Rattachés et meulés,245.933,35.3507,0.12,0.0582,EN 10270-1,J,3979.0,0.0094,0.0025,12.5,d-277,"{1: 2.82, 450: 0.28, 37: 0.77, 17: 1.03, 7: 2.1, 250: 0.32, 75: 0.62, 125: 0.43, 350: 0.31, 175: 0.37}",0.02259
162,0.0008,Rattachés,0.548,0.0017,0.0021000000000000003,0.00125,EN 10270-3-1.4310,E,644.0,0.00032700000000000003,0.00011999999999999999,5.5,vd-2042,"{1: 2.68, 450: 0.16, 37: 0.52, 17: 0.83, 7: 1.64, 250: 0.24, 75: 0.36, 125: 0.31, 350: 0.22, 175: 0.27}",0.00035999999999999997
163,0.005,Rattachés,4.411,0.0858,0.0109,0.0035,EN 10270-1,B,596.0,0.0028290000000000004,0.0004,3.5,d-043a,"{1: 2.58, 450: 0.06, 37: 0.38, 17: 0.66, 7: 1.54, 250: 0.08, 75: 0.18, 125: 0.14, 350: 0.06, 175: 0.11}",0.0024700000000000004
164,0.002,Rattachés,0.71,0.0145,0.014199999999999999,0.0035600000000000002,EN 10270-1,C,67.0,0.0011040000000000002,0.00016,12.5,d-2054,"{1: 2.63, 450: 0.08, 37: 0.43, 17: 0.7, 7: 1.57, 250: 0.13, 75: 0.25, 125: 0.19, 350: 0.1, 175: 0.14}",0.00349
165,0.048,Rattachés et meulés,2548.779,1213.2951,0.23,0.17096,EN 10270-1,AT,43170.0,0.015785999999999998,0.009,14.0,d-414m-04,"{1: 14.4, 75: 4.82, 3: 8.75, 37: 4.93, 17: 5.59, 250: 4.43, 7: 7.22, 125: 4.78, 350: 4.14, 175: 4.59}",0.0376
166,0.0165,Rattachés et meulés,370.443,17.5919,0.038,0.0259,EN 10270-3-1.4310,O,30615.0,0.0078,0.0029,4.5,vd-288x-04,"{1: 3.16, 37: 1.16, 17: 1.42, 7: 2.67, 250: 0.64, 75: 1.03, 125: 0.75, 175: 0.7}",0.00302
167,0.0092,Rattachés et meulés,190.077,2.6162,0.0125,0.00904,EN 10270-1,F,54936.0,0.00428,0.0018,2.5,d-234ba-10,"{1: 2.7, 450: 0.19, 37: 0.55, 17: 0.89, 7: 1.73, 250: 0.28, 75: 0.42, 125: 0.34, 350: 0.24, 175: 0.32}",0.0013
168,0.0188,Rattachés et meulés,30.817,2.904,0.0504,0.0109,EN 10270-3-1.4310,H,780.0,0.014057,0.0012,3.5,vd-180j,"{1: 2.79, 450: 0.23, 37: 0.67, 17: 1.0, 7: 1.93, 250: 0.31, 75: 0.5, 125: 0.4, 350: 0.27, 175: 0.36}",0.01166
169,0.0087,Rattachés et meulés,138.428,10.5204,0.045,0.03621,EN 10270-3-1.4310,K,15748.0,0.003185,0.002,13.5,vd-263aa,"{1: 2.88, 450: 0.31, 37: 0.82, 17: 1.09, 7: 2.18, 250: 0.36, 75: 0.67, 125: 0.44, 350: 0.33, 175: 0.39}",0.0060999999999999995
170,0.04,Rattachés et meulés,221.032,154.4704,0.042,0.03825,EN 10270-1,AB,58942.0,0.010286,0.006,3.5,d-364r-80,"{1: 10.5, 75: 1.31, 3: 4.88, 37: 1.35, 17: 1.62, 250: 1.19, 7: 2.93, 125: 1.24, 350: 1.16, 175: 1.22}",0.00375
171,0.008,Rattachés et meulés,9.478,2.0471,0.047,0.02195,EN 10270-3-1.4310,H,378.0,0.002497,0.0008,18.5,vd-126a,"{1: 2.79, 450: 0.23, 37: 0.67, 17: 1.0, 7: 1.93, 250: 0.31, 75: 0.5, 125: 0.4, 350: 0.27, 175: 0.36}",0.02186
172,0.0315,Rattachés et meulés,1495.872,353.5736,0.15,0.1076,EN 10270-3-1.4310,AO,35280.0,0.011496000000000001,0.0063,12.5,vd-389a-21,"{1: 13.0, 75: 3.45, 3: 7.32, 37: 3.54, 17: 4.15, 250: 3.23, 7: 5.61, 125: 3.38, 350: 3.12, 175: 3.32}",0.01192
