,d,D,B,rsmin,serie
1745,0.56,1.03,0.0,0.0,82
1746,0.56,1.03,0.15,0.0095,02
1747,0.56,1.03,0.20600000000000002,0.0095,12
1748,0.56,1.03,0.272,0.0095,22
1749,0.56,1.03,0.365,0.0095,32
1750,0.56,1.03,0.47500000000000003,0.0095,42
1751,0.56,1.03,0.63,0.0095,52
1752,0.56,1.03,0.0,0.0095,62
1753,0.6,1.09,0.0,0.0,82
1754,0.6,1.09,0.155,0.0095,02
1755,0.6,1.09,0.212,0.0095,12
1756,0.6,1.09,0.28,0.0095,22
1757,0.6,1.09,0.388,0.0095,32
1758,0.6,1.09,0.488,0.0095,42
1759,0.6,1.09,0.67,0.0095,52
1760,0.6,1.09,0.0,0.0095,62
1761,0.63,1.1500000000000001,0.0,0.0,82
1762,0.63,1.1500000000000001,0.165,0.012,02
1763,0.63,1.1500000000000001,0.23,0.012,12
1764,0.63,1.1500000000000001,0.3,0.012,22
1765,0.63,1.1500000000000001,0.41200000000000003,0.012,32
1766,0.63,1.1500000000000001,0.515,0.012,42
1767,0.63,1.1500000000000001,0.71,0.012,52
1768,0.63,1.1500000000000001,0.0,0.012,62
1769,0.67,1.22,0.0,0.0,82
1770,0.67,1.22,0.17500000000000002,0.012,02
1771,0.67,1.22,0.243,0.012,12
1772,0.67,1.22,0.315,0.012,22
1773,0.67,1.22,0.438,0.012,32
1774,0.67,1.22,0.545,0.012,42
1775,0.67,1.22,0.75,0.012,52
1776,0.67,1.22,0.0,0.012,62
1777,0.71,1.28,0.0,0.0,82
1778,0.71,1.28,0.18,0.012,02
1779,0.71,1.28,0.25,0.012,12
1780,0.71,1.28,0.325,0.012,22
1781,0.71,1.28,0.45,0.012,32
1782,0.71,1.28,0.56,0.012,42
1783,0.71,1.28,0.775,0.012,52
1784,0.71,1.28,0.0,0.012,62
1785,0.75,1.36,0.0,0.0,82
1786,0.75,1.36,0.195,0.015,02
1787,0.75,1.36,0.265,0.015,12
1788,0.75,1.36,0.34500000000000003,0.015,22
1789,0.75,1.36,0.47500000000000003,0.015,32
1790,0.75,1.36,0.615,0.015,42
1791,0.75,1.36,0.8250000000000001,0.015,52
1792,0.75,1.36,0.0,0.015,62
1793,0.8,1.42,0.0,0.0,82
1794,0.8,1.42,0.2,0.015,02
1795,0.8,1.42,0.272,0.015,12
1796,0.8,1.42,0.355,0.015,22
1797,0.8,1.42,0.488,0.015,32
1798,0.8,1.42,0.615,0.015,42
1799,0.8,1.42,0.0,0.015,52
1800,0.8,1.42,0.0,0.015,62
1801,0.85,1.5,0.0,0.0,82
1802,0.85,1.5,0.20600000000000002,0.015,02
1803,0.85,1.5,0.28,0.015,12
1804,0.85,1.5,0.375,0.015,22
1805,0.85,1.5,0.515,0.015,32
1806,0.85,1.5,0.65,0.015,42
1807,0.85,1.5,0.0,0.015,52
1808,0.85,1.5,0.0,0.015,62
1809,0.9,1.58,0.0,0.0,82
1810,0.9,1.58,0.218,0.015,02
1811,0.9,1.58,0.3,0.015,12
1812,0.9,1.58,0.388,0.015,22
1813,0.9,1.58,0.515,0.015,32
1814,0.9,1.58,0.67,0.015,42
1815,0.9,1.58,0.0,0.015,52
1816,0.9,1.58,0.0,0.015,62
1817,0.9500000000000001,1.6600000000000001,0.0,0.0,82
1818,0.9500000000000001,1.6600000000000001,0.23,0.015,02
1819,0.9500000000000001,1.6600000000000001,0.315,0.015,12
1820,0.9500000000000001,1.6600000000000001,0.41200000000000003,0.015,22
1821,0.9500000000000001,1.6600000000000001,0.53,0.015,32
1822,0.9500000000000001,1.6600000000000001,0.71,0.015,42
1823,0.9500000000000001,1.6600000000000001,0.0,0.015,52
1824,0.9500000000000001,1.6600000000000001,0.0,0.015,62
1825,1.0,1.75,0.0,0.0,82
1826,1.0,1.75,0.243,0.015,02
1827,1.0,1.75,0.33,0.015,12
1828,1.0,1.75,0.425,0.015,22
1829,1.0,1.75,0.56,0.015,32
1830,1.0,1.75,0.75,0.015,42
1831,1.0,1.75,0.0,0.015,52
1832,1.0,1.75,0.0,0.015,62
1833,1.06,1.84,0.0,0.0,82
1834,1.06,1.84,0.25,0.015,02
1835,1.06,1.84,0.34500000000000003,0.015,12
1836,1.06,1.84,0.45,0.015,22
1837,1.06,1.84,0.58,0.015,32
1838,1.06,1.84,0.775,0.015,42
1839,1.06,1.84,0.0,0.015,52
1840,1.06,1.84,0.0,0.015,62
1841,1.12,1.94,0.0,0.0,82
1842,1.12,1.94,0.265,0.015,02
1843,1.12,1.94,0.365,0.015,12
1844,1.12,1.94,0.47500000000000003,0.015,22
1845,1.12,1.94,0.615,0.015,32
1846,1.12,1.94,0.8250000000000001,0.015,42
1847,1.12,1.94,0.0,0.015,52
1848,1.12,1.94,0.0,0.015,62
1849,1.18,2.04,0.0,0.0,82
1850,1.18,2.04,0.272,0.019,02
1851,1.18,2.04,0.375,0.019,12
1852,1.18,2.04,0.5,0.019,22
1853,1.18,2.04,0.65,0.019,32
1854,1.18,2.04,0.85,0.019,42
1855,1.18,2.04,0.0,0.019,52
1856,1.18,2.04,0.0,0.019,62
1857,1.25,2.16,0.0,0.0,82
1858,1.25,2.16,0.29,0.019,02
1859,1.25,2.16,0.4,0.019,12
1860,1.25,2.16,0.53,0.019,22
1861,1.25,2.16,0.6900000000000001,0.019,32
1862,1.25,2.16,0.9,0.019,42
1863,1.25,2.16,0.0,0.019,52
1864,1.25,2.16,0.0,0.019,62
1865,1.32,2.27,0.0,0.0,82
1866,1.32,2.27,0.307,0.019,02
1867,1.32,2.27,0.41200000000000003,0.019,12
1868,1.32,2.27,0.545,0.019,22
1869,1.32,2.27,0.71,0.019,32
1870,1.32,2.27,0.9500000000000001,0.019,42
1871,1.32,2.27,0.0,0.019,52
1872,1.32,2.27,0.0,0.019,62
1873,1.4000000000000001,2.4,0.0,0.0,82
1874,1.4000000000000001,2.4,0.325,0.019,02
1875,1.4000000000000001,2.4,0.437,0.019,12
1876,1.4000000000000001,2.4,0.58,0.019,22
1877,1.4000000000000001,2.4,0.75,0.019,32
1878,1.4000000000000001,2.4,1.0,0.019,42
1879,1.4000000000000001,2.4,0.0,0.019,52
1880,1.4000000000000001,2.4,0.0,0.019,62
1881,1.5,2.57,0.0,0.0,82
1882,1.5,2.57,0.34500000000000003,0.019,02
1883,1.5,2.57,0.47500000000000003,0.019,12
1884,1.5,2.57,0.615,0.019,22
1885,1.5,2.57,0.8,0.019,32
1886,1.5,2.57,1.06,0.019,42
1887,1.5,2.57,0.0,0.019,52
1888,1.5,2.57,0.0,0.019,62
1889,1.6,2.73,0.0,0.0,82
1890,1.6,2.73,0.365,0.019,02
1891,1.6,2.73,0.5,0.019,12
1892,1.6,2.73,0.65,0.019,22
1893,1.6,2.73,0.85,0.019,32
1894,1.6,2.73,1.12,0.019,42
1895,1.6,2.73,0.0,0.019,52
1896,1.6,2.73,0.0,0.019,62
1897,1.7,2.9,0.0,0.0,82
1898,1.7,2.9,0.387,0.019,02
1899,1.7,2.9,0.53,0.019,12
1900,1.7,2.9,0.6900000000000001,0.019,22
1901,1.7,2.9,0.9,0.019,32
1902,1.7,2.9,1.22,0.019,42
1903,1.7,2.9,0.0,0.019,52
1904,1.7,2.9,0.0,0.019,62
1905,1.8,3.06,0.0,0.0,82
1906,1.8,3.06,0.4,0.019,02
1907,1.8,3.06,0.56,0.019,12
1908,1.8,3.06,0.73,0.019,22
1909,1.8,3.06,0.9500000000000001,0.019,32
1910,1.8,3.06,1.25,0.019,42
1911,1.8,3.06,0.0,0.019,52
1912,1.8,3.06,0.0,0.019,62
1913,1.9000000000000001,3.22,0.0,0.0,82
1914,1.9000000000000001,3.22,0.425,0.019,02
1915,1.9000000000000001,3.22,0.58,0.019,12
1916,1.9000000000000001,3.22,0.75,0.019,22
1917,1.9000000000000001,3.22,1.0,0.019,32
1918,1.9000000000000001,3.22,1.32,0.019,42
1919,1.9000000000000001,3.22,0.0,0.019,52
1920,1.9000000000000001,3.22,0.0,0.019,62
1921,2.0,3.38,0.0,0.0,82
1922,2.0,3.38,0.437,0.019,02
1923,2.0,3.38,0.6,0.019,12
1924,2.0,3.38,0.8,0.019,22
1925,2.0,3.38,1.03,0.019,32
1926,2.0,3.38,1.4000000000000001,0.019,42
1927,2.0,3.38,0.0,0.019,52
1928,2.0,3.38,0.0,0.019,62
1929,2.12,3.58,0.0,0.0,82
1930,2.12,3.58,0.462,0.019,02
1931,2.12,3.58,0.65,0.019,12
1932,2.12,3.58,0.85,0.019,22
1933,2.12,3.58,1.09,0.019,32
1934,2.12,3.58,1.45,0.019,42
1935,2.12,3.58,0.0,0.019,52
1936,2.12,3.58,0.0,0.019,62
1937,2.24,3.77,0.0,0.0,82
1938,2.24,3.77,0.487,0.019,02
1939,2.24,3.77,0.67,0.019,12
1940,2.24,3.77,0.875,0.019,22
1941,2.24,3.77,1.1500000000000001,0.019,32
1942,2.24,3.77,1.55,0.019,42
1943,2.24,3.77,0.0,0.019,52
1944,2.24,3.77,0.0,0.019,62
1945,2.36,3.97,0.0,0.0,82
1946,2.36,3.97,0.515,0.019,02
1947,2.36,3.97,0.71,0.019,12
1948,2.36,3.97,0.925,0.019,22
1949,2.36,3.97,1.22,0.019,32
1950,2.36,3.97,1.6,0.019,42
1951,2.36,3.97,0.0,0.019,52
1952,2.36,3.97,0.0,0.019,62
1953,2.5,4.19,0.0,0.0,82
1954,2.5,4.19,0.545,0.019,02
1955,2.5,4.19,0.75,0.019,12
1956,2.5,4.19,0.975,0.019,22
1957,2.5,4.19,1.28,0.019,32
1958,2.5,4.19,1.7,0.019,42
1959,2.5,4.19,0.0,0.019,52
1960,2.5,4.19,0.0,0.019,62
1961,2.65,4.43,0.0,0.0,82
1962,2.65,4.43,0.56,0.019,02
1963,2.65,4.43,0.775,0.019,12
1964,2.65,4.43,1.03,0.019,22
1965,2.65,4.43,1.32,0.019,32
1966,2.65,4.43,1.8,0.019,42
1967,2.65,4.43,0.0,0.019,52
1968,2.65,4.43,0.0,0.019,62
1969,2.8000000000000003,4.67,0.0,0.0,82
1970,2.8000000000000003,4.67,0.6,0.019,02
1971,2.8000000000000003,4.67,0.8250000000000001,0.019,12
1972,2.8000000000000003,4.67,1.09,0.019,22
1973,2.8000000000000003,4.67,1.4000000000000001,0.019,32
1974,2.8000000000000003,4.67,1.85,0.019,42
1975,2.8000000000000003,4.67,0.0,0.019,52
1976,2.8000000000000003,4.67,0.0,0.019,62
1977,3.0,4.99,0.0,0.0,82
1978,3.0,4.99,0.63,0.019,02
1979,3.0,4.99,0.875,0.019,12
1980,3.0,4.99,1.1500000000000001,0.019,22
1981,3.0,4.99,1.5,0.019,32
1982,3.0,4.99,2.0,0.019,42
1983,3.0,4.99,0.0,0.019,52
1984,3.0,4.99,0.0,0.019,62
1985,0.003,0.013000000000000001,0.0,0.0,83
1986,0.003,0.013000000000000001,0.005,0.0002,03
1987,0.003,0.013000000000000001,0.0,0.0002,13
1988,0.003,0.013000000000000001,0.0,0.0002,23
1989,0.003,0.013000000000000001,0.007,0.0002,33
1990,0.004,0.016,0.0,0.0,83
1991,0.004,0.016,0.005,0.0003,03
1992,0.004,0.016,0.0,0.0003,13
1993,0.004,0.016,0.0,0.0003,23
1994,0.004,0.016,0.009000000000000001,0.0003,33
1995,0.005,0.019,0.0,0.0,83
1996,0.005,0.019,0.006,0.0003,03
1997,0.005,0.019,0.0,0.0003,13
1998,0.005,0.019,0.0,0.0003,23
1999,0.005,0.019,0.01,0.0003,33
2000,0.006,0.022,0.0,0.0,83
2001,0.006,0.022,0.007,0.0003,03
2002,0.006,0.022,0.0,0.0003,13
2003,0.006,0.022,0.011,0.0003,23
2004,0.006,0.022,0.013000000000000001,0.0003,33
2005,0.007,0.026000000000000002,0.0,0.0,83
2006,0.007,0.026000000000000002,0.009000000000000001,0.0003,03
2007,0.007,0.026000000000000002,0.0,0.0003,13
2008,0.007,0.026000000000000002,0.013000000000000001,0.0003,23
2009,0.007,0.026000000000000002,0.015,0.0003,33
2010,0.008,0.028,0.0,0.0,83
2011,0.008,0.028,0.009000000000000001,0.0003,03
2012,0.008,0.028,0.0,0.0003,13
2013,0.008,0.028,0.013000000000000001,0.0003,23
2014,0.008,0.028,0.015,0.0003,33
2015,0.009000000000000001,0.03,0.0,0.0,83
2016,0.009000000000000001,0.03,0.01,0.0006,03
2017,0.009000000000000001,0.03,0.0,0.0006,13
2018,0.009000000000000001,0.03,0.014,0.0006,23
2019,0.009000000000000001,0.03,0.016,0.0006,33
2020,0.01,0.035,0.009000000000000001,0.0003,83
2021,0.01,0.035,0.011,0.0006,03
2022,0.01,0.035,0.0,0.0006,13
2023,0.01,0.035,0.017,0.0006,23
2024,0.01,0.035,0.019,0.0006,33
2025,0.012,0.037,0.009000000000000001,0.0003,83
2026,0.012,0.037,0.012,0.001,03
2027,0.012,0.037,0.0,0.001,13
2028,0.012,0.037,0.017,0.001,23
2029,0.012,0.037,0.019,0.001,33
2030,0.015,0.042,0.009000000000000001,0.0003,83
2031,0.015,0.042,0.013000000000000001,0.001,03
2032,0.015,0.042,0.0,0.001,13
2033,0.015,0.042,0.017,0.001,23
2034,0.015,0.042,0.019,0.001,33
2035,0.017,0.047,0.01,0.0006,83
2036,0.017,0.047,0.014,0.001,03
2037,0.017,0.047,0.0,0.001,13
2038,0.017,0.047,0.019,0.001,23
2039,0.017,0.047,0.0222,0.001,33
2040,0.02,0.052000000000000005,0.01,0.0006,83
2041,0.02,0.052000000000000005,0.015,0.0011,03
2042,0.02,0.052000000000000005,0.0,0.0011,13
2043,0.02,0.052000000000000005,0.021,0.0011,23
2044,0.02,0.052000000000000005,0.0222,0.0011,33
2045,0.022,0.056,0.011,0.0006,83
2046,0.022,0.056,0.016,0.0011,03
2047,0.022,0.056,0.0,0.0011,13
2048,0.022,0.056,0.021,0.0011,23
2049,0.022,0.056,0.025,0.0011,33
2050,0.025,0.062,0.012,0.0006,83
2051,0.025,0.062,0.017,0.0011,03
2052,0.025,0.062,0.0,0.0011,13
2053,0.025,0.062,0.024,0.0011,23
2054,0.025,0.062,0.0254,0.0011,33
2055,0.028,0.068,0.013000000000000001,0.0006,83
2056,0.028,0.068,0.018000000000000002,0.0011,03
2057,0.028,0.068,0.0,0.0011,13
2058,0.028,0.068,0.024,0.0011,23
2059,0.028,0.068,0.03,0.0011,33
2060,0.03,0.07200000000000001,0.013000000000000001,0.0006,83
2061,0.03,0.07200000000000001,0.019,0.0011,03
2062,0.03,0.07200000000000001,0.0,0.0011,13
2063,0.03,0.07200000000000001,0.027,0.0011,23
2064,0.03,0.07200000000000001,0.0302,0.0011,33
2065,0.032,0.075,0.014,0.0006,83
2066,0.032,0.075,0.02,0.0011,03
2067,0.032,0.075,0.0,0.0011,13
2068,0.032,0.075,0.028,0.0011,23
2069,0.032,0.075,0.032,0.0011,33
2070,0.035,0.08,0.014,0.0006,83
2071,0.035,0.08,0.021,0.0015,03
2072,0.035,0.08,0.0,0.0015,13
2073,0.035,0.08,0.031,0.0015,23
2074,0.035,0.08,0.0349,0.0015,33
2075,0.04,0.09,0.016,0.001,83
2076,0.04,0.09,0.023,0.0015,03
2077,0.04,0.09,0.0,0.0015,13
2078,0.04,0.09,0.033,0.0015,23
2079,0.04,0.09,0.0365,0.0015,33
2080,0.045,0.1,0.017,0.001,83
2081,0.045,0.1,0.025,0.0015,03
2082,0.045,0.1,0.0,0.0015,13
2083,0.045,0.1,0.036000000000000004,0.0015,23
2084,0.045,0.1,0.039700000000000006,0.0015,33
2085,0.05,0.11,0.019,0.001,83
2086,0.05,0.11,0.027,0.002,03
2087,0.05,0.11,0.0,0.002,13
2088,0.05,0.11,0.04,0.002,23
2089,0.05,0.11,0.0444,0.002,33
2090,0.055,0.12,0.021,0.0011,83
2091,0.055,0.12,0.029,0.002,03
2092,0.055,0.12,0.0,0.002,13
2093,0.055,0.12,0.043000000000000003,0.002,23
2094,0.055,0.12,0.0492,0.002,33
2095,0.06,0.13,0.022,0.0011,83
2096,0.06,0.13,0.031,0.0021000000000000003,03
2097,0.06,0.13,0.0,0.0021000000000000003,13
2098,0.06,0.13,0.046,0.0021000000000000003,23
2099,0.06,0.13,0.054,0.0021000000000000003,33
2100,0.065,0.14,0.024,0.0011,83
2101,0.065,0.14,0.033,0.0021000000000000003,03
2102,0.065,0.14,0.0,0.0021000000000000003,13
2103,0.065,0.14,0.048,0.0021000000000000003,23
2104,0.065,0.14,0.0587,0.0021000000000000003,33
2105,0.07,0.15,0.025,0.0015,83
2106,0.07,0.15,0.035,0.0021000000000000003,03
2107,0.07,0.15,0.0,0.0021000000000000003,13
2108,0.07,0.15,0.051000000000000004,0.0021000000000000003,23
2109,0.07,0.15,0.0635,0.0021000000000000003,33
2110,0.075,0.16,0.027,0.0015,83
2111,0.075,0.16,0.037,0.0021000000000000003,03
2112,0.075,0.16,0.0,0.0021000000000000003,13
2113,0.075,0.16,0.055,0.0021000000000000003,23
2114,0.075,0.16,0.0683,0.0021000000000000003,33
2115,0.08,0.17,0.028,0.0015,83
2116,0.08,0.17,0.039,0.0021000000000000003,03
2117,0.08,0.17,0.0,0.0021000000000000003,13
2118,0.08,0.17,0.058,0.0021000000000000003,23
2119,0.08,0.17,0.0683,0.0021000000000000003,33
2120,0.085,0.18,0.03,0.002,83
2121,0.085,0.18,0.041,0.003,03
2122,0.085,0.18,0.0,0.003,13
2123,0.085,0.18,0.06,0.003,23
2124,0.085,0.18,0.073,0.003,33
2125,0.09,0.19,0.03,0.002,83
2126,0.09,0.19,0.043000000000000003,0.003,03
2127,0.09,0.19,0.0,0.003,13
2128,0.09,0.19,0.064,0.003,23
2129,0.09,0.19,0.073,0.003,33
2130,0.095,0.2,0.033,0.002,83
2131,0.095,0.2,0.045,0.003,03
2132,0.095,0.2,0.0,0.003,13
2133,0.095,0.2,0.067,0.003,23
2134,0.095,0.2,0.0778,0.003,33
2135,0.1,0.215,0.036000000000000004,0.0021000000000000003,83
2136,0.1,0.215,0.047,0.003,03
2137,0.1,0.215,0.051000000000000004,0.003,13
2138,0.1,0.215,0.073,0.003,23
2139,0.1,0.215,0.08259999999999999,0.003,33
2140,0.105,0.225,0.037,0.0021000000000000003,83
2141,0.105,0.225,0.049,0.003,03
2142,0.105,0.225,0.053,0.003,13
2143,0.105,0.225,0.077,0.003,23
2144,0.105,0.225,0.0873,0.003,33
2145,0.11,0.24,0.042,0.003,83
2146,0.11,0.24,0.05,0.003,03
2147,0.11,0.24,0.057,0.003,13
2148,0.11,0.24,0.08,0.003,23
2149,0.11,0.24,0.0921,0.003,33
2150,0.12,0.26,0.044,0.003,83
2151,0.12,0.26,0.055,0.003,03
2152,0.12,0.26,0.062,0.003,13
2153,0.12,0.26,0.08600000000000001,0.003,23
2154,0.12,0.26,0.106,0.003,33
2155,0.13,0.28,0.048,0.003,83
2156,0.13,0.28,0.058,0.004,03
2157,0.13,0.28,0.066,0.004,13
2158,0.13,0.28,0.093,0.004,23
2159,0.13,0.28,0.112,0.004,33
2160,0.14,0.3,0.05,0.004,83
2161,0.14,0.3,0.062,0.004,03
2162,0.14,0.3,0.07,0.004,13
2163,0.14,0.3,0.10200000000000001,0.004,23
2164,0.14,0.3,0.11800000000000001,0.004,33
2165,0.15,0.32,0.0,0.0,83
2166,0.15,0.32,0.065,0.004,03
2167,0.15,0.32,0.075,0.004,13
2168,0.15,0.32,0.108,0.004,23
2169,0.15,0.32,0.128,0.004,33
2170,0.16,0.34,0.0,0.0,83
2171,0.16,0.34,0.068,0.004,03
2172,0.16,0.34,0.079,0.004,13
2173,0.16,0.34,0.114,0.004,23
2174,0.16,0.34,0.136,0.004,33
2175,0.17,0.36,0.0,0.0,83
2176,0.17,0.36,0.07200000000000001,0.004,03
2177,0.17,0.36,0.084,0.004,13
2178,0.17,0.36,0.12,0.004,23
2179,0.17,0.36,0.14,0.004,33
2180,0.18,0.38,0.0,0.0,83
2181,0.18,0.38,0.075,0.004,03
2182,0.18,0.38,0.088,0.004,13
2183,0.18,0.38,0.126,0.004,23
2184,0.18,0.38,0.15,0.004,33
2185,0.19,0.4,0.0,0.0,83
2186,0.19,0.4,0.078,0.005,03
2187,0.19,0.4,0.092,0.005,13
2188,0.19,0.4,0.132,0.005,23
2189,0.19,0.4,0.155,0.005,33
2190,0.2,0.42,0.0,0.0,83
2191,0.2,0.42,0.08,0.005,03
2192,0.2,0.42,0.097,0.005,13
2193,0.2,0.42,0.138,0.005,23
2194,0.2,0.42,0.165,0.005,33
2195,0.22,0.46,0.0,0.0,83
2196,0.22,0.46,0.088,0.005,03
2197,0.22,0.46,0.106,0.005,13
2198,0.22,0.46,0.145,0.005,23
2199,0.22,0.46,0.18,0.005,33
2200,0.24,0.5,0.0,0.0,83
2201,0.24,0.5,0.095,0.005,03
2202,0.24,0.5,0.114,0.005,13
2203,0.24,0.5,0.155,0.005,23
2204,0.24,0.5,0.195,0.005,33
2205,0.26,0.54,0.0,0.0,83
2206,0.26,0.54,0.10200000000000001,0.006,03
2207,0.26,0.54,0.123,0.006,13
2208,0.26,0.54,0.165,0.006,23
2209,0.26,0.54,0.20600000000000002,0.006,33
2210,0.28,0.58,0.0,0.0,83
2211,0.28,0.58,0.108,0.006,03
2212,0.28,0.58,0.132,0.006,13
2213,0.28,0.58,0.17500000000000002,0.006,23
2214,0.28,0.58,0.224,0.006,33
2215,0.3,0.62,0.0,0.0,83
2216,0.3,0.62,0.109,0.0075,03
2217,0.3,0.62,0.14,0.0075,13
2218,0.3,0.62,0.185,0.0075,23
2219,0.3,0.62,0.23600000000000002,0.0075,33
2220,0.32,0.67,0.0,0.0,83
2221,0.32,0.67,0.112,0.0075,03
2222,0.32,0.67,0.155,0.0075,13
2223,0.32,0.67,0.2,0.0075,23
2224,0.32,0.67,0.258,0.0075,33
2225,0.34,0.71,0.0,0.0,83
2226,0.34,0.71,0.11800000000000001,0.0075,03
2227,0.34,0.71,0.165,0.0075,13
2228,0.34,0.71,0.212,0.0075,23
2229,0.34,0.71,0.272,0.0075,33
2230,0.36,0.75,0.0,0.0,83
2231,0.36,0.75,0.125,0.0075,03
2232,0.36,0.75,0.17,0.0075,13
2233,0.36,0.75,0.224,0.0075,23
2234,0.36,0.75,0.29,0.0075,33
2235,0.38,0.78,0.0,0.0,83
2236,0.38,0.78,0.128,0.0075,03
2237,0.38,0.78,0.17500000000000002,0.0075,13
2238,0.38,0.78,0.23,0.0075,23
2239,0.38,0.78,0.3,0.0075,33
2240,0.4,0.8200000000000001,0.0,0.0,83
2241,0.4,0.8200000000000001,0.136,0.0075,03
2242,0.4,0.8200000000000001,0.185,0.0075,13
2243,0.4,0.8200000000000001,0.243,0.0075,23
2244,0.4,0.8200000000000001,0.308,0.0075,33
2245,0.42,0.85,0.0,0.0,83
2246,0.42,0.85,0.136,0.0095,03
2247,0.42,0.85,0.19,0.0095,13
2248,0.42,0.85,0.25,0.0095,23
2249,0.42,0.85,0.315,0.0095,33
2250,0.44,0.9,0.0,0.0,83
2251,0.44,0.9,0.145,0.0095,03
2252,0.44,0.9,0.2,0.0095,13
2253,0.44,0.9,0.265,0.0095,23
2254,0.44,0.9,0.34500000000000003,0.0095,33
2255,0.46,0.9500000000000001,0.0,0.0,83
2256,0.46,0.9500000000000001,0.155,0.0095,03
2257,0.46,0.9500000000000001,0.212,0.0095,13
2258,0.46,0.9500000000000001,0.28,0.0095,23
2259,0.46,0.9500000000000001,0.365,0.0095,33
2260,0.48,0.98,0.0,0.0,83
2261,0.48,0.98,0.16,0.0095,03
2262,0.48,0.98,0.218,0.0095,13
2263,0.48,0.98,0.29,0.0095,23
2264,0.48,0.98,0.375,0.0095,33
2265,0.5,1.03,0.0,0.0,83
2266,0.5,1.03,0.17,0.012,03
2267,0.5,1.03,0.23,0.012,13
2268,0.5,1.03,0.3,0.012,23
2269,0.5,1.03,0.388,0.012,33
2270,0.53,1.09,0.0,0.0,83
2271,0.53,1.09,0.18,0.012,03
2272,0.53,1.09,0.243,0.012,13
2273,0.53,1.09,0.325,0.012,23
2274,0.53,1.09,0.41200000000000003,0.012,33
2275,0.56,1.1500000000000001,0.0,0.0,83
2276,0.56,1.1500000000000001,0.19,0.012,03
2277,0.56,1.1500000000000001,0.258,0.012,13
2278,0.56,1.1500000000000001,0.335,0.012,23
2279,0.56,1.1500000000000001,0.438,0.012,33
2280,0.6,1.22,0.0,0.0,83
2281,0.6,1.22,0.2,0.015,03
2282,0.6,1.22,0.272,0.015,13
2283,0.6,1.22,0.355,0.015,23
2284,0.6,1.22,0.462,0.015,33
2285,0.63,1.28,0.0,0.0,83
2286,0.63,1.28,0.20600000000000002,0.015,03
2287,0.63,1.28,0.28,0.015,13
2288,0.63,1.28,0.375,0.015,23
2289,0.63,1.28,0.488,0.015,33
2290,0.67,1.36,0.0,0.0,83
2291,0.67,1.36,0.218,0.015,03
2292,0.67,1.36,0.3,0.015,13
2293,0.67,1.36,0.4,0.015,23
2294,0.67,1.36,0.515,0.015,33
2295,0.71,1.42,0.0,0.0,83
2296,0.71,1.42,0.224,0.015,03
2297,0.71,1.42,0.308,0.015,13
2298,0.71,1.42,0.41200000000000003,0.015,23
2299,0.71,1.42,0.53,0.015,33
2300,0.75,1.5,0.0,0.0,83
2301,0.75,1.5,0.23600000000000002,0.015,03
2302,0.75,1.5,0.325,0.015,13
2303,0.75,1.5,0.438,0.015,23
2304,0.75,1.5,0.56,0.015,33
2305,0.8,1.6,0.0,0.0,83
2306,0.8,1.6,0.258,0.015,03
2307,0.8,1.6,0.355,0.015,13
2308,0.8,1.6,0.462,0.015,23
2309,0.8,1.6,0.6,0.015,33
2310,0.85,1.7,0.0,0.0,83
2311,0.85,1.7,0.272,0.019,03
2312,0.85,1.7,0.375,0.019,13
2313,0.85,1.7,0.488,0.019,23
2314,0.85,1.7,0.63,0.019,33
2315,0.9,1.78,0.0,0.0,83
2316,0.9,1.78,0.28,0.019,03
2317,0.9,1.78,0.388,0.019,13
2318,0.9,1.78,0.5,0.019,23
2319,0.9,1.78,0.65,0.019,33
2320,0.9500000000000001,1.85,0.0,0.0,83
2321,0.9500000000000001,1.85,0.29,0.019,03
2322,0.9500000000000001,1.85,0.4,0.019,13
2323,0.9500000000000001,1.85,0.515,0.019,23
2324,0.9500000000000001,1.85,0.67,0.019,33
2325,1.0,1.95,0.0,0.0,83
2326,1.0,1.95,0.3,0.019,03
2327,1.0,1.95,0.41200000000000003,0.019,13
2328,1.0,1.95,0.545,0.019,23
2329,1.0,1.95,0.71,0.019,33
2330,1.06,2.07,0.0,0.0,83
2331,1.06,2.07,0.325,0.019,03
2332,1.06,2.07,0.45,0.019,13
2333,1.06,2.07,0.58,0.019,23
2334,1.06,2.07,0.75,0.019,33
2335,1.12,2.19,0.0,0.0,83
2336,1.12,2.19,0.34500000000000003,0.019,03
2337,1.12,2.19,0.47500000000000003,0.019,13
2338,1.12,2.19,0.615,0.019,23
2339,1.12,2.19,0.8,0.019,33
2340,1.18,2.3000000000000003,0.0,0.0,83
2341,1.18,2.3000000000000003,0.355,0.019,03
2342,1.18,2.3000000000000003,0.487,0.019,13
2343,1.18,2.3000000000000003,0.65,0.019,23
2344,1.18,2.3000000000000003,0.85,0.019,33
2345,1.25,2.43,0.0,0.0,83
2346,1.25,2.43,0.375,0.019,03
2347,1.25,2.43,0.515,0.019,13
2348,1.25,2.43,0.67,0.019,23
2349,1.25,2.43,0.875,0.019,33
2350,1.32,2.56,0.0,0.0,83
2351,1.32,2.56,0.4,0.019,03
2352,1.32,2.56,0.545,0.019,13
2353,1.32,2.56,0.71,0.019,23
2354,1.32,2.56,0.925,0.019,33
2355,1.4000000000000001,2.7,0.0,0.0,83
2356,1.4000000000000001,2.7,0.41200000000000003,0.019,03
2357,1.4000000000000001,2.7,0.58,0.019,13
