,d,D,B,rsmin,serie
1140,1.0,1.58,0.0,0.012,61
1141,1.06,1.6600000000000001,0.19,0.012,01
1142,1.06,1.6600000000000001,0.265,0.015,11
1143,1.06,1.6600000000000001,0.34500000000000003,0.015,21
1144,1.06,1.6600000000000001,0.47500000000000003,0.015,31
1145,1.06,1.6600000000000001,0.6,0.015,41
1146,1.06,1.6600000000000001,0.8,0.015,51
1147,1.06,1.6600000000000001,0.0,0.015,61
1148,1.12,1.75,0.2,0.012,01
1149,1.12,1.75,0.28,0.015,11
1150,1.12,1.75,0.365,0.015,21
1151,1.12,1.75,0.47500000000000003,0.015,31
1152,1.12,1.75,0.63,0.015,41
1153,1.12,1.75,0.0,0.015,51
1154,1.12,1.75,0.0,0.015,61
1155,1.18,1.85,0.212,0.012,01
1156,1.18,1.85,0.29,0.015,11
1157,1.18,1.85,0.388,0.015,21
1158,1.18,1.85,0.5,0.015,31
1159,1.18,1.85,0.67,0.015,41
1160,1.18,1.85,0.0,0.015,51
1161,1.18,1.85,0.0,0.015,61
1162,1.25,1.95,0.224,0.015,01
1163,1.25,1.95,0.308,0.015,11
1164,1.25,1.95,0.4,0.015,21
1165,1.25,1.95,0.53,0.015,31
1166,1.25,1.95,0.71,0.015,41
1167,1.25,1.95,0.0,0.015,51
1168,1.25,1.95,0.0,0.015,61
1169,1.32,2.06,0.23600000000000002,0.015,01
1170,1.32,2.06,0.325,0.015,11
1171,1.32,2.06,0.425,0.015,21
1172,1.32,2.06,0.56,0.015,31
1173,1.32,2.06,0.75,0.015,41
1174,1.32,2.06,0.0,0.015,51
1175,1.32,2.06,0.0,0.015,61
1176,1.4000000000000001,2.18,0.25,0.015,01
1177,1.4000000000000001,2.18,0.34500000000000003,0.019,11
1178,1.4000000000000001,2.18,0.45,0.019,21
1179,1.4000000000000001,2.18,0.58,0.019,31
1180,1.4000000000000001,2.18,0.775,0.019,41
1181,1.4000000000000001,2.18,0.0,0.019,51
1182,1.4000000000000001,2.18,0.0,0.019,61
1183,1.5,2.3000000000000003,0.258,0.015,01
1184,1.5,2.3000000000000003,0.355,0.019,11
1185,1.5,2.3000000000000003,0.462,0.019,21
1186,1.5,2.3000000000000003,0.6,0.019,31
1187,1.5,2.3000000000000003,0.8,0.019,41
1188,1.5,2.3000000000000003,0.0,0.019,51
1189,1.5,2.3000000000000003,0.0,0.019,61
1190,1.6,2.46,0.272,0.019,01
1191,1.6,2.46,0.375,0.019,11
1192,1.6,2.46,0.5,0.019,21
1193,1.6,2.46,0.65,0.019,31
1194,1.6,2.46,0.85,0.019,41
1195,1.6,2.46,0.0,0.019,51
1196,1.6,2.46,0.0,0.019,61
1197,1.7,2.6,0.29,0.019,01
1198,1.7,2.6,0.4,0.019,11
1199,1.7,2.6,0.515,0.019,21
1200,1.7,2.6,0.67,0.019,31
1201,1.7,2.6,0.9,0.019,41
1202,1.7,2.6,0.0,0.019,51
1203,1.7,2.6,0.0,0.019,61
1204,1.8,2.75,0.307,0.019,01
1205,1.8,2.75,0.41200000000000003,0.019,11
1206,1.8,2.75,0.545,0.019,21
1207,1.8,2.75,0.71,0.019,31
1208,1.8,2.75,0.9500000000000001,0.019,41
1209,1.8,2.75,0.0,0.019,51
1210,1.8,2.75,0.0,0.019,61
1211,1.9000000000000001,2.9,0.325,0.019,01
1212,1.9000000000000001,2.9,0.437,0.019,11
1213,1.9000000000000001,2.9,0.58,0.019,21
1214,1.9000000000000001,2.9,0.75,0.019,31
1215,1.9000000000000001,2.9,1.0,0.019,41
1216,1.9000000000000001,2.9,0.0,0.019,51
1217,1.9000000000000001,2.9,0.0,0.019,61
1218,2.0,3.0500000000000003,0.335,0.019,01
1219,2.0,3.0500000000000003,0.462,0.019,11
1220,2.0,3.0500000000000003,0.6,0.019,21
1221,2.0,3.0500000000000003,0.8,0.019,31
1222,2.0,3.0500000000000003,1.06,0.019,41
1223,2.0,3.0500000000000003,0.0,0.019,51
1224,2.0,3.0500000000000003,0.0,0.019,61
1225,2.12,3.22,0.355,0.019,01
1226,2.12,3.22,0.487,0.019,11
1227,2.12,3.22,0.63,0.019,21
1228,2.12,3.22,0.8250000000000001,0.019,31
1229,2.12,3.22,1.09,0.019,41
1230,2.12,3.22,0.0,0.019,51
1231,2.12,3.22,0.0,0.019,61
1232,2.24,3.4,0.375,0.019,01
1233,2.24,3.4,0.515,0.019,11
1234,2.24,3.4,0.67,0.019,21
1235,2.24,3.4,0.875,0.019,31
1236,2.24,3.4,1.1500000000000001,0.019,41
1237,2.24,3.4,0.0,0.019,51
1238,2.24,3.4,0.0,0.019,61
1239,2.36,3.58,0.387,0.019,01
1240,2.36,3.58,0.53,0.019,11
1241,2.36,3.58,0.71,0.019,21
1242,2.36,3.58,0.925,0.019,31
1243,2.36,3.58,1.22,0.019,41
1244,2.36,3.58,0.0,0.019,51
1245,2.36,3.58,0.0,0.019,61
1246,2.5,3.7800000000000002,0.41200000000000003,0.019,01
1247,2.5,3.7800000000000002,0.56,0.019,11
1248,2.5,3.7800000000000002,0.73,0.019,21
1249,2.5,3.7800000000000002,0.9500000000000001,0.019,31
1250,2.5,3.7800000000000002,1.28,0.019,41
1251,2.5,3.7800000000000002,0.0,0.019,51
1252,2.5,3.7800000000000002,0.0,0.019,61
1253,2.65,4.0,0.437,0.019,01
1254,2.65,4.0,0.6,0.019,11
1255,2.65,4.0,0.775,0.019,21
1256,2.65,4.0,1.0,0.019,31
1257,2.65,4.0,1.36,0.019,41
1258,2.65,4.0,0.0,0.019,51
1259,2.65,4.0,0.0,0.019,61
1260,2.8000000000000003,4.22,0.45,0.019,01
1261,2.8000000000000003,4.22,0.63,0.019,11
1262,2.8000000000000003,4.22,0.8250000000000001,0.019,21
1263,2.8000000000000003,4.22,1.06,0.019,31
1264,2.8000000000000003,4.22,1.4000000000000001,0.019,41
1265,2.8000000000000003,4.22,0.0,0.019,51
1266,2.8000000000000003,4.22,0.0,0.019,61
1267,3.0,4.51,0.487,0.019,01
1268,3.0,4.51,0.67,0.019,11
1269,3.0,4.51,0.875,0.019,21
1270,3.0,4.51,1.12,0.019,31
1271,3.0,4.51,1.5,0.019,41
1272,3.0,4.51,0.0,0.019,51
1273,3.0,4.51,0.0,0.019,61
1274,3.15,4.73,0.5,0.019,01
1275,3.15,4.73,0.6900000000000001,0.019,11
1276,3.15,4.73,0.9,0.019,21
1277,3.15,4.73,1.18,0.019,31
1278,3.15,4.73,1.6,0.019,41
1279,3.15,4.73,0.0,0.019,51
1280,3.15,4.73,0.0,0.019,61
1281,0.003,0.01,0.0025,0.0001,82
1282,0.003,0.01,0.004,0.00015,02
1283,0.003,0.01,0.0,0.00015,12
1284,0.003,0.01,0.0,0.00015,22
1285,0.003,0.01,0.005,0.00015,32
1286,0.003,0.01,0.0,0.00015,42
1287,0.003,0.01,0.0,0.00015,52
1288,0.003,0.01,0.0,0.00015,62
1289,0.004,0.013000000000000001,0.003,0.00015,82
1290,0.004,0.013000000000000001,0.005,0.0002,02
1291,0.004,0.013000000000000001,0.0,0.0002,12
1292,0.004,0.013000000000000001,0.0,0.0002,22
1293,0.004,0.013000000000000001,0.007,0.0002,32
1294,0.004,0.013000000000000001,0.0,0.0002,42
1295,0.004,0.013000000000000001,0.0,0.0002,52
1296,0.004,0.013000000000000001,0.0,0.0002,62
1297,0.005,0.016,0.0035,0.00015,82
1298,0.005,0.016,0.005,0.0003,02
1299,0.005,0.016,0.0,0.0003,12
1300,0.005,0.016,0.0,0.0003,22
1301,0.005,0.016,0.008,0.0003,32
1302,0.005,0.016,0.0,0.0003,42
1303,0.005,0.016,0.0,0.0003,52
1304,0.005,0.016,0.0,0.0003,62
1305,0.006,0.019,0.004,0.0002,82
1306,0.006,0.019,0.006,0.0003,02
1307,0.006,0.019,0.0,0.0003,12
1308,0.006,0.019,0.0,0.0003,22
1309,0.006,0.019,0.01,0.0003,32
1310,0.006,0.019,0.0,0.0003,42
1311,0.006,0.019,0.018000000000000002,0.0003,52
1312,0.006,0.019,0.023,0.0003,62
1313,0.007,0.022,0.005,0.0003,82
1314,0.007,0.022,0.007,0.0003,02
1315,0.007,0.022,0.0,0.0003,12
1316,0.007,0.022,0.0,0.0003,22
1317,0.007,0.022,0.011,0.0003,32
1318,0.007,0.022,0.0,0.0003,42
1319,0.007,0.022,0.02,0.0003,52
1320,0.007,0.022,0.027,0.0003,62
1321,0.008,0.024,0.005,0.0003,82
1322,0.008,0.024,0.008,0.0003,02
1323,0.008,0.024,0.0,0.0003,12
1324,0.008,0.024,0.0,0.0003,22
1325,0.008,0.024,0.012,0.0003,32
1326,0.008,0.024,0.0,0.0003,42
1327,0.008,0.024,0.021,0.0003,52
1328,0.008,0.024,0.029,0.0003,62
1329,0.009000000000000001,0.026000000000000002,0.006,0.0003,82
1330,0.009000000000000001,0.026000000000000002,0.008,0.0003,02
1331,0.009000000000000001,0.026000000000000002,0.0,0.0003,12
1332,0.009000000000000001,0.026000000000000002,0.0,0.0003,22
1333,0.009000000000000001,0.026000000000000002,0.013000000000000001,0.0003,32
1334,0.009000000000000001,0.026000000000000002,0.0,0.0003,42
1335,0.009000000000000001,0.026000000000000002,0.023,0.0003,52
1336,0.009000000000000001,0.026000000000000002,0.03,0.0003,62
1337,0.01,0.03,0.007,0.0003,82
1338,0.01,0.03,0.009000000000000001,0.0006,02
1339,0.01,0.03,0.0,0.0006,12
1340,0.01,0.03,0.014,0.0006,22
1341,0.01,0.03,0.0143,0.0006,32
1342,0.01,0.03,0.0,0.0006,42
1343,0.01,0.03,0.027,0.0006,52
1344,0.01,0.03,0.036000000000000004,0.0006,62
1345,0.012,0.032,0.007,0.0003,82
1346,0.012,0.032,0.01,0.0006,02
1347,0.012,0.032,0.0,0.0006,12
1348,0.012,0.032,0.014,0.0006,22
1349,0.012,0.032,0.0159,0.0006,32
1350,0.012,0.032,0.0,0.0006,42
1351,0.012,0.032,0.027,0.0006,52
1352,0.012,0.032,0.036000000000000004,0.0006,62
1353,0.015,0.035,0.008,0.0003,82
1354,0.015,0.035,0.011,0.0006,02
1355,0.015,0.035,0.0,0.0006,12
1356,0.015,0.035,0.014,0.0006,22
1357,0.015,0.035,0.0159,0.0006,32
1358,0.015,0.035,0.02,0.0006,42
1359,0.015,0.035,0.027,0.0006,52
1360,0.015,0.035,0.036000000000000004,0.0006,62
1361,0.017,0.04,0.008,0.0003,82
1362,0.017,0.04,0.012,0.0006,02
1363,0.017,0.04,0.0,0.0006,12
1364,0.017,0.04,0.016,0.0006,22
1365,0.017,0.04,0.0175,0.0006,32
1366,0.017,0.04,0.022,0.0006,42
1367,0.017,0.04,0.03,0.0006,52
1368,0.017,0.04,0.04,0.0006,62
1369,0.02,0.047,0.009000000000000001,0.0003,82
1370,0.02,0.047,0.014,0.001,02
1371,0.02,0.047,0.0,0.001,12
1372,0.02,0.047,0.018000000000000002,0.001,22
1373,0.02,0.047,0.0206,0.001,32
1374,0.02,0.047,0.027,0.001,42
1375,0.02,0.047,0.036000000000000004,0.001,52
1376,0.02,0.047,0.048,0.001,62
1377,0.022,0.05,0.009000000000000001,0.0003,82
1378,0.022,0.05,0.014,0.001,02
1379,0.022,0.05,0.0,0.001,12
1380,0.022,0.05,0.018000000000000002,0.001,22
1381,0.022,0.05,0.0206,0.001,32
1382,0.022,0.05,0.027,0.001,42
1383,0.022,0.05,0.036000000000000004,0.001,52
1384,0.022,0.05,0.048,0.001,62
1385,0.025,0.052000000000000005,0.01,0.0003,82
1386,0.025,0.052000000000000005,0.015,0.001,02
1387,0.025,0.052000000000000005,0.0,0.001,12
1388,0.025,0.052000000000000005,0.018000000000000002,0.001,22
1389,0.025,0.052000000000000005,0.0206,0.001,32
1390,0.025,0.052000000000000005,0.027,0.001,42
1391,0.025,0.052000000000000005,0.036000000000000004,0.001,52
1392,0.025,0.052000000000000005,0.048,0.001,62
1393,0.028,0.058,0.01,0.0006,82
1394,0.028,0.058,0.016,0.001,02
1395,0.028,0.058,0.0,0.001,12
1396,0.028,0.058,0.019,0.001,22
1397,0.028,0.058,0.023,0.001,32
1398,0.028,0.058,0.03,0.001,42
1399,0.028,0.058,0.04,0.001,52
1400,0.028,0.058,0.054,0.001,62
1401,0.03,0.062,0.01,0.0006,82
1402,0.03,0.062,0.016,0.001,02
1403,0.03,0.062,0.0,0.001,12
1404,0.03,0.062,0.02,0.001,22
1405,0.03,0.062,0.0238,0.001,32
1406,0.03,0.062,0.032,0.001,42
1407,0.03,0.062,0.043000000000000003,0.001,52
1408,0.03,0.062,0.058,0.001,62
1409,0.032,0.065,0.011,0.0006,82
1410,0.032,0.065,0.017,0.001,02
1411,0.032,0.065,0.0,0.001,12
1412,0.032,0.065,0.021,0.001,22
1413,0.032,0.065,0.025,0.001,32
1414,0.032,0.065,0.033,0.001,42
1415,0.032,0.065,0.043000000000000003,0.001,52
1416,0.032,0.065,0.06,0.001,62
1417,0.035,0.07200000000000001,0.012,0.0006,82
1418,0.035,0.07200000000000001,0.017,0.0011,02
1419,0.035,0.07200000000000001,0.0,0.0011,12
1420,0.035,0.07200000000000001,0.023,0.0011,22
1421,0.035,0.07200000000000001,0.027,0.0011,32
1422,0.035,0.07200000000000001,0.037,0.0011,42
1423,0.035,0.07200000000000001,0.05,0.0011,52
1424,0.035,0.07200000000000001,0.067,0.0011,62
1425,0.04,0.08,0.013000000000000001,0.0006,82
1426,0.04,0.08,0.018000000000000002,0.0011,02
1427,0.04,0.08,0.0,0.0011,12
1428,0.04,0.08,0.023,0.0011,22
1429,0.04,0.08,0.0302,0.0011,32
1430,0.04,0.08,0.04,0.0011,42
1431,0.04,0.08,0.054,0.0011,52
1432,0.04,0.08,0.07100000000000001,0.0011,62
1433,0.045,0.085,0.013000000000000001,0.0006,82
1434,0.045,0.085,0.019,0.0011,02
1435,0.045,0.085,0.0,0.0011,12
1436,0.045,0.085,0.023,0.0011,22
1437,0.045,0.085,0.0302,0.0011,32
1438,0.045,0.085,0.04,0.0011,42
1439,0.045,0.085,0.054,0.0011,52
1440,0.045,0.085,0.07100000000000001,0.0011,62
1441,0.05,0.09,0.013000000000000001,0.0006,82
1442,0.05,0.09,0.02,0.0011,02
1443,0.05,0.09,0.0,0.0011,12
1444,0.05,0.09,0.023,0.0011,22
1445,0.05,0.09,0.0302,0.0011,32
1446,0.05,0.09,0.04,0.0011,42
1447,0.05,0.09,0.054,0.0011,52
1448,0.05,0.09,0.07100000000000001,0.0011,62
1449,0.055,0.1,0.014,0.0006,82
1450,0.055,0.1,0.021,0.0015,02
1451,0.055,0.1,0.0,0.0015,12
1452,0.055,0.1,0.025,0.0015,22
1453,0.055,0.1,0.033299999999999996,0.0015,32
1454,0.055,0.1,0.045,0.0015,42
1455,0.055,0.1,0.06,0.0015,52
1456,0.055,0.1,0.08,0.0015,62
1457,0.06,0.11,0.016,0.001,82
1458,0.06,0.11,0.022,0.0015,02
1459,0.06,0.11,0.0,0.0015,12
1460,0.06,0.11,0.028,0.0015,22
1461,0.06,0.11,0.0365,0.0015,32
1462,0.06,0.11,0.05,0.0015,42
1463,0.06,0.11,0.067,0.0015,52
1464,0.06,0.11,0.09,0.0015,62
1465,0.065,0.12,0.018000000000000002,0.001,82
1466,0.065,0.12,0.023,0.0015,02
1467,0.065,0.12,0.0,0.0015,12
1468,0.065,0.12,0.031,0.0015,22
1469,0.065,0.12,0.0381,0.0015,32
1470,0.065,0.12,0.056,0.0015,42
1471,0.065,0.12,0.075,0.0015,52
1472,0.065,0.12,0.1,0.0015,62
1473,0.07,0.125,0.018000000000000002,0.001,82
1474,0.07,0.125,0.024,0.0015,02
1475,0.07,0.125,0.0,0.0015,12
1476,0.07,0.125,0.031,0.0015,22
1477,0.07,0.125,0.039700000000000006,0.0015,32
1478,0.07,0.125,0.056,0.0015,42
1479,0.07,0.125,0.075,0.0015,52
1480,0.07,0.125,0.1,0.0015,62
1481,0.075,0.13,0.018000000000000002,0.001,82
1482,0.075,0.13,0.025,0.0015,02
1483,0.075,0.13,0.0,0.0015,12
1484,0.075,0.13,0.031,0.0015,22
1485,0.075,0.13,0.041299999999999996,0.0015,32
1486,0.075,0.13,0.056,0.0015,42
1487,0.075,0.13,0.075,0.0015,52
1488,0.075,0.13,0.1,0.0015,62
1489,0.08,0.14,0.019,0.001,82
1490,0.08,0.14,0.026000000000000002,0.002,02
1491,0.08,0.14,0.0,0.002,12
1492,0.08,0.14,0.033,0.002,22
1493,0.08,0.14,0.0444,0.002,32
1494,0.08,0.14,0.06,0.002,42
1495,0.08,0.14,0.08,0.002,52
1496,0.08,0.14,0.109,0.002,62
1497,0.085,0.15,0.021,0.0011,82
1498,0.085,0.15,0.028,0.002,02
1499,0.085,0.15,0.0,0.002,12
1500,0.085,0.15,0.036000000000000004,0.002,22
1501,0.085,0.15,0.0492,0.002,32
1502,0.085,0.15,0.065,0.002,42
1503,0.085,0.15,0.088,0.002,52
1504,0.085,0.15,0.11800000000000001,0.002,62
1505,0.09,0.16,0.022,0.0011,82
1506,0.09,0.16,0.03,0.002,02
1507,0.09,0.16,0.0,0.002,12
1508,0.09,0.16,0.04,0.002,22
1509,0.09,0.16,0.0524,0.002,32
1510,0.09,0.16,0.069,0.002,42
1511,0.09,0.16,0.095,0.002,52
1512,0.09,0.16,0.125,0.002,62
1513,0.095,0.17,0.024,0.0011,82
1514,0.095,0.17,0.032,0.0021000000000000003,02
1515,0.095,0.17,0.0,0.0021000000000000003,12
1516,0.095,0.17,0.043000000000000003,0.0021000000000000003,22
1517,0.095,0.17,0.055600000000000004,0.0021000000000000003,32
1518,0.095,0.17,0.075,0.0021000000000000003,42
1519,0.095,0.17,0.1,0.0021000000000000003,52
1520,0.095,0.17,0.136,0.0021000000000000003,62
1521,0.1,0.18,0.025,0.0015,82
1522,0.1,0.18,0.034,0.0021000000000000003,02
1523,0.1,0.18,0.0,0.0021000000000000003,12
1524,0.1,0.18,0.046,0.0021000000000000003,22
1525,0.1,0.18,0.0603,0.0021000000000000003,32
1526,0.1,0.18,0.08,0.0021000000000000003,42
1527,0.1,0.18,0.109,0.0021000000000000003,52
1528,0.1,0.18,0.145,0.0021000000000000003,62
1529,0.105,0.19,0.027,0.0015,82
1530,0.105,0.19,0.036000000000000004,0.0021000000000000003,02
1531,0.105,0.19,0.0,0.0021000000000000003,12
1532,0.105,0.19,0.05,0.0021000000000000003,22
1533,0.105,0.19,0.06509999999999999,0.0021000000000000003,32
1534,0.105,0.19,0.085,0.0021000000000000003,42
1535,0.105,0.19,0.115,0.0021000000000000003,52
1536,0.105,0.19,0.155,0.0021000000000000003,62
1537,0.11,0.2,0.028,0.0015,82
1538,0.11,0.2,0.038,0.0021000000000000003,02
1539,0.11,0.2,0.0,0.0021000000000000003,12
1540,0.11,0.2,0.053,0.0021000000000000003,22
1541,0.11,0.2,0.0698,0.0021000000000000003,32
1542,0.11,0.2,0.09,0.0021000000000000003,42
1543,0.11,0.2,0.122,0.0021000000000000003,52
1544,0.11,0.2,0.16,0.0021000000000000003,62
1545,0.12,0.215,0.0,0.0,82
1546,0.12,0.215,0.04,0.0021000000000000003,02
1547,0.12,0.215,0.042,0.0021000000000000003,12
1548,0.12,0.215,0.058,0.0021000000000000003,22
1549,0.12,0.215,0.076,0.0021000000000000003,32
1550,0.12,0.215,0.095,0.0021000000000000003,42
1551,0.12,0.215,0.128,0.0021000000000000003,52
1552,0.12,0.215,0.17,0.0021000000000000003,62
1553,0.13,0.23,0.0,0.0,82
1554,0.13,0.23,0.04,0.003,02
1555,0.13,0.23,0.046,0.003,12
1556,0.13,0.23,0.064,0.003,22
1557,0.13,0.23,0.08,0.003,32
1558,0.13,0.23,0.1,0.003,42
1559,0.13,0.23,0.136,0.003,52
1560,0.13,0.23,0.18,0.003,62
1561,0.14,0.25,0.0,0.0,82
1562,0.14,0.25,0.042,0.003,02
1563,0.14,0.25,0.05,0.003,12
1564,0.14,0.25,0.068,0.003,22
1565,0.14,0.25,0.088,0.003,32
1566,0.14,0.25,0.109,0.003,42
1567,0.14,0.25,0.15,0.003,52
1568,0.14,0.25,0.2,0.003,62
1569,0.15,0.27,0.0,0.0,82
1570,0.15,0.27,0.045,0.003,02
1571,0.15,0.27,0.054,0.003,12
1572,0.15,0.27,0.073,0.003,22
1573,0.15,0.27,0.096,0.003,32
1574,0.15,0.27,0.11800000000000001,0.003,42
1575,0.15,0.27,0.16,0.003,52
1576,0.15,0.27,0.218,0.003,62
1577,0.16,0.29,0.0,0.0,82
1578,0.16,0.29,0.048,0.003,02
1579,0.16,0.29,0.058,0.003,12
1580,0.16,0.29,0.08,0.003,22
1581,0.16,0.29,0.10400000000000001,0.003,32
1582,0.16,0.29,0.128,0.003,42
1583,0.16,0.29,0.17500000000000002,0.003,52
1584,0.16,0.29,0.23600000000000002,0.003,62
1585,0.17,0.31,0.0,0.0,82
1586,0.17,0.31,0.052000000000000005,0.004,02
1587,0.17,0.31,0.062,0.004,12
1588,0.17,0.31,0.08600000000000001,0.004,22
1589,0.17,0.31,0.11,0.004,32
1590,0.17,0.31,0.14,0.004,42
1591,0.17,0.31,0.19,0.004,52
1592,0.17,0.31,0.25,0.004,62
1593,0.18,0.32,0.0,0.0,82
1594,0.18,0.32,0.052000000000000005,0.004,02
1595,0.18,0.32,0.062,0.004,12
1596,0.18,0.32,0.08600000000000001,0.004,22
1597,0.18,0.32,0.112,0.004,32
1598,0.18,0.32,0.14,0.004,42
1599,0.18,0.32,0.19,0.004,52
1600,0.18,0.32,0.25,0.004,62
1601,0.19,0.34,0.0,0.0,82
1602,0.19,0.34,0.055,0.004,02
1603,0.19,0.34,0.065,0.004,12
1604,0.19,0.34,0.092,0.004,22
1605,0.19,0.34,0.12,0.004,32
1606,0.19,0.34,0.15,0.004,42
1607,0.19,0.34,0.2,0.004,52
1608,0.19,0.34,0.272,0.004,62
1609,0.2,0.36,0.0,0.0,82
1610,0.2,0.36,0.058,0.004,02
1611,0.2,0.36,0.07,0.004,12
1612,0.2,0.36,0.098,0.004,22
1613,0.2,0.36,0.128,0.004,32
1614,0.2,0.36,0.16,0.004,42
1615,0.2,0.36,0.218,0.004,52
1616,0.2,0.36,0.29,0.004,62
1617,0.22,0.4,0.0,0.0,82
1618,0.22,0.4,0.065,0.004,02
1619,0.22,0.4,0.078,0.004,12
1620,0.22,0.4,0.108,0.004,22
1621,0.22,0.4,0.14400000000000002,0.004,32
1622,0.22,0.4,0.18,0.004,42
1623,0.22,0.4,0.243,0.004,52
1624,0.22,0.4,0.325,0.004,62
1625,0.24,0.44,0.0,0.0,82
1626,0.24,0.44,0.07200000000000001,0.004,02
1627,0.24,0.44,0.085,0.004,12
1628,0.24,0.44,0.12,0.004,22
1629,0.24,0.44,0.16,0.004,32
1630,0.24,0.44,0.2,0.004,42
1631,0.24,0.44,0.272,0.004,52
1632,0.24,0.44,0.355,0.004,62
1633,0.26,0.48,0.0,0.0,82
1634,0.26,0.48,0.08,0.005,02
1635,0.26,0.48,0.09,0.005,12
1636,0.26,0.48,0.13,0.005,22
1637,0.26,0.48,0.17400000000000002,0.005,32
1638,0.26,0.48,0.218,0.005,42
1639,0.26,0.48,0.3,0.005,52
1640,0.26,0.48,0.4,0.005,62
1641,0.28,0.5,0.0,0.0,82
1642,0.28,0.5,0.08,0.005,02
1643,0.28,0.5,0.09,0.005,12
1644,0.28,0.5,0.13,0.005,22
1645,0.28,0.5,0.176,0.005,32
1646,0.28,0.5,0.218,0.005,42
1647,0.28,0.5,0.3,0.005,52
1648,0.28,0.5,0.4,0.005,62
1649,0.3,0.54,0.0,0.0,82
1650,0.3,0.54,0.085,0.005,02
1651,0.3,0.54,0.098,0.005,12
1652,0.3,0.54,0.14,0.005,22
1653,0.3,0.54,0.192,0.005,32
1654,0.3,0.54,0.243,0.005,42
1655,0.3,0.54,0.325,0.005,52
1656,0.3,0.54,0.438,0.005,62
1657,0.32,0.58,0.0,0.0,82
1658,0.32,0.58,0.092,0.005,02
1659,0.32,0.58,0.105,0.005,12
1660,0.32,0.58,0.15,0.005,22
1661,0.32,0.58,0.20800000000000002,0.005,32
1662,0.32,0.58,0.258,0.005,42
1663,0.32,0.58,0.355,0.005,52
1664,0.32,0.58,0.462,0.005,62
1665,0.34,0.62,0.0,0.0,82
1666,0.34,0.62,0.092,0.006,02
1667,0.34,0.62,0.11800000000000001,0.006,12
1668,0.34,0.62,0.165,0.006,22
1669,0.34,0.62,0.224,0.006,32
1670,0.34,0.62,0.28,0.006,42
1671,0.34,0.62,0.375,0.006,52
1672,0.34,0.62,0.5,0.006,62
1673,0.36,0.65,0.0,0.0,82
1674,0.36,0.65,0.095,0.006,02
1675,0.36,0.65,0.122,0.006,12
1676,0.36,0.65,0.17,0.006,22
1677,0.36,0.65,0.232,0.006,32
1678,0.36,0.65,0.29,0.006,42
1679,0.36,0.65,0.388,0.006,52
1680,0.36,0.65,0.515,0.006,62
1681,0.38,0.68,0.0,0.0,82
1682,0.38,0.68,0.095,0.006,02
1683,0.38,0.68,0.132,0.006,12
1684,0.38,0.68,0.17500000000000002,0.006,22
1685,0.38,0.68,0.24,0.006,32
1686,0.38,0.68,0.3,0.006,42
1687,0.38,0.68,0.4,0.006,52
1688,0.38,0.68,0.545,0.006,62
1689,0.4,0.72,0.0,0.0,82
1690,0.4,0.72,0.10300000000000001,0.006,02
1691,0.4,0.72,0.14,0.006,12
1692,0.4,0.72,0.185,0.006,22
1693,0.4,0.72,0.256,0.006,32
1694,0.4,0.72,0.315,0.006,42
1695,0.4,0.72,0.438,0.006,52
1696,0.4,0.72,0.58,0.006,62
1697,0.42,0.76,0.0,0.0,82
1698,0.42,0.76,0.109,0.0075,02
1699,0.42,0.76,0.15,0.0075,12
1700,0.42,0.76,0.195,0.0075,22
1701,0.42,0.76,0.272,0.0075,32
1702,0.42,0.76,0.335,0.0075,42
1703,0.42,0.76,0.462,0.0075,52
1704,0.42,0.76,0.615,0.0075,62
1705,0.44,0.79,0.0,0.0,82
1706,0.44,0.79,0.112,0.0075,02
1707,0.44,0.79,0.155,0.0075,12
1708,0.44,0.79,0.2,0.0075,22
1709,0.44,0.79,0.28,0.0075,32
1710,0.44,0.79,0.34500000000000003,0.0075,42
1711,0.44,0.79,0.47500000000000003,0.0075,52
1712,0.44,0.79,0.63,0.0075,62
1713,0.46,0.8300000000000001,0.0,0.0,82
1714,0.46,0.8300000000000001,0.11800000000000001,0.0075,02
1715,0.46,0.8300000000000001,0.165,0.0075,12
1716,0.46,0.8300000000000001,0.212,0.0075,22
1717,0.46,0.8300000000000001,0.296,0.0075,32
1718,0.46,0.8300000000000001,0.365,0.0075,42
1719,0.46,0.8300000000000001,0.5,0.0075,52
1720,0.46,0.8300000000000001,0.67,0.0075,62
1721,0.48,0.87,0.0,0.0,82
1722,0.48,0.87,0.125,0.0075,02
1723,0.48,0.87,0.17,0.0075,12
1724,0.48,0.87,0.224,0.0075,22
1725,0.48,0.87,0.31,0.0075,32
1726,0.48,0.87,0.388,0.0075,42
1727,0.48,0.87,0.53,0.0075,52
1728,0.48,0.87,0.71,0.0075,62
1729,0.5,0.92,0.0,0.0,82
1730,0.5,0.92,0.136,0.0075,02
1731,0.5,0.92,0.185,0.0075,12
1732,0.5,0.92,0.243,0.0075,22
1733,0.5,0.92,0.336,0.0075,32
1734,0.5,0.92,0.41200000000000003,0.0075,42
1735,0.5,0.92,0.56,0.0075,52
1736,0.5,0.92,0.75,0.0075,62
1737,0.53,0.98,0.0,0.0,82
1738,0.53,0.98,0.145,0.0095,02
1739,0.53,0.98,0.2,0.0095,12
1740,0.53,0.98,0.258,0.0095,22
1741,0.53,0.98,0.355,0.0095,32
1742,0.53,0.98,0.45,0.0095,42
1743,0.53,0.98,0.6,0.0095,52
1744,0.53,0.98,0.0,0.0095,62
