,B,Bague_depaulement,C,C0,C2,D,D1,D3,Da_max,Da_min,Db_min,EF,Mass,Pu,Vmax,Vref,Y,b,b1,d,d1,da_max,da_min,db_min,e,h,kr,name,r12_min,r34_min,ra_max,rb_max,s_max
703,0.016,0,44000.0,36500.0,0.0,0.062,0.05195,0.0,0.0559,0.0,0.0,0.0375,0.2,4500.0,1466.0765716752367,1361.356816555577,0.6,0.0,0.0,0.03,0.0,0.0361,0.0343,0.039,0.2,0.0,0.15,NU_206_ECJ,0.001,0.0006,0.001,0.0006,0.0013000000000000002
704,0.016,HJ 206 EC,44000.0,36500.0,0.0,0.062,0.05195,0.0,0.0559,0.0,0.0,0.0375,0.2,4500.0,1466.0765716752367,1361.356816555577,0.6,0.0,0.0,0.03,0.0,0.0361,0.0343,0.0,0.2,0.0,0.0,NU_206_ECKP,0.001,0.0005,0.001,0.0,0.0013000000000000002
705,0.016,HJ 206 EC,44000.0,36500.0,0.0,0.062,0.052450000000000004,0.0,0.0559,0.0,0.0,0.0375,0.23,4500.0,2303.8346126325146,1361.356816555577,0.6,0.0,0.0,0.03,0.0,0.0361,0.0343,0.039,0.2,0.0,0.23,NU_206_ECML,0.001,0.0006,0.001,0.0006,0.0013000000000000002
706,0.016,HJ 206 EC,44000.0,36500.0,0.0,0.062,0.05195,0.0,0.0559,0.0,0.0,0.0375,0.2,4500.0,1466.0765716752367,1361.356816555577,0.6,0.0,0.0,0.03,0.0,0.0361,0.0343,0.039,0.2,0.0,0.15,NU_206_ECP,0.001,0.0006,0.001,0.0006,0.0013000000000000002
707,0.016,HJ 206 EC,44000.0,36500.0,0.0,0.062,0.05195,0.0,0.0559,0.0,0.0,0.0375,0.2,4500.0,1466.0765716752367,1361.356816555577,0.6,0.0,0.0,0.03,0.0,0.0361,0.0343,0.039,0.2,0.0,0.15,NU_206_ECPH,0.001,0.0006,0.001,0.0006,0.0013000000000000002
708,0.106,0,1940000.0,3600000.0,0.0,0.54,0.486,0.0,0.52,0.0,0.0,0.405,92.0,310000.0,167.55160819145564,115.19173063162575,0.4,0.0,0.0,0.36,0.0,0.399,0.38,0.41000000000000003,0.3,0.0,0.2,NU_2072_ECMA,0.005,0.0,0.004,0.0,0.0089
709,0.106,0,1760000.0,3350000.0,0.0,0.56,0.502,0.0,0.542,0.0,0.0,0.428,92.5,280000.0,167.55160819145564,104.71975511965977,0.4,0.0,0.0,0.38,0.0,0.422,0.398,0.43,0.3,0.0,0.2,NU_2076_ECMA,0.005,0.0,0.004,0.0,0.0089
710,0.017,HJ 207 EC,56000.0,48000.0,0.0,0.07200000000000001,0.060200000000000004,0.0,0.06509999999999999,0.0,0.0,0.044,0.3,6100.0,1256.6370614359173,1151.9173063162573,0.6,0.0,0.0,0.035,0.0,0.0422,0.039799999999999995,0.046,0.2,0.0,0.15,NU_207_ECJ,0.0011,0.0006,0.001,0.0006,0.0013000000000000002
711,0.017,HJ 207 EC,56000.0,48000.0,0.0,0.07200000000000001,0.060200000000000004,0.0,0.06509999999999999,0.0,0.0,0.044,0.34,6100.0,1256.6370614359173,1151.9173063162573,0.6,0.0,0.0,0.035,0.0,0.0422,0.039799999999999995,0.046,0.2,0.0,0.15,NU_207_ECM,0.0011,0.0006,0.001,0.0006,0.0013000000000000002
712,0.017,HJ 207 EC,56000.0,48000.0,0.0,0.07200000000000001,0.060700000000000004,0.0,0.06509999999999999,0.0,0.0,0.044,0.33,6100.0,1884.955592153876,1151.9173063162573,0.6,0.0,0.0,0.035,0.0,0.0422,0.039799999999999995,0.046,0.2,0.0,0.23,NU_207_ECML,0.0011,0.0006,0.001,0.0006,0.0013000000000000002
713,0.017,HJ 207 EC,56000.0,48000.0,0.0,0.07200000000000001,0.060200000000000004,0.0,0.06509999999999999,0.0,0.0,0.044,0.29,6100.0,1256.6370614359173,1151.9173063162573,0.6,0.0,0.0,0.035,0.0,0.0422,0.039799999999999995,0.046,0.2,0.0,0.15,NU_207_ECP,0.0011,0.0006,0.001,0.0006,0.0013000000000000002
714,0.017,HJ 207 EC,56000.0,48000.0,0.0,0.07200000000000001,0.060200000000000004,0.0,0.06509999999999999,0.0,0.0,0.044,0.3,6100.0,1256.6370614359173,1151.9173063162573,0.6,0.0,0.0,0.035,0.0,0.0422,0.039799999999999995,0.046,0.2,0.0,0.15,NU_207_ECPH,0.0011,0.0006,0.001,0.0006,0.0013000000000000002
715,0.11800000000000001,0,2200000.0,4550000.0,0.0,0.6,0.536,0.0,0.582,0.0,0.0,0.449,128.0,365000.0,146.60765716752366,99.48376736367679,0.0,0.0,0.0,0.4,0.0,0.446,0.418,0.454,0.3,0.0,0.14,NU_2080_ECMA,0.005,0.0,0.004,0.0,0.0099
716,0.11800000000000001,0,2330000.0,4250000.0,0.0,0.62,0.556,0.0,0.602,0.0,0.0,0.4645,130.0,340000.0,146.60765716752366,94.24777960769379,0.4,0.0,0.0,0.42,0.0,0.466,0.438,0.47400000000000003,0.3,0.0,0.2,NU_2084_ECMA,0.005,0.0,0.004,0.0,0.0099
717,0.122,0,2550000.0,4900000.0,0.0,0.65,0.577,0.0,0.627,0.0,0.0,0.487,145.0,390000.0,136.1356816555577,890.117918517108,0.0,0.0,0.0,0.44,0.0,0.483,0.463,0.492,0.3,0.0,0.14,NU_2088_ECMA,0.006,0.0,0.005,0.0,0.0119
718,0.018000000000000002,HJ 208 EC,62000.0,53000.0,0.0,0.08,0.0674,0.0,0.0728,0.0,0.0,0.0495,0.38,6700.0,1151.9173063162573,994.8376736367678,0.6,0.0,0.0,0.04,0.0,0.048,0.047,0.051000000000000004,0.2,0.0,0.15,NU_208_ECJ,0.0011,0.0011,0.001,0.001,0.0014
719,0.018000000000000002,HJ 208 EC,62000.0,53000.0,0.0,0.08,0.0674,0.0,0.0728,0.0,0.0,0.0495,0.36,6700.0,1151.9173063162573,994.8376736367678,0.6,0.0,0.0,0.04,0.0,0.048,0.047,0.0,0.2,0.0,0.0,NU_208_ECKP,0.0011,0.0006,0.001,0.0,0.0014
720,0.018000000000000002,HJ 208 EC,62000.0,53000.0,0.0,0.08,0.0674,0.0,0.0728,0.0,0.0,0.0495,0.44,6700.0,1151.9173063162573,994.8376736367678,0.6,0.0,0.0,0.04,0.0,0.048,0.047,0.051000000000000004,0.2,0.0,0.15,NU_208_ECM,0.0011,0.0011,0.001,0.001,0.0014
721,0.018000000000000002,HJ 208 EC,62000.0,53000.0,0.0,0.08,0.0679,0.0,0.0728,0.0,0.0,0.0495,0.42,6700.0,1675.5160819145563,994.8376736367678,0.6,0.0,0.0,0.04,0.0,0.048,0.047,0.051000000000000004,0.2,0.0,0.23,NU_208_ECML,0.0011,0.0011,0.001,0.001,0.0014
722,0.018000000000000002,HJ 208 EC,62000.0,53000.0,0.0,0.08,0.0674,0.0,0.0728,0.0,0.0,0.0495,0.37,6700.0,1151.9173063162573,994.8376736367678,0.6,0.0,0.0,0.04,0.0,0.048,0.047,0.051000000000000004,0.2,0.0,0.15,NU_208_ECP,0.0011,0.0011,0.001,0.001,0.0014
723,0.018000000000000002,HJ 208 EC,62000.0,53000.0,0.0,0.08,0.0674,0.0,0.0728,0.0,0.0,0.0495,0.37,6700.0,1151.9173063162573,994.8376736367678,0.6,0.0,0.0,0.04,0.0,0.048,0.047,0.051000000000000004,0.2,0.0,0.15,NU_208_ECPH,0.0011,0.0011,0.001,0.001,0.0014
724,0.128,0,2810000.0,5400000.0,0.0,0.68,0.609,0.0,0.657,0.0,0.0,0.513,171.0,415000.0,125.66370614359172,83.77580409572782,0.4,0.0,0.0,0.46,0.0,0.509,0.483,0.518,0.3,0.0,0.2,NU_2092_ECMA,0.006,0.0,0.005,0.0,0.0127
725,0.128,0,2860000.0,5600000.0,0.0,0.7000000000000001,0.629,0.0,0.677,0.0,0.0,0.533,179.0,430000.0,125.66370614359172,78.53981633974483,0.0,0.0,0.0,0.48,0.0,0.529,0.503,0.538,0.3,0.0,0.14,NU_2096_ECMA,0.006,0.0,0.005,0.0,0.0127
726,0.019,HJ 209 EC,69500.0,64000.0,0.0,0.085,0.0724,0.0,0.0776,0.0,0.0,0.0545,0.43,8150.0,994.8376736367678,942.477796076938,0.6,0.0,0.0,0.045,0.0,0.053,0.052000000000000005,0.056,0.2,0.0,0.15,NU_209_ECJ,0.0011,0.0011,0.001,0.001,0.0012
727,0.019,HJ 209 EC,69500.0,64000.0,0.0,0.085,0.0724,0.0,0.0776,0.0,0.0,0.0545,0.5,8150.0,994.8376736367678,942.477796076938,0.6,0.0,0.0,0.045,0.0,0.053,0.052000000000000005,0.056,0.2,0.0,0.15,NU_209_ECM,0.0011,0.0011,0.001,0.001,0.0012
728,0.019,HJ 209 EC,69500.0,64000.0,0.0,0.085,0.07295,0.0,0.0776,0.0,0.0,0.0545,0.48,8150.0,1570.7963267948967,942.477796076938,0.6,0.0,0.0,0.045,0.0,0.053,0.052000000000000005,0.056,0.2,0.0,0.23,NU_209_ECML,0.0011,0.0011,0.001,0.001,0.0012
729,0.019,HJ 209 EC,69500.0,64000.0,0.0,0.085,0.0724,0.0,0.0776,0.0,0.0,0.0545,0.42,8150.0,994.8376736367678,942.477796076938,0.6,0.0,0.0,0.045,0.0,0.053,0.052000000000000005,0.056,0.2,0.0,0.15,NU_209_ECP,0.0011,0.0011,0.001,0.001,0.0012
730,0.019,HJ 209 EC,69500.0,64000.0,0.0,0.085,0.0724,0.0,0.0776,0.0,0.0,0.0545,0.42,8150.0,994.8376736367678,942.477796076938,0.6,0.0,0.0,0.045,0.0,0.053,0.052000000000000005,0.056,0.2,0.0,0.15,NU_209_ECPH,0.0011,0.0011,0.001,0.001,0.0012
731,0.128,0,2920000.0,5850000.0,0.0,0.72,0.649,0.0,0.6970000000000001,0.0,0.0,0.553,180.0,440000.0,115.19173063162575,78.53981633974483,0.0,0.0,0.0,0.5,0.0,0.549,0.523,0.558,0.3,0.0,0.14,NU_20_500_ECMA,0.006,0.0,0.005,0.0,0.0127
732,0.145,0,3740000.0,7350000.0,0.0,0.78,0.704,0.0,0.757,0.0,0.0,0.591,253.0,550000.0,104.71975511965977,70.16223593017205,0.4,0.0,0.0,0.53,0.0,0.587,0.553,0.596,0.3,0.0,0.2,NU_20_530_ECMA,0.006,0.0,0.005,0.0,0.0068
733,0.15,0,3800000.0,7650000.0,0.0,0.8200000000000001,0.741,0.0,0.797,0.0,0.0,0.626,290.0,560000.0,104.71975511965977,65.97344572538566,0.0,0.0,0.0,0.56,0.0,0.616,0.583,0.631,0.3,0.0,0.14,NU_20_560_ECMA,0.006,0.0,0.005,0.0,0.0067
734,0.155,0,4180000.0,8000000.0,0.0,0.87,0.793,0.0,0.847,0.0,0.0,0.661,325.0,570000.0,94.24777960769379,62.83185307179586,0.0,0.0,0.0,0.6,0.0,0.652,0.623,0.667,0.3,0.0,0.14,NU_20_600_ECMA,0.006,0.0,0.005,0.0,0.0060999999999999995
735,0.17,0,4730000.0,9500000.0,0.0,0.92,0.8320000000000001,0.0,0.892,0.0,0.0,0.6990000000000001,400.0,670000.0,89.0117918517108,58.64306286700947,0.0,0.0,0.0,0.63,0.0,0.6900000000000001,0.658,0.705,0.3,0.0,0.14,NU_20_630_ECMA,0.0075,0.0,0.006,0.0,0.0087
736,0.18,0,5390000.0,11000000.0,0.0,0.98,0.89,0.0,0.9520000000000001,0.0,0.0,0.746,480.0,750000.0,83.77580409572782,52.35987755982988,0.4,0.0,0.0,0.67,0.0,0.736,0.6980000000000001,0.752,0.3,0.0,0.14,NU_20_670_ECMA_HB1,0.0075,0.0,0.006,0.0,0.007
737,0.185,0,5940000.0,12000000.0,0.0,1.03,0.9390000000000001,0.0,1.002,0.0,0.0,0.787,540.0,815000.0,73.30382858376183,50.26548245743668,0.0,0.0,0.0,0.71,0.0,0.78,0.738,0.793,0.3,0.0,0.14,NU_20_710_ECMA_HB1,0.0075,0.0,0.006,0.0,0.01
738,0.195,0,6270000.0,12700000.0,0.0,1.09,0.993,0.0,1.062,0.0,0.0,0.8320000000000001,644.0,850000.0,70.16223593017205,45.0294947014537,0.4,0.0,0.0,0.75,0.0,0.8230000000000001,0.778,0.838,0.3,0.0,0.2,NU_20_750_ECMA,0.0075,0.0,0.006,0.0,0.0128
739,0.2,0,7040000.0,14600000.0,0.0,1.1500000000000001,1.051,0.0,1.122,0.0,0.0,0.882,715.0,950000.0,65.97344572538566,41.88790204786391,0.0,0.0,0.0,0.8,0.0,0.868,0.8280000000000001,0.888,0.3,0.0,0.14,NU_20_800_ECMA,0.0075,0.0,0.006,0.0,0.002
740,0.212,0,8420000.0,18600000.0,0.0,1.22,1.11,0.0,1.19,0.0,0.0,0.9420000000000001,880.0,1200000.0,58.64306286700947,37.69911184307752,0.4,0.0,0.0,0.85,0.0,0.936,0.878,0.9560000000000001,0.3,0.0,0.17,NU_20_850_ECMA,0.0075,0.0,0.006,0.0,0.002
741,0.02,HJ 210 EC,73500.0,69500.0,0.0,0.09,0.07740000000000001,0.0,0.0824,0.0,0.0,0.059500000000000004,0.49,8800.0,942.477796076938,890.117918517108,0.6,0.0,0.0,0.05,0.0,0.0575,0.057,0.061,0.2,0.0,0.15,NU_210_ECJ,0.0011,0.0011,0.001,0.001,0.0015
742,0.02,HJ 210 EC,73500.0,69500.0,0.0,0.09,0.07740000000000001,0.0,0.0824,0.0,0.0,0.059500000000000004,0.47,8800.0,942.477796076938,890.117918517108,0.6,0.0,0.0,0.05,0.0,0.0575,0.057,0.0,0.2,0.0,0.0,NU_210_ECKP,0.0011,0.0006,0.001,0.0,0.0015
743,0.02,HJ 210 EC,73500.0,69500.0,0.0,0.09,0.07740000000000001,0.0,0.0824,0.0,0.0,0.059500000000000004,0.57,8800.0,942.477796076938,890.117918517108,0.6,0.0,0.0,0.05,0.0,0.0575,0.057,0.061,0.2,0.0,0.15,NU_210_ECM,0.0011,0.0011,0.001,0.001,0.0015
744,0.02,HJ 210 EC,73500.0,69500.0,0.0,0.09,0.07795,0.0,0.0824,0.0,0.0,0.059500000000000004,0.55,8800.0,1466.0765716752367,890.117918517108,0.6,0.0,0.0,0.05,0.0,0.0575,0.057,0.061,0.2,0.0,0.23,NU_210_ECML,0.0011,0.0011,0.001,0.001,0.0015
745,0.02,HJ 210 EC,73500.0,69500.0,0.0,0.09,0.07740000000000001,0.0,0.0824,0.0,0.0,0.059500000000000004,0.47,8800.0,942.477796076938,890.117918517108,0.6,0.0,0.0,0.05,0.0,0.0575,0.057,0.061,0.2,0.0,0.15,NU_210_ECP,0.0011,0.0011,0.001,0.001,0.0015
746,0.02,HJ 210 EC,73500.0,69500.0,0.0,0.09,0.07740000000000001,0.0,0.0824,0.0,0.0,0.059500000000000004,0.47,8800.0,942.477796076938,890.117918517108,0.6,0.0,0.0,0.05,0.0,0.0575,0.057,0.061,0.2,0.0,0.15,NU_210_ECPH,0.0011,0.0011,0.001,0.001,0.0015
747,0.021,HJ 211 EC,96500.0,95000.0,0.0,0.1,0.0856,0.0,0.09140000000000001,0.0,0.0,0.066,0.69,12200.0,837.7580409572781,785.3981633974483,0.6,0.0,0.0,0.055,0.0,0.064,0.062,0.068,0.2,0.0,0.15,NU_211_ECJ,0.0015,0.0011,0.0015,0.001,0.001
748,0.021,HJ 211 EC,96500.0,95000.0,0.0,0.1,0.0856,0.0,0.09140000000000001,0.0,0.0,0.066,0.77,12200.0,837.7580409572781,785.3981633974483,0.6,0.0,0.0,0.055,0.0,0.064,0.062,0.068,0.2,0.0,0.15,NU_211_ECM,0.0015,0.0011,0.0015,0.001,0.001
749,0.021,HJ 211 EC,96500.0,95000.0,0.0,0.1,0.08625000000000001,0.0,0.09140000000000001,0.0,0.0,0.066,0.72,12200.0,1361.356816555577,785.3981633974483,0.6,0.0,0.0,0.055,0.0,0.064,0.062,0.068,0.2,0.0,0.23,NU_211_ECML,0.0015,0.0011,0.0015,0.001,0.001
750,0.021,HJ 211 EC,96500.0,95000.0,0.0,0.1,0.0856,0.0,0.09140000000000001,0.0,0.0,0.066,0.66,12200.0,837.7580409572781,785.3981633974483,0.6,0.0,0.0,0.055,0.0,0.064,0.062,0.068,0.2,0.0,0.15,NU_211_ECP,0.0015,0.0011,0.0015,0.001,0.001
751,0.021,HJ 211 EC,96500.0,95000.0,0.0,0.1,0.0856,0.0,0.09140000000000001,0.0,0.0,0.066,0.66,12200.0,837.7580409572781,785.3981633974483,0.6,0.0,0.0,0.055,0.0,0.064,0.062,0.068,0.2,0.0,0.15,NU_211_ECPH,0.0015,0.0011,0.0015,0.001,0.001
752,0.022,HJ 212 EC,108000.0,102000.0,0.0,0.11,0.095,0.0,0.101,0.0,0.0,0.07200000000000001,0.83,13400.0,785.3981633974483,701.6223593017205,0.6,0.0,0.0,0.06,0.0,0.07,0.068,0.074,0.2,0.0,0.15,NU_212_ECJ,0.0015,0.0015,0.0015,0.0015,0.0014
753,0.022,HJ 212 EC,108000.0,102000.0,0.0,0.11,0.095,0.0,0.101,0.0,0.0,0.07200000000000001,0.93,13400.0,785.3981633974483,701.6223593017205,0.6,0.0,0.0,0.06,0.0,0.07,0.068,0.074,0.2,0.0,0.15,NU_212_ECM,0.0015,0.0015,0.0015,0.0015,0.0014
754,0.022,HJ 212 EC,108000.0,102000.0,0.0,0.11,0.09565000000000001,0.0,0.101,0.0,0.0,0.07200000000000001,0.91,13400.0,1151.9173063162573,701.6223593017205,0.6,0.0,0.0,0.06,0.0,0.07,0.068,0.074,0.2,0.0,0.23,NU_212_ECML,0.0015,0.0015,0.0015,0.0015,0.0014
755,0.022,HJ 212 EC,108000.0,102000.0,0.0,0.11,0.095,0.0,0.101,0.0,0.0,0.07200000000000001,0.8,13400.0,785.3981633974483,701.6223593017205,0.6,0.0,0.0,0.06,0.0,0.07,0.068,0.074,0.2,0.0,0.15,NU_212_ECP,0.0015,0.0015,0.0015,0.0015,0.0014
756,0.023,HJ 213 EC,122000.0,118000.0,0.0,0.12,0.1032,0.0,0.11059999999999999,0.0,0.0,0.0785,1.07,15600.0,701.6223593017205,659.7344572538566,0.6,0.0,0.0,0.065,0.0,0.076,0.074,0.081,0.2,0.0,0.15,NU_213_ECJ,0.0015,0.0015,0.0015,0.0015,0.0014
757,0.023,HJ 213 EC,122000.0,118000.0,0.0,0.12,0.1032,0.0,0.11059999999999999,0.0,0.0,0.0785,1.2,15600.0,701.6223593017205,659.7344572538566,0.6,0.0,0.0,0.065,0.0,0.076,0.074,0.081,0.2,0.0,0.15,NU_213_ECM,0.0015,0.0015,0.0015,0.0015,0.0014
758,0.023,HJ 213 EC,122000.0,118000.0,0.0,0.12,0.1039,0.0,0.11059999999999999,0.0,0.0,0.0785,1.15,15600.0,1047.1975511965977,659.7344572538566,0.6,0.0,0.0,0.065,0.0,0.076,0.074,0.081,0.2,0.0,0.23,NU_213_ECML,0.0015,0.0015,0.0015,0.0015,0.0014
759,0.023,HJ 213 EC,122000.0,118000.0,0.0,0.12,0.1032,0.0,0.11059999999999999,0.0,0.0,0.0785,1.01,15600.0,701.6223593017205,659.7344572538566,0.6,0.0,0.0,0.065,0.0,0.076,0.074,0.081,0.2,0.0,0.15,NU_213_ECP,0.0015,0.0015,0.0015,0.0015,0.0014
760,0.024,HJ 214 EC,137000.0,137000.0,0.0,0.125,0.1083,0.0,0.1154,0.0,0.0,0.0835,1.12,18000.0,659.7344572538566,628.3185307179587,0.6,0.0,0.0,0.07,0.0,0.081,0.079,0.08600000000000001,0.2,0.0,0.15,NU_214_ECJ,0.0015,0.0015,0.0015,0.0015,0.0012
761,0.024,HJ 214 EC,137000.0,137000.0,0.0,0.125,0.1083,0.0,0.1154,0.0,0.0,0.0835,1.32,18000.0,659.7344572538566,628.3185307179587,0.6,0.0,0.0,0.07,0.0,0.081,0.079,0.08600000000000001,0.2,0.0,0.15,NU_214_ECM,0.0015,0.0015,0.0015,0.0015,0.0012
762,0.024,HJ 214 EC,137000.0,137000.0,0.0,0.125,0.10890000000000001,0.0,0.1154,0.0,0.0,0.0835,1.26,18000.0,1047.1975511965977,628.3185307179587,0.6,0.0,0.0,0.07,0.0,0.081,0.079,0.08600000000000001,0.2,0.0,0.23,NU_214_ECML,0.0015,0.0015,0.0015,0.0015,0.0012
763,0.024,HJ 214 EC,137000.0,137000.0,0.0,0.125,0.1083,0.0,0.1154,0.0,0.0,0.0835,1.14,18000.0,659.7344572538566,628.3185307179587,0.6,0.0,0.0,0.07,0.0,0.081,0.079,0.08600000000000001,0.2,0.0,0.15,NU_214_ECP,0.0015,0.0015,0.0015,0.0015,0.0012
764,0.024,HJ 214 EC,137000.0,137000.0,0.0,0.125,0.1083,0.0,0.1154,0.0,0.0,0.0835,1.14,18000.0,659.7344572538566,628.3185307179587,0.6,0.0,0.0,0.07,0.0,0.081,0.079,0.08600000000000001,0.2,0.0,0.15,NU_214_ECPH,0.0015,0.0015,0.0015,0.0015,0.0012
765,0.025,HJ 215 EC,150000.0,156000.0,0.0,0.13,0.1133,0.0,0.1215,0.0,0.0,0.0885,1.25,20400.0,628.3185307179587,586.4306286700946,0.6,0.0,0.0,0.075,0.0,0.08600000000000001,0.084,0.091,0.2,0.0,0.15,NU_215_ECJ,0.0015,0.0015,0.0015,0.0015,0.0012
766,0.025,HJ 215 EC,150000.0,156000.0,0.0,0.13,0.1133,0.0,0.1215,0.0,0.0,0.0885,1.44,20400.0,628.3185307179587,586.4306286700946,0.6,0.0,0.0,0.075,0.0,0.08600000000000001,0.084,0.091,0.2,0.0,0.15,NU_215_ECM,0.0015,0.0015,0.0015,0.0015,0.0012
767,0.025,HJ 215 EC,150000.0,156000.0,0.0,0.13,0.1139,0.0,0.1215,0.0,0.0,0.0885,1.39,20400.0,994.8376736367678,586.4306286700946,0.6,0.0,0.0,0.075,0.0,0.08600000000000001,0.084,0.091,0.2,0.0,0.23,NU_215_ECML,0.0015,0.0015,0.0015,0.0015,0.0012
768,0.025,HJ 215 EC,150000.0,156000.0,0.0,0.13,0.1133,0.0,0.1215,0.0,0.0,0.0885,1.24,20400.0,628.3185307179587,586.4306286700946,0.6,0.0,0.0,0.075,0.0,0.08600000000000001,0.084,0.091,0.2,0.0,0.15,NU_215_ECP,0.0015,0.0015,0.0015,0.0015,0.0012
769,0.026000000000000002,HJ 216 EC,160000.0,166000.0,0.0,0.14,0.1217,0.0,0.12980000000000003,0.0,0.0,0.0953,1.55,21200.0,586.4306286700946,555.0147021341968,0.6,0.0,0.0,0.08,0.0,0.093,0.09,0.098,0.2,0.0,0.15,NU_216_ECJ,0.002,0.002,0.002,0.002,0.0014
770,0.026000000000000002,HJ 216 EC,160000.0,166000.0,0.0,0.14,0.1217,0.0,0.12980000000000003,0.0,0.0,0.0953,1.78,21200.0,586.4306286700946,555.0147021341968,0.6,0.0,0.0,0.08,0.0,0.093,0.09,0.098,0.2,0.0,0.15,NU_216_ECM,0.002,0.002,0.002,0.002,0.0014
771,0.026000000000000002,HJ 216 EC,160000.0,166000.0,0.0,0.14,0.12240000000000001,0.0,0.12980000000000003,0.0,0.0,0.0953,1.74,21200.0,890.117918517108,555.0147021341968,0.6,0.0,0.0,0.08,0.0,0.093,0.09,0.098,0.2,0.0,0.23,NU_216_ECML,0.002,0.002,0.002,0.002,0.0014
772,0.026000000000000002,HJ 216 EC,160000.0,166000.0,0.0,0.14,0.1217,0.0,0.12980000000000003,0.0,0.0,0.0953,1.53,21200.0,586.4306286700946,555.0147021341968,0.6,0.0,0.0,0.08,0.0,0.093,0.09,0.098,0.2,0.0,0.15,NU_216_ECP,0.002,0.002,0.002,0.002,0.0014
773,0.028,HJ 217 EC,190000.0,200000.0,0.0,0.15,0.13030000000000003,0.0,0.1385,0.0,0.0,0.1005,1.85,25000.0,555.0147021341968,502.6548245743669,0.6,0.0,0.0,0.085,0.0,0.098,0.096,0.10300000000000001,0.2,0.0,0.15,NU_217_ECJ,0.002,0.002,0.002,0.002,0.0015
774,0.028,HJ 217 EC,190000.0,200000.0,0.0,0.15,0.13030000000000003,0.0,0.1385,0.0,0.0,0.1005,2.16,25000.0,555.0147021341968,502.6548245743669,0.6,0.0,0.0,0.085,0.0,0.098,0.096,0.10300000000000001,0.2,0.0,0.15,NU_217_ECM,0.002,0.002,0.002,0.002,0.0015
775,0.028,HJ 217 EC,190000.0,200000.0,0.0,0.15,0.13105000000000003,0.0,0.1385,0.0,0.0,0.1005,2.08,25000.0,837.7580409572781,502.6548245743669,0.6,0.0,0.0,0.085,0.0,0.098,0.096,0.10300000000000001,0.2,0.0,0.23,NU_217_ECML,0.002,0.002,0.002,0.002,0.0015
776,0.028,HJ 217 EC,190000.0,200000.0,0.0,0.15,0.13030000000000003,0.0,0.1385,0.0,0.0,0.1005,1.89,25000.0,555.0147021341968,502.6548245743669,0.6,0.0,0.0,0.085,0.0,0.098,0.096,0.10300000000000001,0.2,0.0,0.15,NU_217_ECP,0.002,0.002,0.002,0.002,0.0015
777,0.03,HJ 218 EC,208000.0,220000.0,0.0,0.16,0.13845,0.0,0.149,0.0,0.0,0.107,2.31,27000.0,523.5987755982989,471.238898038469,0.6,0.0,0.0,0.09,0.0,0.10400000000000001,0.101,0.11,0.2,0.0,0.15,NU_218_ECJ,0.002,0.002,0.002,0.002,0.0018000000000000002
778,0.03,HJ 218 EC,208000.0,220000.0,0.0,0.16,0.13845,0.0,0.149,0.0,0.0,0.107,2.73,27000.0,523.5987755982989,471.238898038469,0.6,0.0,0.0,0.09,0.0,0.10400000000000001,0.101,0.11,0.2,0.0,0.15,NU_218_ECM,0.002,0.002,0.002,0.002,0.0018000000000000002
779,0.03,HJ 218 EC,208000.0,220000.0,0.0,0.16,0.13925,0.0,0.149,0.0,0.0,0.107,2.56,27000.0,785.3981633974483,471.238898038469,0.6,0.0,0.0,0.09,0.0,0.10400000000000001,0.101,0.11,0.2,0.0,0.23,NU_218_ECML,0.002,0.002,0.002,0.002,0.0018000000000000002
780,0.03,HJ 218 EC,208000.0,220000.0,0.0,0.16,0.13845,0.0,0.149,0.0,0.0,0.107,2.28,27000.0,523.5987755982989,471.238898038469,0.6,0.0,0.0,0.09,0.0,0.10400000000000001,0.101,0.11,0.2,0.0,0.15,NU_218_ECP,0.002,0.002,0.002,0.002,0.0018000000000000002
781,0.032,HJ 219 EC,255000.0,265000.0,0.0,0.17,0.1474,0.0,0.15780000000000002,0.0,0.0,0.1125,2.9,32500.0,502.6548245743669,450.294947014537,0.6,0.0,0.0,0.095,0.0,0.11,0.107,0.115,0.2,0.0,0.15,NU_219_ECJ,0.0021000000000000003,0.0021000000000000003,0.002,0.002,0.0017
782,0.032,HJ 219 EC,255000.0,265000.0,0.0,0.17,0.1474,0.0,0.15780000000000002,0.0,0.0,0.1125,3.32,32500.0,502.6548245743669,450.294947014537,0.6,0.0,0.0,0.095,0.0,0.11,0.107,0.115,0.2,0.0,0.15,NU_219_ECM,0.0021000000000000003,0.0021000000000000003,0.002,0.002,0.0017
783,0.032,HJ 219 EC,255000.0,265000.0,0.0,0.17,0.14815,0.0,0.15780000000000002,0.0,0.0,0.1125,3.21,32500.0,733.0382858376183,450.294947014537,0.6,0.0,0.0,0.095,0.0,0.11,0.107,0.115,0.2,0.0,0.23,NU_219_ECML,0.0021000000000000003,0.0021000000000000003,0.002,0.002,0.0017
784,0.032,HJ 219 EC,255000.0,265000.0,0.0,0.17,0.1474,0.0,0.15780000000000002,0.0,0.0,0.1125,2.86,32500.0,502.6548245743669,450.294947014537,0.6,0.0,0.0,0.095,0.0,0.11,0.107,0.115,0.2,0.0,0.15,NU_219_ECP,0.0021000000000000003,0.0021000000000000003,0.002,0.002,0.0017
