,B,Bague_depaulement,C,C0,C2,D,D1,D3,Da_max,Da_min,Db_min,EF,Mass,Pu,Vmax,Vref,Y,b,b1,d,d1,da_max,da_min,db_min,e,h,kr,name,r12_min,r34_min,ra_max,rb_max,s_max
363,0.027,0,83000.0,75000.0,0.0,0.07200000000000001,0.05885,0.0,0.06509999999999999,0.0,0.0,0.0405,0.6,9650.0,1989.6753472735356,1151.9173063162573,0.4,0.0,0.0,0.03,0.045,0.039,0.037,0.047,0.3,0.0,0.38,NJ_2306_ECML,0.0011,0.0011,0.001,0.0,0.0024
364,0.027,0,83000.0,75000.0,0.0,0.07200000000000001,0.058350000000000006,0.0,0.06509999999999999,0.0,0.0,0.0405,0.54,9650.0,1256.6370614359173,1151.9173063162573,0.4,0.0,0.0,0.03,0.045,0.039,0.037,0.047,0.3,0.0,0.25,NJ_2306_ECP,0.0011,0.0011,0.001,0.0,0.0024
365,0.027,0,83000.0,75000.0,0.0,0.07200000000000001,0.058350000000000006,0.0,0.06509999999999999,0.0,0.0,0.0405,0.54,9650.0,1256.6370614359173,1151.9173063162573,0.4,0.0,0.0,0.03,0.045,0.039,0.037,0.047,0.3,0.0,0.25,NJ_2306_ECPH,0.0011,0.0011,0.001,0.0,0.0024
366,0.031,0,106000.0,98000.0,0.0,0.08,0.0658,0.0,0.0722,0.0,0.0,0.046200000000000005,0.73,12700.0,1151.9173063162573,994.8376736367678,0.4,0.0,0.0,0.035,0.051000000000000004,0.044,0.043000000000000003,0.053,0.3,0.0,0.25,NJ_2307_ECP,0.0015,0.0011,0.0015,0.0,0.0027
367,0.031,0,106000.0,98000.0,0.0,0.08,0.0658,0.0,0.0722,0.0,0.0,0.046200000000000005,0.73,12700.0,1151.9173063162573,994.8376736367678,0.4,0.0,0.0,0.035,0.051000000000000004,0.044,0.043000000000000003,0.053,0.3,0.0,0.25,NJ_2307_ECPH,0.0015,0.0011,0.0015,0.0,0.0027
368,0.033,0,129000.0,120000.0,0.0,0.09,0.075,0.0,0.0818,0.0,0.0,0.052000000000000005,1.01,15300.0,994.8376736367678,837.7580409572781,0.4,0.0,0.0,0.04,0.0575,0.05,0.048,0.06,0.3,0.0,0.25,NJ_2308_ECJ,0.0015,0.0015,0.0015,0.0,0.0029
369,0.033,0,129000.0,120000.0,0.0,0.09,0.07554999999999999,0.0,0.0818,0.0,0.0,0.052000000000000005,1.1,15300.0,1570.7963267948967,837.7580409572781,0.4,0.0,0.0,0.04,0.0575,0.05,0.048,0.06,0.3,0.0,0.38,NJ_2308_ECML,0.0015,0.0015,0.0015,0.0,0.0029
370,0.033,0,129000.0,120000.0,0.0,0.09,0.075,0.0,0.0818,0.0,0.0,0.052000000000000005,0.95,15300.0,994.8376736367678,837.7580409572781,0.4,0.0,0.0,0.04,0.0575,0.05,0.048,0.06,0.3,0.0,0.25,NJ_2308_ECP,0.0015,0.0015,0.0015,0.0,0.0029
371,0.033,0,129000.0,120000.0,0.0,0.09,0.075,0.0,0.0818,0.0,0.0,0.052000000000000005,0.95,15300.0,994.8376736367678,837.7580409572781,0.4,0.0,0.0,0.04,0.0575,0.05,0.048,0.06,0.3,0.0,0.25,NJ_2308_ECPH,0.0015,0.0015,0.0015,0.0,0.0029
372,0.036000000000000004,0,160000.0,153000.0,0.0,0.1,0.08375,0.0,0.09140000000000001,0.0,0.0,0.0585,1.46,20000.0,1361.356816555577,785.3981633974483,0.4,0.0,0.0,0.045,0.06440000000000001,0.056,0.054,0.067,0.3,0.0,0.38,NJ_2309_ECML,0.0015,0.0015,0.0015,0.0,0.0032
373,0.036000000000000004,0,160000.0,153000.0,0.0,0.1,0.08320000000000001,0.0,0.09140000000000001,0.0,0.0,0.0585,1.33,20000.0,890.117918517108,785.3981633974483,0.4,0.0,0.0,0.045,0.06440000000000001,0.056,0.054,0.067,0.3,0.0,0.25,NJ_2309_ECP,0.0015,0.0015,0.0015,0.0,0.0032
374,0.045,HJ 230 EC,510000.0,600000.0,0.0,0.27,0.2322,0.0,0.2546,0.0,0.0,0.182,10.5,64000.0,293.2153143350473,272.2713633111154,0.6,0.0,0.0,0.15,0.193,0.178,0.164,0.196,0.2,0.0,0.15,NJ_230_ECJ,0.003,0.003,0.0025,0.0,0.0025
375,0.045,HJ 230 EC,510000.0,600000.0,0.0,0.27,0.2322,0.0,0.2546,0.0,0.0,0.182,11.8,64000.0,293.2153143350473,272.2713633111154,0.6,0.0,0.0,0.15,0.193,0.178,0.164,0.196,0.2,0.0,0.15,NJ_230_ECM,0.003,0.003,0.0025,0.0,0.0025
376,0.045,HJ 230 EC,510000.0,600000.0,0.0,0.27,0.2332,0.0,0.2546,0.0,0.0,0.182,11.9,64000.0,471.238898038469,272.2713633111154,0.6,0.0,0.0,0.15,0.193,0.178,0.164,0.196,0.2,0.0,0.23,NJ_230_ECML,0.003,0.003,0.0025,0.0,0.0025
377,0.04,0,186000.0,186000.0,0.0,0.11,0.09204999999999999,0.0,0.0996,0.0,0.0,0.065,1.94,24500.0,1256.6370614359173,701.6223593017205,0.4,0.0,0.0,0.05,0.0712,0.063,0.06,0.073,0.3,0.0,0.38,NJ_2310_ECML,0.002,0.002,0.002,0.0,0.0034
378,0.04,0,186000.0,186000.0,0.0,0.11,0.09140000000000001,0.0,0.0996,0.0,0.0,0.065,1.77,24500.0,837.7580409572781,701.6223593017205,0.4,0.0,0.0,0.05,0.0712,0.063,0.06,0.073,0.3,0.0,0.25,NJ_2310_ECP,0.002,0.002,0.002,0.0,0.0034
379,0.04,0,186000.0,186000.0,0.0,0.11,0.09140000000000001,0.0,0.0996,0.0,0.0,0.065,1.77,24500.0,837.7580409572781,701.6223593017205,0.4,0.0,0.0,0.05,0.0712,0.063,0.06,0.073,0.3,0.0,0.25,NJ_2310_ECPH,0.002,0.002,0.002,0.0,0.0034
380,0.043000000000000003,HJ 2311 EC,232000.0,232000.0,0.0,0.12,0.101,0.0,0.1092,0.0,0.0,0.07050000000000001,2.54,30500.0,1151.9173063162573,628.3185307179587,0.4,0.0,0.0,0.055,0.0775,0.068,0.065,0.08,0.3,0.0,0.38,NJ_2311_ECML,0.002,0.002,0.002,0.0,0.0035
381,0.043000000000000003,HJ 2311 EC,232000.0,232000.0,0.0,0.12,0.1003,0.0,0.1092,0.0,0.0,0.07050000000000001,2.26,30500.0,733.0382858376183,628.3185307179587,0.4,0.0,0.0,0.055,0.0775,0.068,0.065,0.08,0.3,0.0,0.25,NJ_2311_ECP,0.002,0.002,0.002,0.0,0.0035
382,0.043000000000000003,HJ 2311 EC,232000.0,232000.0,0.0,0.12,0.1003,0.0,0.1092,0.0,0.0,0.07050000000000001,2.26,30500.0,733.0382858376183,628.3185307179587,0.4,0.0,0.0,0.055,0.0775,0.068,0.065,0.08,0.3,0.0,0.25,NJ_2311_ECPH,0.002,0.002,0.002,0.0,0.0035
383,0.046,HJ 2312 EC,260000.0,265000.0,0.0,0.13,0.1085,0.0,0.1181,0.0,0.0,0.077,3.15,34500.0,701.6223593017205,586.4306286700946,0.4,0.0,0.0,0.06,0.0843,0.074,0.07200000000000001,0.08700000000000001,0.3,0.0,0.25,NJ_2312_ECM,0.0021000000000000003,0.0021000000000000003,0.002,0.0,0.0036000000000000003
384,0.046,HJ 2312 EC,260000.0,265000.0,0.0,0.13,0.1092,0.0,0.1181,0.0,0.0,0.077,3.08,34500.0,1047.1975511965977,586.4306286700946,0.4,0.0,0.0,0.06,0.0843,0.074,0.07200000000000001,0.08700000000000001,0.3,0.0,0.38,NJ_2312_ECML,0.0021000000000000003,0.0021000000000000003,0.002,0.0,0.0036000000000000003
385,0.046,HJ 2312 EC,260000.0,265000.0,0.0,0.13,0.1092,0.0,0.1181,0.0,0.0,0.077,3.08,34500.0,1047.1975511965977,586.4306286700946,0.4,0.0,0.006500000000000001,0.06,0.0843,0.074,0.07200000000000001,0.08700000000000001,0.3,8.1,0.38,NJ_2312_ECN1ML,0.0021000000000000003,0.0021000000000000003,0.002,0.0,0.0036000000000000003
386,0.046,HJ 2312 EC,260000.0,265000.0,0.0,0.13,0.1085,0.0,0.1181,0.0,0.0,0.077,2.81,34500.0,701.6223593017205,586.4306286700946,0.4,0.0,0.0,0.06,0.0843,0.074,0.07200000000000001,0.08700000000000001,0.3,0.0,0.25,NJ_2312_ECP,0.0021000000000000003,0.0021000000000000003,0.002,0.0,0.0036000000000000003
387,0.046,HJ 2312 EC,260000.0,265000.0,0.0,0.13,0.1085,0.0,0.1181,0.0,0.0,0.077,2.81,34500.0,701.6223593017205,586.4306286700946,0.4,0.0,0.0,0.06,0.0843,0.074,0.07200000000000001,0.08700000000000001,0.3,0.0,0.25,NJ_2312_ECPH,0.0021000000000000003,0.0021000000000000003,0.002,0.0,0.0036000000000000003
388,0.048,HJ 2313 EC,285000.0,290000.0,0.0,0.14,0.1181,0.0,0.1278,0.0,0.0,0.0825,3.71,38000.0,994.8376736367678,555.0147021341968,0.4,0.0,0.0,0.065,0.0905,0.08,0.077,0.093,0.3,0.0,0.38,NJ_2313_ECML,0.0021000000000000003,0.0021000000000000003,0.002,0.0,0.0047
389,0.048,HJ 2313 EC,285000.0,290000.0,0.0,0.14,0.1174,0.0,0.1278,0.0,0.0,0.0825,3.36,38000.0,628.3185307179587,555.0147021341968,0.4,0.0,0.0,0.065,0.0905,0.08,0.077,0.093,0.3,0.0,0.25,NJ_2313_ECP,0.0021000000000000003,0.0021000000000000003,0.002,0.0,0.0047
390,0.048,HJ 2313 EC,285000.0,290000.0,0.0,0.14,0.1174,0.0,0.1278,0.0,0.0,0.0825,3.36,38000.0,628.3185307179587,555.0147021341968,0.4,0.0,0.0,0.065,0.0905,0.08,0.077,0.093,0.3,0.0,0.25,NJ_2313_ECPH,0.0021000000000000003,0.0021000000000000003,0.002,0.0,0.0047
391,0.051000000000000004,HJ 2314 EC,315000.0,325000.0,0.0,0.15,0.12635,0.0,0.1375,0.0,0.0,0.089,4.49,41500.0,890.117918517108,502.6548245743669,0.4,0.0,0.0,0.07,0.0973,0.08600000000000001,0.082,0.1,0.3,0.0,0.38,NJ_2314_ECML,0.0021000000000000003,0.0021000000000000003,0.002,0.0,0.0048
392,0.051000000000000004,HJ 2314 EC,315000.0,325000.0,0.0,0.15,0.1256,0.0,0.1375,0.0,0.0,0.089,4.02,41500.0,586.4306286700946,502.6548245743669,0.4,0.0,0.0,0.07,0.0973,0.08600000000000001,0.082,0.1,0.3,0.0,0.25,NJ_2314_ECP,0.0021000000000000003,0.0021000000000000003,0.002,0.0,0.0048
393,0.051000000000000004,HJ 2314 EC,315000.0,325000.0,0.0,0.15,0.1256,0.0,0.1375,0.0,0.0,0.089,4.02,41500.0,586.4306286700946,502.6548245743669,0.4,0.0,0.0,0.07,0.0973,0.08600000000000001,0.082,0.1,0.3,0.0,0.25,NJ_2314_ECPH,0.0021000000000000003,0.0021000000000000003,0.002,0.0,0.0048
394,0.055,HJ 2315 EC,380000.0,400000.0,0.0,0.16,0.13575,0.0,0.148,0.0,0.0,0.095,5.68,50000.0,837.7580409572781,471.238898038469,0.4,0.0,0.0,0.075,0.10400000000000001,0.092,0.08700000000000001,0.107,0.3,0.0,0.38,NJ_2315_ECML,0.0021000000000000003,0.0021000000000000003,0.002,0.0,0.0048
395,0.055,HJ 2315 EC,380000.0,400000.0,0.0,0.16,0.13575,0.0,0.148,0.0,0.0,0.095,5.54,50000.0,837.7580409572781,471.238898038469,0.4,0.0,0.006500000000000001,0.075,0.10400000000000001,0.092,0.08700000000000001,0.107,0.3,8.1,0.38,NJ_2315_ECN2ML,0.0021000000000000003,0.0021000000000000003,0.002,0.0,0.0048
396,0.055,HJ 2315 EC,380000.0,400000.0,0.0,0.16,0.135,0.0,0.148,0.0,0.0,0.095,5.02,50000.0,555.0147021341968,471.238898038469,0.4,0.0,0.0,0.075,0.10400000000000001,0.092,0.08700000000000001,0.107,0.3,0.0,0.25,NJ_2315_ECP,0.0021000000000000003,0.0021000000000000003,0.002,0.0,0.0048
397,0.058,HJ 2316 EC,415000.0,440000.0,0.0,0.17,0.1427,0.0,0.15780000000000002,0.0,0.0,0.101,6.95,55000.0,523.5987755982989,450.294947014537,0.4,0.0,0.0,0.08,0.11,0.098,0.092,0.113,0.3,0.0,0.25,NJ_2316_ECM,0.0021000000000000003,0.0021000000000000003,0.002,0.0,0.0050999999999999995
398,0.058,HJ 2316 EC,415000.0,440000.0,0.0,0.17,0.14345,0.0,0.15780000000000002,0.0,0.0,0.101,6.72,55000.0,785.3981633974483,450.294947014537,0.4,0.0,0.0,0.08,0.11,0.098,0.092,0.113,0.3,0.0,0.38,NJ_2316_ECML,0.0021000000000000003,0.0021000000000000003,0.002,0.0,0.0050999999999999995
399,0.058,HJ 2316 EC,415000.0,440000.0,0.0,0.17,0.1427,0.0,0.15780000000000002,0.0,0.0,0.101,5.96,55000.0,523.5987755982989,450.294947014537,0.4,0.0,0.0,0.08,0.11,0.098,0.092,0.113,0.3,0.0,0.25,NJ_2316_ECP,0.0021000000000000003,0.0021000000000000003,0.002,0.0,0.0050999999999999995
400,0.06,HJ 2317 EC,455000.0,490000.0,0.0,0.18,0.1514,0.0,0.1655,0.0,0.0,0.108,7.97,60000.0,502.6548245743669,418.87902047863906,0.4,0.0,0.0,0.085,0.117,0.105,0.099,0.12,0.3,0.0,0.25,NJ_2317_ECM,0.003,0.003,0.0025,0.0,0.0058
401,0.06,HJ 2317 EC,455000.0,490000.0,0.0,0.18,0.1522,0.0,0.1655,0.0,0.0,0.108,7.63,60000.0,733.0382858376183,418.87902047863906,0.4,0.0,0.0,0.085,0.117,0.105,0.099,0.12,0.3,0.0,0.38,NJ_2317_ECML,0.003,0.003,0.0025,0.0,0.0058
402,0.06,HJ 2317 EC,455000.0,490000.0,0.0,0.18,0.1514,0.0,0.1655,0.0,0.0,0.108,7.01,60000.0,502.6548245743669,418.87902047863906,0.4,0.0,0.0,0.085,0.117,0.105,0.099,0.12,0.3,0.0,0.25,NJ_2317_ECP,0.003,0.003,0.0025,0.0,0.0058
403,0.064,HJ 2318 EC,500000.0,540000.0,0.0,0.19,0.16030000000000003,0.0,0.1753,0.0,0.0,0.1135,8.27,65500.0,471.238898038469,397.93506945470716,0.4,0.0,0.0,0.09,0.124,0.11,0.10400000000000001,0.127,0.3,0.0,0.25,NJ_2318_ECJ,0.003,0.003,0.0025,0.0,0.006
404,0.064,HJ 2318 EC,500000.0,540000.0,0.0,0.19,0.16030000000000003,0.0,0.1753,0.0,0.0,0.1135,9.47,65500.0,471.238898038469,397.93506945470716,0.4,0.0,0.0,0.09,0.124,0.11,0.10400000000000001,0.127,0.3,0.0,0.25,NJ_2318_ECM,0.003,0.003,0.0025,0.0,0.006
405,0.064,HJ 2318 EC,500000.0,540000.0,0.0,0.19,0.1611,0.0,0.1753,0.0,0.0,0.1135,8.92,65500.0,701.6223593017205,397.93506945470716,0.4,0.0,0.0,0.09,0.124,0.11,0.10400000000000001,0.127,0.3,0.0,0.38,NJ_2318_ECML,0.003,0.003,0.0025,0.0,0.006
406,0.064,HJ 2318 EC,500000.0,540000.0,0.0,0.19,0.16030000000000003,0.0,0.1753,0.0,0.0,0.1135,8.16,65500.0,471.238898038469,397.93506945470716,0.4,0.0,0.0,0.09,0.124,0.11,0.10400000000000001,0.127,0.3,0.0,0.25,NJ_2318_ECP,0.003,0.003,0.0025,0.0,0.006
407,0.067,HJ 2319 EC,530000.0,585000.0,0.0,0.2,0.1683,0.0,0.185,0.0,0.0,0.1215,9.55,69500.0,450.294947014537,376.99111843077515,0.4,0.0,0.0,0.095,0.132,0.11800000000000001,0.11,0.135,0.3,0.0,0.25,NJ_2319_ECJ,0.003,0.003,0.0025,0.0,0.006900000000000001
408,0.067,HJ 2319 EC,530000.0,585000.0,0.0,0.2,0.1691,0.0,0.185,0.0,0.0,0.1215,10.7,69500.0,659.7344572538566,376.99111843077515,0.4,0.0,0.0,0.095,0.132,0.11800000000000001,0.11,0.135,0.3,0.0,0.38,NJ_2319_ECML,0.003,0.003,0.0025,0.0,0.006900000000000001
409,0.067,HJ 2319 EC,530000.0,585000.0,0.0,0.2,0.1683,0.0,0.185,0.0,0.0,0.1215,9.5,69500.0,450.294947014537,376.99111843077515,0.4,0.0,0.0,0.095,0.132,0.11800000000000001,0.11,0.135,0.3,0.0,0.25,NJ_2319_ECP,0.003,0.003,0.0025,0.0,0.006900000000000001
410,0.073,HJ 2320 EC,670000.0,735000.0,0.0,0.215,0.1811,0.0,0.1996,0.0,0.0,0.1275,12.1,85000.0,397.93506945470716,335.1032163829113,0.4,0.0,0.0,0.1,0.139,0.124,0.114,0.14200000000000002,0.3,0.0,0.25,NJ_2320_ECJ,0.003,0.003,0.0025,0.0,0.005900000000000001
411,0.073,HJ 2320 EC,670000.0,735000.0,0.0,0.215,0.1811,0.0,0.1996,0.0,0.0,0.1275,13.6,85000.0,397.93506945470716,335.1032163829113,0.4,0.0,0.0,0.1,0.139,0.124,0.114,0.14200000000000002,0.3,0.0,0.25,NJ_2320_ECM,0.003,0.003,0.0025,0.0,0.005900000000000001
412,0.073,HJ 2320 EC,670000.0,735000.0,0.0,0.215,0.18195,0.0,0.1996,0.0,0.0,0.1275,13.3,85000.0,628.3185307179587,335.1032163829113,0.4,0.0,0.0,0.1,0.139,0.124,0.114,0.14200000000000002,0.3,0.0,0.38,NJ_2320_ECML,0.003,0.003,0.0025,0.0,0.005900000000000001
413,0.073,HJ 2320 EC,670000.0,735000.0,0.0,0.215,0.1811,0.0,0.1996,0.0,0.0,0.1275,12.2,85000.0,397.93506945470716,335.1032163829113,0.4,0.0,0.0,0.1,0.139,0.124,0.114,0.14200000000000002,0.3,0.0,0.25,NJ_2320_ECP,0.003,0.003,0.0025,0.0,0.005900000000000001
414,0.08,HJ 2322 EC,780000.0,900000.0,0.0,0.24,0.20090000000000002,0.0,0.22519999999999998,0.0,0.0,0.14300000000000002,19.0,102000.0,471.238898038469,314.1592653589793,0.4,0.0,0.0,0.11,0.155,0.139,0.124,0.159,0.3,0.0,0.38,NJ_2322_ECMA,0.003,0.003,0.0025,0.0,0.0075
415,0.08,HJ 2322 EC,780000.0,900000.0,0.0,0.24,0.2,0.0,0.22519999999999998,0.0,0.0,0.14300000000000002,16.9,102000.0,356.0471674068432,314.1592653589793,0.4,0.0,0.0,0.11,0.155,0.139,0.124,0.159,0.3,0.0,0.25,NJ_2322_ECP,0.003,0.003,0.0025,0.0,0.0075
416,0.08600000000000001,HJ 2324 EC,915000.0,1040000.0,0.0,0.26,0.21780000000000002,0.0,0.24480000000000002,0.0,0.0,0.154,23.3,116000.0,335.1032163829113,293.2153143350473,0.4,0.0,0.0,0.12,0.168,0.15,0.134,0.171,0.3,0.0,0.25,NJ_2324_ECM,0.003,0.003,0.0025,0.0,0.007200000000000001
417,0.08600000000000001,HJ 2324 EC,915000.0,1040000.0,0.0,0.26,0.2187,0.0,0.24480000000000002,0.0,0.0,0.154,22.8,116000.0,523.5987755982989,293.2153143350473,0.4,0.0,0.0,0.12,0.168,0.15,0.134,0.171,0.3,0.0,0.38,NJ_2324_ECML,0.003,0.003,0.0025,0.0,0.007200000000000001
418,0.093,HJ 2326 EC,1060000.0,1250000.0,0.0,0.28,0.2352,0.0,0.26139999999999997,0.0,0.0,0.167,29.5,137000.0,471.238898038469,251.32741228718345,0.4,0.0,0.0,0.13,0.181,0.163,0.147,0.184,0.3,0.0,0.38,NJ_2326_ECML,0.004,0.004,0.003,0.0,0.0087
419,0.093,HJ 2326 EC,1060000.0,1250000.0,0.0,0.28,0.2352,0.0,0.26139999999999997,0.0,0.0,0.167,26.4,137000.0,314.1592653589793,251.32741228718345,0.4,0.0,0.0,0.13,0.181,0.163,0.147,0.184,0.3,0.0,0.38,NJ_2326_ECPA,0.004,0.004,0.003,0.0,0.0087
420,0.10200000000000001,HJ 2328 EC,1200000.0,1430000.0,0.0,0.3,0.2517,0.0,0.28250000000000003,0.0,0.0,0.18,36.5,150000.0,450.294947014537,251.32741228718345,0.4,0.0,0.0,0.14,0.195,0.17500000000000002,0.157,0.199,0.3,0.0,0.38,NJ_2328_ECML,0.004,0.004,0.003,0.0,0.0097
421,0.048,HJ 232 EC,585000.0,680000.0,0.0,0.29,0.2486,0.0,0.2742,0.0,0.0,0.195,14.5,72000.0,272.2713633111154,251.32741228718345,0.6,0.0,0.0,0.16,0.20600000000000002,0.191,0.17500000000000002,0.21,0.2,0.0,0.15,NJ_232_ECM,0.003,0.003,0.0025,0.0,0.0027
422,0.048,HJ 232 EC,585000.0,680000.0,0.0,0.29,0.2496,0.0,0.2742,0.0,0.0,0.195,14.4,72000.0,418.87902047863906,251.32741228718345,0.6,0.0,0.0,0.16,0.20600000000000002,0.191,0.17500000000000002,0.21,0.2,0.0,0.23,NJ_232_ECML,0.003,0.003,0.0025,0.0,0.0027
423,0.108,0,1370000.0,1630000.0,0.0,0.32,0.26980000000000004,0.0,0.30219999999999997,0.0,0.0,0.193,43.1,170000.0,418.87902047863906,230.3834612632515,0.4,0.0,0.0,0.15,0.209,0.188,0.167,0.213,0.3,0.0,0.38,NJ_2330_ECML,0.004,0.004,0.003,0.0,0.0105
424,0.114,0,1250000.0,1730000.0,0.0,0.34,0.28600000000000003,0.0,0.32189999999999996,0.0,0.0,0.20400000000000001,50.7,173000.0,376.99111843077515,188.49555921538757,0.4,0.0,0.0,0.16,0.221,0.199,0.177,0.225,0.3,0.0,0.38,NJ_2332_ECML,0.004,0.004,0.003,0.0,0.011
425,0.12,0,1450000.0,2040000.0,0.0,0.36,0.3002,0.0,0.3416,0.0,0.0,0.216,60.7,204000.0,356.0471674068432,178.0235837034216,0.4,0.0,0.0,0.17,0.234,0.211,0.186,0.23800000000000002,0.3,0.0,0.38,NJ_2334_ECML,0.004,0.004,0.003,0.0,0.01
426,0.126,0,1610000.0,2240000.0,0.0,0.38,0.32139999999999996,0.0,0.361,0.0,0.0,0.227,70.7,216000.0,335.1032163829113,167.55160819145564,0.4,0.0,0.0,0.18,0.248,0.222,0.196,0.252,0.3,0.0,0.38,NJ_2336_ECML,0.004,0.004,0.003,0.0,0.0105
427,0.132,0,1830000.0,2550000.0,0.0,0.4,0.34275,0.0,0.378,0.0,0.0,0.24,81.8,236000.0,314.1592653589793,157.07963267948966,0.4,0.0,0.0,0.19,0.262,0.234,0.209,0.266,0.3,0.0,0.38,NJ_2338_ECML,0.005,0.005,0.004,0.0,0.0095
428,0.138,0,1980000.0,2800000.0,0.0,0.42,0.35760000000000003,0.0,0.39980000000000004,0.0,0.0,0.253,94.0,255000.0,293.2153143350473,146.60765716752366,0.4,0.0,0.0,0.2,0.278,0.247,0.22,0.28200000000000003,0.3,0.0,0.38,NJ_2340_ECML,0.005,0.005,0.004,0.0,0.0094
429,0.155,0,2750000.0,4000000.0,0.0,0.5,0.425,0.0,0.482,0.0,0.0,0.299,151.0,345000.0,251.32741228718345,125.66370614359172,0.4,0.0,0.0,0.24,0.326,0.294,0.258,0.331,0.3,0.0,0.38,NJ_2348_ECML,0.005,0.0,0.004,0.0,0.004
430,0.052000000000000005,HJ 234 EC,695000.0,815000.0,0.0,0.31,0.26739999999999997,0.0,0.2924,0.0,0.0,0.20700000000000002,18.7,85000.0,251.32741228718345,230.3834612632515,0.6,0.0,0.0,0.17,0.22,0.203,0.188,0.224,0.2,0.0,0.15,NJ_234_ECM,0.004,0.004,0.003,0.0,0.0029
431,0.052000000000000005,HJ 234 EC,695000.0,815000.0,0.0,0.31,0.2685,0.0,0.2924,0.0,0.0,0.20700000000000002,17.6,85000.0,397.93506945470716,230.3834612632515,0.6,0.0,0.0,0.17,0.22,0.203,0.188,0.224,0.2,0.0,0.23,NJ_234_ECML,0.004,0.004,0.003,0.0,0.0029
432,0.165,0,3140000.0,4550000.0,0.0,0.54,0.458,0.0,0.516,0.0,0.0,0.324,196.0,400000.0,198.96753472735358,115.19173063162575,0.4,0.0,0.0,0.26,0.35000000000000003,0.32,0.28400000000000003,0.355,0.3,0.0,0.4,NJ_2352_ECMA,0.006,0.0,0.005,0.0,0.005
433,0.052000000000000005,HJ 236 EC,720000.0,850000.0,0.0,0.32,0.2786,0.0,0.30219999999999997,0.0,0.0,0.217,18.5,88000.0,376.99111843077515,230.3834612632515,0.6,0.0,0.0,0.18,0.23,0.213,0.198,0.234,0.2,0.0,0.23,NJ_236_ECML,0.004,0.004,0.003,0.0,0.0029
434,0.055,HJ 238 EC,800000.0,965000.0,0.0,0.34,0.2938,0.0,0.32189999999999996,0.0,0.0,0.23,23.3,98000.0,230.3834612632515,209.43951023931953,0.6,0.0,0.0,0.19,0.244,0.226,0.20700000000000002,0.248,0.2,0.0,0.15,NJ_238_ECM,0.004,0.004,0.003,0.0,0.003
435,0.055,HJ 238 EC,800000.0,965000.0,0.0,0.34,0.295,0.0,0.32189999999999996,0.0,0.0,0.23,22.2,98000.0,356.0471674068432,209.43951023931953,0.6,0.0,0.0,0.19,0.244,0.226,0.20700000000000002,0.248,0.2,0.0,0.23,NJ_238_ECML,0.004,0.004,0.003,0.0,0.003
436,0.058,HJ 240 EC,850000.0,1020000.0,0.0,0.36,0.31037000000000003,0.0,0.3416,0.0,0.0,0.243,26.9,100000.0,230.3834612632515,198.96753472735358,0.6,0.0,0.0,0.2,0.258,0.23800000000000002,0.217,0.262,0.2,0.0,0.15,NJ_240_ECM,0.004,0.004,0.003,0.0,0.0026000000000000003
437,0.058,HJ 240 EC,880000.0,1060000.0,0.0,0.36,0.3115,0.0,0.3416,0.0,0.0,0.243,26.9,106000.0,335.1032163829113,198.96753472735358,0.6,0.0,0.0,0.2,0.258,0.23800000000000002,0.217,0.262,0.2,0.0,0.23,NJ_240_ECML,0.004,0.004,0.003,0.0,0.0026000000000000003
438,0.065,HJ 244 EC,1060000.0,1290000.0,0.0,0.4,0.34215,0.0,0.383,0.0,0.0,0.268,38.2,125000.0,198.96753472735358,178.0235837034216,0.6,0.0,0.0,0.22,0.28400000000000003,0.263,0.23800000000000002,0.28800000000000003,0.2,0.0,0.15,NJ_244_ECM,0.004,0.004,0.003,0.0,0.0023
439,0.065,HJ 244 EC,1060000.0,1290000.0,0.0,0.4,0.3437,0.0,0.383,0.0,0.0,0.268,36.8,125000.0,314.1592653589793,178.0235837034216,0.6,0.0,0.0,0.22,0.28400000000000003,0.263,0.23800000000000002,0.28800000000000003,0.2,0.0,0.23,NJ_244_ECML,0.004,0.004,0.003,0.0,0.0023
440,0.07200000000000001,0,952000.0,1370000.0,0.0,0.44,0.365,0.0,0.423,0.0,0.0,0.295,53.0,129000.0,230.3834612632515,167.55160819145564,0.6,0.0,0.0,0.24,0.313,0.28800000000000003,0.257,0.317,0.2,0.0,0.15,NJ_248_MA,0.004,0.0,0.003,0.0,0.0034
441,0.08,0,1170000.0,1700000.0,0.0,0.48,0.397,0.0,0.46,0.0,0.0,0.32,69.0,150000.0,209.43951023931953,146.60765716752366,0.6,0.0,0.0,0.26,0.34,0.313,0.28,0.34400000000000003,0.2,0.0,0.15,NJ_252_MA,0.005,0.0,0.004,0.0,0.0034
442,0.08,0,1140000.0,1800000.0,0.0,0.5,0.417,0.0,0.48,0.0,0.0,0.34,73.0,156000.0,198.96753472735358,146.60765716752366,0.6,0.0,0.0,0.28,0.36,0.333,0.3,0.364,0.2,0.0,0.15,NJ_256_MA,0.005,0.0,0.004,0.0,0.0038
443,0.07200000000000001,0,1080000.0,2400000.0,0.0,0.58,0.543,0.0,0.5670000000000001,0.0,0.0,0.489,48.0,193000.0,146.60765716752366,115.19173063162575,0.4,0.0,0.0,0.46,0.499,0.485,0.47300000000000003,0.505,0.3,0.0,0.07,NJ_2892_ECMA,0.003,0.0,0.0025,0.0,0.0011
