typ_bearing,name_bearing,D,d,B,Cr,C0r,Cu,Tmax,Tmin,Lw,Le,Dw,Dp,Z,F,E,d1,da_min,Da_max,Dc_max,Db_min,r1a,ra,r1s_min,rs_min,fq_cr,fq_be,fq_bi,fq_ca,vit_max_oil,vit_max_grease,mass,nb_section_stop,nb_groove_be,mounting,brand,name,class,class_radial,class_precision,FNR,material_cage,material_rolling,material_ring,cage,da_max,D1,vit_max_ref,vit_max
RadialRollerBearing,NTN007834,0.055,0.03,0.013000000000000001,19.7,19.6,2.39,120.0,-40.0,0.006,0.0056,0.006,0.0425,16.0,0.0365,0.0485,0.0389,0.035,0.051000000000000004,0.047,0.05,0.0006,0.001,0.0006,0.001,6.942,6.871,9.129,0.429,16000.0,14000.0,0.128,0.0,0,N,NTN,N1006,NTN-004,CN,P0,1311 - NTN CORPORATION,Laiton,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007835,0.09,0.055,0.018000000000000002,37.5,44.0,5.4,120.0,-40.0,0.008,0.0070999999999999995,0.008,0.0725,20.0,0.0645,0.0805,0.06770000000000001,0.0615,0.085,0.079,0.082,0.001,0.001,0.001,0.0011,8.952,8.897,11.103,0.445,9700.0,8200.0,0.409,0.0,0,N,NTN,N1011G1C4,NTN-004,C4,P0,1311 - NTN CORPORATION,Laiton,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007836,0.095,0.06,0.018000000000000002,40.0,48.5,5.9,120.0,-40.0,0.008,0.007,0.008,0.0775,22.0,0.0695,0.0855,0.0727,0.0665,0.09,0.084,0.08700000000000001,0.001,0.001,0.001,0.0011,9.584,9.865,12.135,0.448,8800.0,7500.0,0.439,0.0,0,N,NTN,N1012G1C2P6,NTN-004,C2,P6,1311 - NTN CORPORATION,Laiton,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007837,0.125,0.08,0.022,72.5,90.5,11.0,120.0,-40.0,,,,,,0.0915,0.1135,0.09590000000000001,0.08650000000000001,0.12,0.111,0.115,0.001,0.001,0.001,0.0011,,,,,6700.0,5700.0,0.913,0.0,0,N,NTN,N1016G1C2P6,NTN-004,C2,P6,1311 - NTN CORPORATION,Laiton,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007838,0.125,0.08,0.022,72.5,90.5,11.0,120.0,-40.0,,,,,,0.0915,0.1135,0.09590000000000001,0.08650000000000001,0.12,0.111,0.115,0.001,0.001,0.001,0.0011,,,,,6700.0,5700.0,0.913,0.0,0,N,NTN,N1016G1C4,NTN-004,C4,P0,1311 - NTN CORPORATION,Laiton,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007839,0.14,0.09,0.024,88.0,114.0,13.3,120.0,-40.0,,,,,,0.10300000000000001,0.127,0.10779999999999999,0.098,0.1335,0.124,0.129,0.001,0.0015,0.0011,0.0015,,,,,5900.0,5100.0,2.94,0.0,0,N,NTN,N1018,NTN-004,CN,P0,1311 - NTN CORPORATION,Laiton,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007840,0.14,0.09,0.024,90.0,90.0,10.5,120.0,-40.0,,,,,,0.10300000000000001,0.127,0.10779999999999999,0.098,0.1335,0.124,0.129,0.001,0.0015,0.0011,0.0015,,,,,5900.0,5100.0,1.327,0.0,0,N,NTN,N1018C2NAP5,NTN-004,C2,P5,1311 - NTN CORPORATION,Laiton,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007841,0.68,0.46,0.1,1540.0,2630.0,190.0,120.0,-40.0,,,,,,0.516,0.624,0.5376000000000001,0.484,0.656,0.62,0.628,0.005,0.005,0.006,0.006,,,,,1000.0,850.0,120.0,0.0,0,N,NTN,N1092,NTN-004,CN,P0,1311 - NTN CORPORATION,Laiton,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007842,0.047,0.02,0.014,25.7,22.6,2.75,120.0,-20.0,0.009000000000000001,0.008,0.0075,0.034,11.0,0.0265,0.0415,0.029500000000000002,0.025,0.043000000000000003,0.039,0.042,0.0006,0.001,0.0006,0.001,4.313,4.287,6.713,0.39,18000.0,15000.0,0.11,0.0,0,N,NTN,N204ET2X,NTN-004,CN,P0,1311 - NTN CORPORATION,Polyamide PA4-6,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007843,0.052000000000000005,0.025,0.015,29.3,27.7,3.4,120.0,-20.0,0.009000000000000001,0.008,0.0075,0.039,13.0,0.0315,0.0465,0.0345,0.03,0.048,0.044,0.047,0.0006,0.001,0.0006,0.001,5.008,5.25,7.75,0.404,15000.0,13000.0,0.14,0.0,0,N,NTN,N205ET2X,NTN-004,CN,P0,1311 - NTN CORPORATION,Polyamide PA4-6,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007844,0.052000000000000005,0.025,0.015,29.3,27.7,3.4,120.0,-20.0,0.009000000000000001,0.008,0.0075,0.039,13.0,0.0315,0.0465,0.0345,0.03,0.048,0.044,0.047,0.0006,0.001,0.0006,0.001,5.008,5.25,7.75,0.404,15000.0,13000.0,0.131,0.0,0,N,NTN,N205ET2XC3,NTN-004,C3,P0,1311 - NTN CORPORATION,Polyamide PA4-6,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007845,0.062,0.03,0.016,39.0,37.5,4.55,120.0,-20.0,0.01,0.0094,0.009000000000000001,0.0465,13.0,0.0375,0.0555,0.041100000000000005,0.035,0.058,0.053,0.056,0.0006,0.001,0.0006,0.001,4.973,5.242,7.758,0.403,13000.0,11000.0,0.203,0.0,0,N,NTN,N206ET2X,NTN-004,CN,P0,1311 - NTN CORPORATION,Polyamide PA4-6,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007846,0.062,0.03,0.016,39.0,37.5,4.55,120.0,-20.0,0.01,0.0094,0.009000000000000001,0.0465,13.0,0.0375,0.0555,0.041100000000000005,0.035,0.058,0.053,0.056,0.0006,0.001,0.0006,0.001,4.973,5.242,7.758,0.403,13000.0,11000.0,0.199,0.0,0,N,NTN,N206ET2XC3,NTN-004,C3,P0,1311 - NTN CORPORATION,Polyamide PA4-6,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007847,0.07200000000000001,0.035,0.017,50.5,50.0,6.1,120.0,-20.0,0.011,0.010400000000000001,0.01,0.054,14.0,0.044,0.064,0.048,0.0415,0.068,0.062,0.065,0.0006,0.001,0.0006,0.0011,5.215,5.704,8.296,0.407,11000.0,9500.0,0.291,0.0,0,N,NTN,N207ET2X,NTN-004,CN,P0,1311 - NTN CORPORATION,Polyamide PA4-6,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007848,0.07200000000000001,0.035,0.017,50.5,50.0,6.1,120.0,-20.0,0.011,0.010400000000000001,0.01,0.054,14.0,0.044,0.064,0.048,0.0415,0.068,0.062,0.065,0.0006,0.001,0.0006,0.0011,5.215,5.704,8.296,0.407,11000.0,9500.0,0.291,0.0,0,N,NTN,N207ET2XC3,NTN-004,C3,P0,1311 - NTN CORPORATION,Polyamide PA4-6,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007849,0.08,0.04,0.018000000000000002,43.5,43.0,5.2,120.0,-40.0,0.01,0.0094,0.01,0.06,13.0,0.05,0.07,0.054200000000000005,0.0465,0.0735,0.068,0.07100000000000001,0.001,0.001,0.0011,0.0011,5.833,5.417,7.583,0.417,11000.0,9400.0,0.37,0.0,0,N,NTN,N208,NTN-004,CN,P0,1311 - NTN CORPORATION,Tôle,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007850,0.08,0.04,0.018000000000000002,43.5,43.0,5.2,120.0,-40.0,0.01,0.0094,0.01,0.06,13.0,0.05,0.07,0.054200000000000005,0.0465,0.0735,0.068,0.07100000000000001,0.001,0.001,0.0011,0.0011,5.833,5.417,7.583,0.417,11000.0,9400.0,0.37,0.0,0,N,NTN,N208C3,NTN-004,C3,P0,1311 - NTN CORPORATION,Tôle,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007851,0.08,0.04,0.018000000000000002,55.5,55.5,6.8,120.0,-20.0,0.011,0.010400000000000001,0.011,0.0605,14.0,0.0495,0.07150000000000001,0.053899999999999997,0.0465,0.0735,0.069,0.07200000000000001,0.001,0.001,0.0011,0.0011,5.318,5.727,8.273,0.409,10000.0,8500.0,0.385,0.0,0,N,NTN,N208ET2X,NTN-004,CN,P0,1311 - NTN CORPORATION,Polyamide PA4-6,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007852,0.085,0.045,0.019,46.0,47.0,5.7,120.0,-40.0,0.01,0.0094,0.01,0.065,14.0,0.055,0.075,0.059000000000000004,0.051500000000000004,0.0785,0.073,0.076,0.001,0.001,0.0011,0.0011,6.346,5.923,8.077,0.423,9900.0,8400.0,0.423,0.0,0,N,NTN,N209,NTN-004,CN,P0,1311 - NTN CORPORATION,Tôle,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007853,0.085,0.045,0.019,46.0,47.0,5.7,120.0,-40.0,0.01,0.0094,0.01,0.065,14.0,0.055,0.075,0.059000000000000004,0.051500000000000004,0.0785,0.073,0.076,0.001,0.001,0.0011,0.0011,6.346,5.923,8.077,0.423,9900.0,8400.0,0.423,0.0,0,N,NTN,N209C3,NTN-004,C3,P0,1311 - NTN CORPORATION,Tôle,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007854,0.085,0.045,0.019,46.0,47.0,5.7,120.0,-40.0,0.01,0.0094,0.01,0.065,14.0,0.055,0.075,0.059000000000000004,0.051500000000000004,0.0785,0.073,0.076,0.001,0.001,0.0011,0.0011,6.346,5.923,8.077,0.423,9900.0,8400.0,0.423,0.0,0,N,NTN,N209C4,NTN-004,C4,P0,1311 - NTN CORPORATION,Tôle,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007855,0.085,0.045,0.019,63.0,66.5,8.1,120.0,-20.0,0.012,0.0114,0.011,0.0655,15.0,0.0545,0.0765,0.0589,0.051500000000000004,0.0785,0.074,0.077,0.001,0.001,0.0011,0.0011,5.787,6.24,8.76,0.416,9000.0,7600.0,0.495,0.0,0,N,NTN,N209ET2X,NTN-004,CN,P0,1311 - NTN CORPORATION,Polyamide PA4-6,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007856,0.085,0.045,0.019,63.0,66.5,8.1,120.0,-20.0,0.012,0.0114,0.011,0.0655,15.0,0.0545,0.0765,0.0589,0.051500000000000004,0.0785,0.074,0.077,0.001,0.001,0.0011,0.0011,5.787,6.24,8.76,0.416,9000.0,7600.0,0.495,0.0,0,N,NTN,N209ET2XC3,NTN-004,C3,P0,1311 - NTN CORPORATION,Polyamide PA4-6,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007857,0.085,0.045,0.019,46.0,47.0,5.7,120.0,-40.0,0.01,0.0094,0.01,0.065,14.0,0.055,0.075,0.059000000000000004,0.051500000000000004,0.0785,0.073,0.076,0.001,0.001,0.0011,0.0011,6.346,5.923,8.077,0.423,9900.0,8400.0,0.446,0.0,0,N,NTN,N209G1P5,NTN-004,CN,P5,1311 - NTN CORPORATION,Laiton,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007858,0.09,0.05,0.02,48.0,51.0,6.2,120.0,-40.0,0.01,0.0094,0.01,0.0704,15.0,0.0604,0.08040000000000001,0.06459999999999999,0.0565,0.0835,0.0788,0.0828,0.001,0.001,0.0011,0.0011,6.898,6.435,8.565,0.429,9000.0,7600.0,0.476,0.0,0,N,NTN,N210,NTN-004,CN,P0,1311 - NTN CORPORATION,Tôle,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007859,0.09,0.05,0.02,48.0,51.0,6.2,120.0,-40.0,0.01,0.0094,0.01,0.0704,15.0,0.0604,0.08040000000000001,0.06459999999999999,0.0565,0.0835,0.0788,0.0828,0.001,0.001,0.0011,0.0011,6.898,6.435,8.565,0.429,9000.0,7600.0,0.495,0.0,0,N,NTN,N210C3,NTN-004,C3,P0,1311 - NTN CORPORATION,Tôle,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007860,0.09,0.05,0.02,48.0,51.0,6.2,120.0,-40.0,0.01,0.0094,0.01,0.0704,15.0,0.0604,0.08040000000000001,0.06459999999999999,0.0565,0.0835,0.0788,0.0828,0.001,0.001,0.0011,0.0011,6.898,6.435,8.565,0.429,9000.0,7600.0,0.476,0.0,0,N,NTN,N210C4,NTN-004,C4,P0,1311 - NTN CORPORATION,Tôle,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007861,0.09,0.05,0.02,66.0,72.0,8.8,120.0,-20.0,0.012,0.0114,0.011,0.07050000000000001,16.0,0.059500000000000004,0.0815,0.0639,0.0565,0.0835,0.079,0.083,0.001,0.001,0.0011,0.0011,6.253,6.752,9.248,0.422,8100.0,6900.0,0.485,0.0,0,N,NTN,N210ET2X,NTN-004,CN,P0,1311 - NTN CORPORATION,Polyamide PA4-6,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007862,0.09,0.05,0.02,48.0,51.0,6.2,120.0,-40.0,0.01,0.0094,0.01,0.0704,15.0,0.0604,0.08040000000000001,0.06459999999999999,0.0565,0.0835,0.0788,0.0828,0.001,0.001,0.0011,0.0011,6.898,6.435,8.565,0.429,9000.0,7600.0,0.507,0.0,0,N,NTN,N210G1P5,NTN-004,CN,P5,1311 - NTN CORPORATION,Laiton,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007863,0.1,0.055,0.021,58.0,62.5,7.6,120.0,-40.0,,,,,,0.0665,0.0885,0.0708,0.063,0.0935,0.08700000000000001,0.09,0.001,0.0015,0.0011,0.0015,,,,,8200.0,6900.0,0.65,0.0,0,N,NTN,N211,NTN-004,CN,P0,1311 - NTN CORPORATION,Tôle,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007864,0.1,0.055,0.021,58.0,62.5,7.6,120.0,-40.0,,,,,,0.0665,0.0885,0.0708,0.063,0.0935,0.08700000000000001,0.09,0.001,0.0015,0.0011,0.0015,,,,,8200.0,6900.0,0.629,0.0,0,N,NTN,N211C3,NTN-004,C3,P0,1311 - NTN CORPORATION,Tôle,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007865,0.1,0.055,0.021,58.0,62.5,7.6,120.0,-40.0,,,,,,0.0665,0.0885,0.0708,0.063,0.0935,0.08700000000000001,0.09,0.001,0.0015,0.0011,0.0015,,,,,8200.0,6900.0,0.646,0.0,0,N,NTN,N211C4,NTN-004,C4,P0,1311 - NTN CORPORATION,Tôle,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007866,0.1,0.055,0.021,82.5,93.0,11.3,120.0,-20.0,0.014,0.0134,0.012,0.078,16.0,0.066,0.09,0.0708,0.063,0.0935,0.088,0.091,0.001,0.0015,0.0011,0.0015,6.346,6.769,9.231,0.423,7400.0,6300.0,0.718,0.0,0,N,NTN,N211ET2X,NTN-004,CN,P0,1311 - NTN CORPORATION,Polyamide PA4-6,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007867,0.1,0.055,0.021,82.5,93.0,11.3,120.0,-20.0,0.014,0.0134,0.012,0.078,16.0,0.066,0.09,0.0708,0.063,0.0935,0.088,0.091,0.001,0.0015,0.0011,0.0015,6.346,6.769,9.231,0.423,7400.0,6300.0,0.626,0.0,0,N,NTN,N211ET2XC3,NTN-004,C3,P0,1311 - NTN CORPORATION,Polyamide PA4-6,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007868,0.1,0.055,0.021,58.0,62.5,7.6,120.0,-40.0,,,,,,0.0665,0.0885,0.0708,0.063,0.0935,0.08700000000000001,0.09,0.001,0.0015,0.0011,0.0015,,,,,8200.0,6900.0,0.672,0.0,0,N,NTN,N211G1P5,NTN-004,CN,P5,1311 - NTN CORPORATION,Laiton,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007869,0.11,0.06,0.022,68.5,75.0,9.1,120.0,-40.0,,,,,,0.0735,0.0975,0.07840000000000001,0.068,0.10200000000000001,0.096,0.1,0.0015,0.0015,0.0015,0.0015,,,,,7600.0,6400.0,0.812,0.0,0,N,NTN,N212,NTN-004,CN,P0,1311 - NTN CORPORATION,Tôle,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007870,0.11,0.06,0.022,68.5,75.0,9.1,120.0,-40.0,,,,,,0.0735,0.0975,0.07840000000000001,0.068,0.10200000000000001,0.096,0.1,0.0015,0.0015,0.0015,0.0015,,,,,7600.0,6400.0,0.812,0.0,0,N,NTN,N212C3,NTN-004,C3,P0,1311 - NTN CORPORATION,Tôle,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007871,0.11,0.06,0.022,97.5,107.0,13.0,120.0,-20.0,0.014,0.0132,0.014,0.08600000000000001,16.0,0.07200000000000001,0.1,0.0776,0.068,0.10200000000000001,0.097,0.101,0.0015,0.0015,0.0015,0.0015,5.98,6.698,9.302,0.419,6800.0,5800.0,0.825,0.0,0,N,NTN,N212ET2X,NTN-004,CN,P0,1311 - NTN CORPORATION,Polyamide PA4-6,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007872,0.11,0.06,0.022,68.5,75.0,9.1,120.0,-40.0,,,,,,0.0735,0.0975,0.07840000000000001,0.068,0.10200000000000001,0.096,0.1,0.0015,0.0015,0.0015,0.0015,,,,,7600.0,6400.0,0.858,0.0,0,N,NTN,N212G1P5,NTN-004,CN,P5,1311 - NTN CORPORATION,Laiton,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007873,0.12,0.065,0.023,84.0,94.5,11.5,120.0,-40.0,,,,,,0.07959999999999999,0.1056,0.0848,0.073,0.112,0.1042,0.1082,0.0015,0.0015,0.0015,0.0015,,,,,7000.0,5900.0,1.043,0.0,0,N,NTN,N213,NTN-004,CN,P0,1311 - NTN CORPORATION,Tôle,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007874,0.12,0.065,0.023,84.0,94.5,11.5,120.0,-40.0,,,,,,0.07959999999999999,0.1056,0.0848,0.073,0.112,0.1042,0.1082,0.0015,0.0015,0.0015,0.0015,,,,,7000.0,5900.0,1.07,0.0,0,N,NTN,N213C3,NTN-004,C3,P0,1311 - NTN CORPORATION,Tôle,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007875,0.12,0.065,0.023,108.0,119.0,14.5,120.0,-20.0,0.015,0.014199999999999999,0.015,0.0935,16.0,0.0785,0.1085,0.0845,0.073,0.112,0.106,0.11,0.0015,0.0015,0.0015,0.0015,6.073,6.717,9.283,0.42,6300.0,5400.0,1.21,0.0,0,N,NTN,N213ET2X,NTN-004,CN,P0,1311 - NTN CORPORATION,Polyamide PA4-6,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007876,0.125,0.07,0.024,83.5,95.0,11.6,120.0,-40.0,,,,,,0.0845,0.1105,0.0896,0.078,0.117,0.109,0.113,0.0015,0.0015,0.0015,0.0015,,,,,6500.0,5500.0,1.2,0.0,0,N,NTN,N214,NTN-004,CN,P0,1311 - NTN CORPORATION,Tôle,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007877,0.125,0.07,0.024,83.5,95.0,11.6,120.0,-40.0,,,,,,0.0845,0.1105,0.0896,0.078,0.117,0.109,0.113,0.0015,0.0015,0.0015,0.0015,,,,,6500.0,5500.0,1.155,0.0,0,N,NTN,N214C3,NTN-004,C3,P0,1311 - NTN CORPORATION,Tôle,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007878,0.125,0.07,0.024,119.0,137.0,16.7,120.0,-20.0,0.016,0.0152,0.015,0.0985,17.0,0.0835,0.1135,0.0895,0.078,0.117,0.111,0.115,0.0015,0.0015,0.0015,0.0015,6.414,7.206,9.794,0.424,5900.0,5000.0,1.1,0.0,0,N,NTN,N214ET2X,NTN-004,CN,P0,1311 - NTN CORPORATION,Polyamide PA4-6,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007879,0.13,0.075,0.025,96.5,111.0,13.4,120.0,-40.0,0.014,0.0132,0.014,0.10250000000000001,16.0,0.0885,0.1165,0.094,0.083,0.122,0.115,0.11800000000000001,0.0015,0.0015,0.0015,0.0015,7.185,6.907,9.093,0.432,6000.0,5100.0,1.245,0.0,0,N,NTN,N215,NTN-004,CN,P0,1311 - NTN CORPORATION,Tôle,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007880,0.13,0.075,0.025,96.5,111.0,13.4,120.0,-40.0,0.014,0.0132,0.014,0.10250000000000001,16.0,0.0885,0.1165,0.094,0.083,0.122,0.115,0.11800000000000001,0.0015,0.0015,0.0015,0.0015,7.185,6.907,9.093,0.432,6000.0,5100.0,1.21,0.0,0,N,NTN,N215C3,NTN-004,C3,P0,1311 - NTN CORPORATION,Tôle,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007881,0.13,0.075,0.025,130.0,156.0,18.9,120.0,-20.0,0.017,0.0162,0.015,0.10350000000000001,18.0,0.0885,0.11850000000000001,0.0945,0.083,0.122,0.117,0.12,0.0015,0.0015,0.0015,0.0015,6.755,7.696,10.304,0.428,5500.0,4700.0,1.21,0.0,0,N,NTN,N215ET2X,NTN-004,CN,P0,1311 - NTN CORPORATION,Polyamide PA4-6,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007882,0.13,0.075,0.025,130.0,156.0,18.9,120.0,-20.0,0.017,0.0162,0.015,0.10350000000000001,18.0,0.0885,0.11850000000000001,0.0945,0.083,0.122,0.117,0.12,0.0015,0.0015,0.0015,0.0015,6.755,7.696,10.304,0.428,5500.0,4700.0,1.41,0.0,0,N,NTN,N215ET2XC3,NTN-004,C3,P0,1311 - NTN CORPORATION,Polyamide PA4-6,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007883,0.13,0.075,0.025,96.5,111.0,13.4,120.0,-40.0,0.014,0.0132,0.014,0.10250000000000001,16.0,0.0885,0.1165,0.094,0.083,0.122,0.115,0.11800000000000001,0.0015,0.0015,0.0015,0.0015,7.185,6.907,9.093,0.432,6000.0,5100.0,1.21,0.0,0,N,NTN,N215G1P5,NTN-004,CN,P5,1311 - NTN CORPORATION,Laiton,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007884,0.14,0.08,0.026000000000000002,106.0,122.0,14.5,120.0,-40.0,,,,,,0.0953,0.1253,0.1012,0.089,0.131,0.1236,0.1266,0.002,0.002,0.002,0.002,,,,,5700.0,4800.0,1.464,0.0,0,N,NTN,N216,NTN-004,CN,P0,1311 - NTN CORPORATION,Tôle,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007885,0.14,0.08,0.026000000000000002,106.0,122.0,14.5,120.0,-40.0,,,,,,0.0953,0.1253,0.1012,0.089,0.131,0.1236,0.1266,0.002,0.002,0.002,0.002,,,,,5700.0,4800.0,1.464,0.0,0,N,NTN,N216C3,NTN-004,C3,P0,1311 - NTN CORPORATION,Tôle,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007886,0.14,0.08,0.026000000000000002,106.0,122.0,14.5,120.0,-40.0,,,,,,0.0953,0.1253,0.1012,0.089,0.131,0.1236,0.1266,0.002,0.002,0.002,0.002,,,,,5700.0,4800.0,1.575,0.0,0,N,NTN,N216G1P5,NTN-004,CN,P5,1311 - NTN CORPORATION,Laiton,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007887,0.15,0.085,0.028,120.0,140.0,16.3,120.0,-40.0,0.016,0.0152,0.016,0.1178,16.0,0.1018,0.1338,0.1082,0.094,0.14100000000000001,0.1316,0.1366,0.002,0.002,0.002,0.002,7.227,6.913,9.087,0.432,5300.0,4500.0,1.91,0.0,0,N,NTN,N217,NTN-004,CN,P0,1311 - NTN CORPORATION,Tôle,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007888,0.15,0.085,0.028,120.0,140.0,16.3,120.0,-40.0,0.016,0.0152,0.016,0.1178,16.0,0.1018,0.1338,0.1082,0.094,0.14100000000000001,0.1316,0.1366,0.002,0.002,0.002,0.002,7.227,6.913,9.087,0.432,5300.0,4500.0,1.85,0.0,0,N,NTN,N217C3,NTN-004,C3,P0,1311 - NTN CORPORATION,Tôle,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007889,0.15,0.085,0.028,120.0,140.0,16.3,120.0,-40.0,0.016,0.0152,0.016,0.1178,16.0,0.1018,0.1338,0.1082,0.094,0.14100000000000001,0.1316,0.1366,0.002,0.002,0.002,0.002,7.227,6.913,9.087,0.432,5300.0,4500.0,1.978,0.0,0,N,NTN,N217G1P5,NTN-004,CN,P5,1311 - NTN CORPORATION,Laiton,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007890,0.16,0.09,0.03,152.0,178.0,20.3,120.0,-40.0,0.018000000000000002,0.0172,0.018000000000000002,0.125,16.0,0.107,0.14300000000000002,0.11420000000000001,0.099,0.151,0.14100000000000001,0.145,0.002,0.002,0.002,0.002,6.8,6.848,9.152,0.428,5000.0,4300.0,2.288,0.0,0,N,NTN,N218,NTN-004,CN,P0,1311 - NTN CORPORATION,Tôle,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007891,0.16,0.09,0.03,152.0,178.0,20.3,120.0,-40.0,0.018000000000000002,0.0172,0.018000000000000002,0.125,16.0,0.107,0.14300000000000002,0.11420000000000001,0.099,0.151,0.14100000000000001,0.145,0.002,0.002,0.002,0.002,6.8,6.848,9.152,0.428,5000.0,4300.0,2.288,0.0,0,N,NTN,N218C3,NTN-004,C3,P0,1311 - NTN CORPORATION,Tôle,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007892,0.16,0.09,0.03,152.0,178.0,20.3,120.0,-40.0,0.018000000000000002,0.0172,0.018000000000000002,0.125,16.0,0.107,0.14300000000000002,0.11420000000000001,0.099,0.151,0.14100000000000001,0.145,0.002,0.002,0.002,0.002,6.8,6.848,9.152,0.428,5000.0,4300.0,0.965,0.0,0,N,NTN,N218G1C3,NTN-004,C3,P0,1311 - NTN CORPORATION,Laiton,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007893,0.17,0.095,0.032,166.0,195.0,21.9,120.0,-40.0,,,,,,0.1135,0.1515,0.121,0.106,0.159,0.149,0.154,0.002,0.002,0.0021000000000000003,0.0021000000000000003,,,,,4700.0,4000.0,2.76,0.0,0,N,NTN,N219,NTN-004,CN,P0,1311 - NTN CORPORATION,Tôle,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007894,0.17,0.095,0.032,166.0,195.0,21.9,120.0,-40.0,,,,,,0.1135,0.1515,0.121,0.106,0.159,0.149,0.154,0.002,0.002,0.0021000000000000003,0.0021000000000000003,,,,,4700.0,4000.0,2.895,0.0,0,N,NTN,N219C3,NTN-004,C3,P0,1311 - NTN CORPORATION,Tôle,Acier 100Cr6,Acier 100Cr6,True,,,,
