typ_bearing,name_bearing,D,d,B,Cr,C0r,Cu,Tmax,Tmin,Lw,Le,Dw,Dp,Z,F,E,d1,da_min,Da_max,Dc_max,Db_min,r1a,ra,r1s_min,rs_min,fq_cr,fq_be,fq_bi,fq_ca,vit_max_oil,vit_max_grease,mass,nb_section_stop,nb_groove_be,mounting,brand,name,class,class_radial,class_precision,FNR,material_cage,material_rolling,material_ring,cage,da_max,D1,vit_max_ref,vit_max
RadialRollerBearing,NTN009024,0.14,0.065,0.048,248.0,287.0,34.7,120.0,-20.0,0.032,0.031,0.021,0.10350000000000001,13.0,0.0825,0.1245,,0.076,0.129,,,0.002,0.002,0.0021000000000000003,0.0021000000000000003,4.726,5.181,7.819,0.399,4800.0,4100.0,3.464,0.0,0,NU,NTN,NU2313ET2XC3,NTN-004,C3,P0,1311 - NTN CORPORATION,Polyamide PA4-6,Acier 100Cr6,Acier 100Cr6,True,0.081,,,
RadialRollerBearing,NTN009025,0.14,0.065,0.048,188.0,212.0,25.7,120.0,-40.0,,,,,,0.0835,0.1215,,0.076,0.129,,,0.002,0.002,0.0021000000000000003,0.0021000000000000003,,,,,5200.0,4400.0,3.428,0.0,0,NU,NTN,NU2313G1,NTN-004,CN,P0,1311 - NTN CORPORATION,Laiton,Acier 100Cr6,Acier 100Cr6,True,0.081,,,
RadialRollerBearing,NTN009026,0.15,0.07,0.051000000000000004,223.0,262.0,31.1,120.0,-40.0,0.03,0.0292,0.02,0.11,13.0,0.09,0.13,,0.081,0.139,,,0.002,0.002,0.0021000000000000003,0.0021000000000000003,5.318,5.318,7.682,0.409,4800.0,4100.0,3.989,0.0,0,NU,NTN,NU2314,NTN-004,CN,P0,1311 - NTN CORPORATION,Tôle,Acier 100Cr6,Acier 100Cr6,True,0.08700000000000001,,,
RadialRollerBearing,NTN009027,0.15,0.07,0.051000000000000004,223.0,262.0,31.1,120.0,-40.0,0.03,0.0292,0.02,0.11,13.0,0.09,0.13,,0.081,0.139,,,0.002,0.002,0.0021000000000000003,0.0021000000000000003,5.318,5.318,7.682,0.409,4800.0,4100.0,4.07,0.0,0,NU,NTN,NU2314C3,NTN-004,C3,P0,1311 - NTN CORPORATION,Tôle,Acier 100Cr6,Acier 100Cr6,True,0.08700000000000001,,,
RadialRollerBearing,NTN009028,0.15,0.07,0.051000000000000004,223.0,262.0,31.1,120.0,-40.0,0.03,0.0292,0.02,0.11,13.0,0.09,0.13,,0.081,0.139,,,0.002,0.002,0.0021000000000000003,0.0021000000000000003,5.318,5.318,7.682,0.409,4800.0,4100.0,4.25,0.0,0,NU,NTN,NU2314EG1,NTN-004,CN,P0,1311 - NTN CORPORATION,Laiton,Acier 100Cr6,Acier 100Cr6,True,0.08700000000000001,,,
RadialRollerBearing,NTN009029,0.15,0.07,0.051000000000000004,223.0,262.0,31.1,120.0,-40.0,0.03,0.0292,0.02,0.11,13.0,0.089,0.13,,0.081,0.139,,,0.002,0.002,0.0021000000000000003,0.0021000000000000003,5.318,5.318,7.682,0.409,4400.0,3800.0,3.98,0.0,0,NU,NTN,NU2314EG1C3,NTN-004,C3,P0,1311 - NTN CORPORATION,Laiton,Acier 100Cr6,Acier 100Cr6,True,0.08700000000000001,,,
RadialRollerBearing,NTN009030,0.15,0.07,0.051000000000000004,223.0,262.0,31.1,120.0,-40.0,0.03,0.0292,0.02,0.11,13.0,0.09,0.13,,0.081,0.139,,,0.002,0.002,0.0021000000000000003,0.0021000000000000003,5.318,5.318,7.682,0.409,4800.0,4100.0,3.98,0.0,0,NU,NTN,NU2314G1C3,NTN-004,C3,P0,1311 - NTN CORPORATION,Laiton,Acier 100Cr6,Acier 100Cr6,True,0.08700000000000001,,,
RadialRollerBearing,NTN009031,0.16,0.075,0.055,258.0,300.0,34.9,120.0,-40.0,,,,,,0.0955,0.1395,,0.08600000000000001,0.149,,,0.002,0.002,0.0021000000000000003,0.0021000000000000003,,,,,4500.0,3800.0,5.0,0.0,0,NU,NTN,NU2315,NTN-004,CN,P0,1311 - NTN CORPORATION,Tôle,Acier 100Cr6,Acier 100Cr6,True,0.093,,,
RadialRollerBearing,NTN009032,0.16,0.075,0.055,258.0,300.0,34.9,120.0,-40.0,,,,,,0.0955,0.1395,,0.08600000000000001,0.149,,,0.002,0.002,0.0021000000000000003,0.0021000000000000003,,,,,4500.0,3800.0,4.812,0.0,0,NU,NTN,NU2315C3,NTN-004,C3,P0,1311 - NTN CORPORATION,Tôle,Acier 100Cr6,Acier 100Cr6,True,0.093,,,
RadialRollerBearing,NTN009033,0.16,0.075,0.055,330.0,395.0,45.9,120.0,-40.0,0.038,0.037,0.024,0.11900000000000001,13.0,0.095,0.14300000000000002,,0.08600000000000001,0.149,,,0.002,0.002,0.0021000000000000003,0.0021000000000000003,4.757,5.189,7.811,0.399,4100.0,3500.0,5.305,0.0,0,NU,NTN,NU2315EG1,NTN-004,CN,P0,1311 - NTN CORPORATION,Laiton,Acier 100Cr6,Acier 100Cr6,True,0.093,,,
RadialRollerBearing,NTN009034,0.16,0.075,0.055,330.0,395.0,45.9,120.0,-40.0,0.038,0.037,0.024,0.11900000000000001,13.0,0.095,0.14300000000000002,,0.08600000000000001,0.149,,,0.002,0.002,0.0021000000000000003,0.0021000000000000003,4.757,5.189,7.811,0.399,4100.0,3500.0,5.25,0.0,0,NU,NTN,NU2315EG1C3,NTN-004,C3,P0,1311 - NTN CORPORATION,Laiton,Acier 100Cr6,Acier 100Cr6,True,0.093,,,
RadialRollerBearing,NTN009035,0.17,0.08,0.058,274.0,330.0,37.6,120.0,-40.0,,,,,,0.10300000000000001,0.147,,0.091,0.159,,,0.002,0.002,0.0021000000000000003,0.0021000000000000003,,,,,4200.0,3600.0,5.97,0.0,0,NU,NTN,NU2316,NTN-004,CN,P0,1311 - NTN CORPORATION,Tôle,Acier 100Cr6,Acier 100Cr6,True,0.099,,,
RadialRollerBearing,NTN009036,0.17,0.08,0.058,274.0,330.0,37.6,120.0,-40.0,,,,,,0.10300000000000001,0.147,,0.091,0.159,,,0.002,0.002,0.0021000000000000003,0.0021000000000000003,,,,,4200.0,3600.0,5.99,0.0,0,NU,NTN,NU2316C3,NTN-004,C3,P0,1311 - NTN CORPORATION,Tôle,Acier 100Cr6,Acier 100Cr6,True,0.099,,,
RadialRollerBearing,NTN009037,0.17,0.08,0.058,274.0,330.0,37.6,120.0,-40.0,,,,,,0.10300000000000001,0.147,,0.091,0.159,,,0.002,0.002,0.0021000000000000003,0.0021000000000000003,,,,,4200.0,3600.0,6.23,0.0,0,NU,NTN,NU2316G1C3,NTN-004,C3,P0,1311 - NTN CORPORATION,Laiton,Acier 100Cr6,Acier 100Cr6,True,0.099,,,
RadialRollerBearing,NTN009038,0.18,0.085,0.06,315.0,380.0,42.6,120.0,-40.0,,,,,,0.108,0.156,,0.098,0.167,,,0.0025,0.0025,0.003,0.003,,,,,4000.0,3400.0,6.84,0.0,0,NU,NTN,NU2317,NTN-004,CN,P0,1311 - NTN CORPORATION,Tôle,Acier 100Cr6,Acier 100Cr6,True,0.106,,,
RadialRollerBearing,NTN009039,0.18,0.085,0.06,315.0,380.0,42.6,120.0,-40.0,,,,,,0.108,0.156,,0.098,0.167,,,0.0025,0.0025,0.003,0.003,,,,,4000.0,3400.0,6.84,0.0,0,NU,NTN,NU2317C3,NTN-004,C3,P0,1311 - NTN CORPORATION,Tôle,Acier 100Cr6,Acier 100Cr6,True,0.106,,,
RadialRollerBearing,NTN009040,0.18,0.085,0.06,395.0,485.0,54.4,120.0,-40.0,0.04,0.039,0.026000000000000002,0.134,14.0,0.108,0.16,,0.098,0.167,,,0.0025,0.0025,0.003,0.003,4.96,5.642,8.358,0.403,3700.0,3100.0,7.12,0.0,0,NU,NTN,NU2317EG1,NTN-004,CN,P0,1311 - NTN CORPORATION,Laiton,Acier 100Cr6,Acier 100Cr6,True,0.106,,,
RadialRollerBearing,NTN009041,0.18,0.085,0.06,395.0,485.0,54.4,120.0,-40.0,0.04,0.039,0.026000000000000002,0.134,14.0,0.108,0.16,,0.098,0.167,,,0.0025,0.0025,0.003,0.003,4.96,5.642,8.358,0.403,3700.0,3100.0,7.12,0.0,0,NU,NTN,NU2317EG1C4,NTN-004,C4,P0,1311 - NTN CORPORATION,Laiton,Acier 100Cr6,Acier 100Cr6,True,0.106,,,
RadialRollerBearing,NTN009042,0.19,0.09,0.064,325.0,395.0,43.5,120.0,-40.0,,,,,,0.115,0.165,,0.10300000000000001,0.177,,,0.0025,0.0025,0.003,0.003,,,,,3800.0,3200.0,8.1,0.0,0,NU,NTN,NU2318,NTN-004,CN,P0,1311 - NTN CORPORATION,Tôle,Acier 100Cr6,Acier 100Cr6,True,0.111,,,
RadialRollerBearing,NTN009043,0.19,0.09,0.064,435.0,535.0,59.0,120.0,-40.0,0.044,0.0428,0.028,0.14150000000000001,13.0,0.1135,0.1695,,0.10300000000000001,0.177,,,0.0025,0.0025,0.003,0.003,4.856,5.214,7.786,0.401,3400.0,2900.0,8.52,0.0,0,NU,NTN,NU2318EG1C3,NTN-004,C3,P0,1311 - NTN CORPORATION,Laiton,Acier 100Cr6,Acier 100Cr6,True,0.111,,,
RadialRollerBearing,NTN009044,0.2,0.095,0.067,370.0,460.0,49.9,120.0,-40.0,,,,,,0.1215,0.17350000000000002,,0.108,0.187,,,0.0025,0.0025,0.003,0.003,,,,,3500.0,3000.0,9.24,0.0,0,NU,NTN,NU2319,NTN-004,CN,P0,1311 - NTN CORPORATION,Tôle,Acier 100Cr6,Acier 100Cr6,True,0.11900000000000001,,,
RadialRollerBearing,NTN009045,0.2,0.095,0.067,370.0,460.0,49.9,120.0,-40.0,,,,,,0.1215,0.17350000000000002,,0.108,0.187,,,0.0025,0.0025,0.003,0.003,,,,,3500.0,3000.0,9.24,0.0,0,NU,NTN,NU2319C3,NTN-004,C3,P0,1311 - NTN CORPORATION,Tôle,Acier 100Cr6,Acier 100Cr6,True,0.11900000000000001,,,
RadialRollerBearing,NTN009046,0.2,0.095,0.067,370.0,460.0,49.9,120.0,-40.0,,,,,,0.1215,0.17350000000000002,,0.108,0.187,,,0.0025,0.0025,0.003,0.003,,,,,3500.0,3000.0,9.77,0.0,0,NU,NTN,NU2319G1,NTN-004,CN,P0,1311 - NTN CORPORATION,Laiton,Acier 100Cr6,Acier 100Cr6,True,0.11900000000000001,,,
RadialRollerBearing,NTN009047,0.2,0.095,0.067,370.0,460.0,49.9,120.0,-40.0,,,,,,0.1215,0.17350000000000002,,0.108,0.187,,,0.0025,0.0025,0.003,0.003,,,,,3500.0,3000.0,9.77,0.0,0,NU,NTN,NU2319G1C3,NTN-004,C3,P0,1311 - NTN CORPORATION,Laiton,Acier 100Cr6,Acier 100Cr6,True,0.11900000000000001,,,
RadialRollerBearing,NTN009048,0.29,0.16,0.048,430.0,570.0,54.5,120.0,-40.0,0.03,0.028800000000000003,0.03,0.225,18.0,0.195,0.255,,0.17300000000000001,0.277,,,0.0025,0.0025,0.003,0.003,7.367,7.8,10.2,0.433,2700.0,2300.0,13.7,0.0,0,NU,NTN,NU232,NTN-004,CN,P0,1311 - NTN CORPORATION,Laiton,Acier 100Cr6,Acier 100Cr6,True,0.192,,,
RadialRollerBearing,NTN009049,0.215,0.1,0.073,410.0,505.0,53.7,120.0,-40.0,,,,,,0.1295,0.1855,,0.113,0.202,,,0.0025,0.0025,0.003,0.003,,,,,3400.0,2900.0,12.03,0.0,0,NU,NTN,NU2320,NTN-004,CN,P0,1311 - NTN CORPORATION,Tôle,Acier 100Cr6,Acier 100Cr6,True,0.125,,,
RadialRollerBearing,NTN009050,0.215,0.1,0.073,410.0,505.0,53.7,120.0,-40.0,,,,,,0.1295,0.1855,,0.113,0.202,,,0.0025,0.0025,0.003,0.003,,,,,3400.0,2900.0,12.03,0.0,0,NU,NTN,NU2320C3,NTN-004,C3,P0,1311 - NTN CORPORATION,Tôle,Acier 100Cr6,Acier 100Cr6,True,0.125,,,
RadialRollerBearing,NTN009051,0.215,0.105,0.073,570.0,715.0,75.7,120.0,-40.0,0.052000000000000005,0.0508,0.032,0.1595,13.0,0.1275,0.1915,,0.11800000000000001,0.202,,,0.0025,0.0025,0.003,0.003,4.784,5.196,7.804,0.4,3100.0,2600.0,12.8,0.0,0,NU,NTN,NU2320EG1,NTN-004,CN,P0,1311 - NTN CORPORATION,Laiton,Acier 100Cr6,Acier 100Cr6,True,0.125,,,
RadialRollerBearing,NTN009052,0.215,0.105,0.073,570.0,715.0,75.7,120.0,-40.0,0.052000000000000005,0.0508,0.032,0.1595,13.0,0.1275,0.1915,,0.11800000000000001,0.202,,,0.0025,0.0025,0.003,0.003,4.784,5.196,7.804,0.4,3100.0,2600.0,12.79,0.0,0,NU,NTN,NU2320EG1C3,NTN-004,C3,P0,1311 - NTN CORPORATION,Laiton,Acier 100Cr6,Acier 100Cr6,True,0.125,,,
RadialRollerBearing,NTN009053,0.215,0.1,0.073,410.0,505.0,53.7,120.0,-40.0,,,,,,0.1295,0.1855,,0.113,0.202,,,0.0025,0.0025,0.003,0.003,,,,,3400.0,2900.0,12.5,0.0,0,NU,NTN,NU2320G1,NTN-004,CN,P0,1311 - NTN CORPORATION,Laiton,Acier 100Cr6,Acier 100Cr6,True,0.125,,,
RadialRollerBearing,NTN009054,0.215,0.1,0.073,410.0,505.0,53.7,120.0,-40.0,,,,,,0.1295,0.1855,,0.113,0.202,,,0.0025,0.0025,0.003,0.003,,,,,3400.0,2900.0,12.755,0.0,0,NU,NTN,NU2320G1C3,NTN-004,C3,P0,1311 - NTN CORPORATION,Laiton,Acier 100Cr6,Acier 100Cr6,True,0.125,,,
RadialRollerBearing,NTN009055,0.24,0.11,0.08,605.0,790.0,81.5,120.0,-40.0,,,,,,0.14300000000000002,0.20700000000000002,,0.123,0.227,,,0.0025,0.0025,0.003,0.003,,,,,3100.0,2600.0,17.1,0.0,0,NU,NTN,NU2322,NTN-004,CN,P0,1311 - NTN CORPORATION,Laiton,Acier 100Cr6,Acier 100Cr6,True,0.14,,,
RadialRollerBearing,NTN009056,0.24,0.11,0.08,675.0,880.0,90.7,120.0,-40.0,0.055,0.0538,0.034,0.177,14.0,0.14300000000000002,0.211,,0.123,0.227,,,0.0025,0.0025,0.003,0.003,5.014,5.655,8.345,0.404,2800.0,2400.0,17.3,0.0,0,NU,NTN,NU2322EG1,NTN-004,CN,P0,1311 - NTN CORPORATION,Laiton,Acier 100Cr6,Acier 100Cr6,True,0.14,,,
RadialRollerBearing,NTN009057,0.24,0.11,0.08,675.0,880.0,90.7,120.0,-40.0,0.055,0.0538,0.034,0.177,14.0,0.14300000000000002,0.211,,0.123,0.227,,,0.0025,0.0025,0.003,0.003,5.014,5.655,8.345,0.404,2800.0,2400.0,17.3,0.0,0,NU,NTN,NU2322EG1C3,NTN-004,C3,P0,1311 - NTN CORPORATION,Laiton,Acier 100Cr6,Acier 100Cr6,True,0.14,,,
RadialRollerBearing,NTN009058,0.26,0.12,0.08600000000000001,710.0,920.0,92.5,120.0,-40.0,,,,,,0.154,0.226,,0.133,0.247,,,0.0025,0.0025,0.003,0.003,,,,,2800.0,2400.0,21.5,0.0,0,NU,NTN,NU2324,NTN-004,CN,P0,1311 - NTN CORPORATION,Laiton,Acier 100Cr6,Acier 100Cr6,True,0.151,,,
RadialRollerBearing,NTN009059,0.26,0.12,0.08600000000000001,795.0,1030.0,104.0,120.0,-40.0,0.062,0.0606,0.038,0.192,13.0,0.154,0.23,,0.133,0.247,,,0.0025,0.0025,0.003,0.003,4.855,5.214,7.786,0.401,2500.0,2200.0,23.085,0.0,0,NU,NTN,NU2324EG1C3,NTN-004,C3,P0,1311 - NTN CORPORATION,Laiton,Acier 100Cr6,Acier 100Cr6,True,0.151,,,
RadialRollerBearing,NTN009060,0.28,0.13,0.093,840.0,1130.0,111.0,120.0,-40.0,,,,,,0.167,0.243,,0.146,0.264,,,0.003,0.003,0.004,0.004,,,,,2600.0,2200.0,28.73,0.0,0,NU,NTN,NU2326,NTN-004,CN,P0,1311 - NTN CORPORATION,Laiton,Acier 100Cr6,Acier 100Cr6,True,0.164,,,
RadialRollerBearing,NTN009061,0.28,0.13,0.093,920.0,1230.0,121.0,120.0,-40.0,0.065,0.0636,0.04,0.20700000000000002,14.0,0.167,0.247,,0.146,0.264,,,0.003,0.003,0.004,0.004,4.982,5.647,8.353,0.403,2300.0,2000.0,27.4,0.0,0,NU,NTN,NU2326EG1,NTN-004,CN,P0,1311 - NTN CORPORATION,Laiton,Acier 100Cr6,Acier 100Cr6,True,0.164,,,
RadialRollerBearing,NTN009062,0.28,0.13,0.093,920.0,1230.0,121.0,120.0,-40.0,0.065,0.0636,0.04,0.20700000000000002,14.0,0.167,0.247,,0.146,0.264,,,0.003,0.003,0.004,0.004,4.982,5.647,8.353,0.403,2300.0,2000.0,28.885,0.0,0,NU,NTN,NU2326EG1C3,NTN-004,C3,P0,1311 - NTN CORPORATION,Laiton,Acier 100Cr6,Acier 100Cr6,True,0.164,,,
RadialRollerBearing,NTN009063,0.3,0.14,0.10200000000000001,920.0,1250.0,,120.0,-40.0,0.065,0.062,0.04,0.22,14.0,0.18,0.26,,0.156,0.28400000000000003,,,0.003,0.003,0.004,0.004,5.318,5.727,8.273,0.409,2300.0,2000.0,34.1,0.0,0,NU,NTN,NU2328C3,NTN-004,C3,P0,1311 - NTN CORPORATION,Laiton,Acier 100Cr6,Acier 100Cr6,True,0.176,,,
RadialRollerBearing,NTN009064,0.3,0.14,0.10200000000000001,1020.0,1380.0,133.0,120.0,-40.0,0.07,0.0686,0.042,0.222,14.0,0.18,0.264,,0.156,0.28400000000000003,,,0.003,0.003,0.004,0.004,5.097,5.676,8.324,0.405,2100.0,1800.0,36.05,0.0,0,NU,NTN,NU2328EG1C3,NTN-004,C3,P0,1311 - NTN CORPORATION,Laiton,Acier 100Cr6,Acier 100Cr6,True,0.176,,,
RadialRollerBearing,NTN009065,0.3,0.14,0.10200000000000001,1020.0,1380.0,133.0,120.0,-40.0,0.07,0.0686,0.042,0.222,14.0,0.18,0.264,,0.156,0.28400000000000003,,,0.003,0.003,0.004,0.004,5.097,5.676,8.324,0.405,2100.0,1800.0,35.6,0.0,0,NU,NTN,NU2328EGRBC3,NTN-004,C3,P0,1311 - NTN CORPORATION,Laiton,Acier 100Cr6,Acier 100Cr6,True,0.176,,,
RadialRollerBearing,NTN009066,0.29,0.16,0.048,430.0,570.0,54.5,120.0,-40.0,0.03,0.028800000000000003,0.03,0.225,18.0,0.195,0.255,,0.17300000000000001,0.277,,,0.0025,0.0025,0.003,0.003,7.367,7.8,10.2,0.433,2700.0,2300.0,13.7,0.0,0,NU,NTN,NU232C3,NTN-004,C3,P0,1311 - NTN CORPORATION,Laiton,Acier 100Cr6,Acier 100Cr6,True,0.192,,,
RadialRollerBearing,NTN009067,0.29,0.16,0.048,500.0,665.0,63.6,120.0,-40.0,0.032,0.0308,0.032,0.227,19.0,0.195,0.259,,0.17300000000000001,0.277,,,0.0025,0.0025,0.003,0.003,6.953,8.161,10.839,0.43,2400.0,2100.0,13.7,0.0,0,NU,NTN,NU232EG1C3,NTN-004,C3,P0,1311 - NTN CORPORATION,Laiton,Acier 100Cr6,Acier 100Cr6,True,0.192,,,
RadialRollerBearing,NTN009068,0.29,0.16,0.048,500.0,665.0,63.6,120.0,-40.0,0.032,0.0308,0.032,0.227,19.0,0.195,0.259,,0.17300000000000001,0.277,,,0.0025,0.0025,0.003,0.003,6.953,8.161,10.839,0.43,2400.0,2100.0,13.7,0.0,0,NU,NTN,NU232EG1C4,NTN-004,C4,P0,1311 - NTN CORPORATION,Laiton,Acier 100Cr6,Acier 100Cr6,True,0.192,,,
RadialRollerBearing,NTN009069,0.31,0.17,0.052000000000000005,475.0,635.0,59.6,120.0,-40.0,,,,,,0.20800000000000002,0.272,,0.186,0.294,,,0.003,0.003,0.004,0.004,,,,,2500.0,2200.0,16.7,0.0,0,NU,NTN,NU234,NTN-004,CN,P0,1311 - NTN CORPORATION,Laiton,Acier 100Cr6,Acier 100Cr6,True,0.20400000000000001,,,
RadialRollerBearing,NTN009070,0.31,0.17,0.052000000000000005,475.0,635.0,59.6,120.0,-40.0,,,,,,0.20800000000000002,0.272,,0.186,0.294,,,0.003,0.003,0.004,0.004,,,,,2500.0,2200.0,16.7,0.0,0,NU,NTN,NU234C3,NTN-004,C3,P0,1311 - NTN CORPORATION,Laiton,Acier 100Cr6,Acier 100Cr6,True,0.20400000000000001,,,
RadialRollerBearing,NTN009071,0.31,0.17,0.052000000000000005,605.0,800.0,75.0,120.0,-40.0,0.036000000000000004,0.0346,0.036000000000000004,0.243,18.0,0.20700000000000002,0.279,,0.186,0.294,,,0.003,0.003,0.004,0.004,6.602,7.667,10.333,0.426,2300.0,2000.0,18.05,0.0,0,NU,NTN,NU234EG1C3,NTN-004,C3,P0,1311 - NTN CORPORATION,Laiton,Acier 100Cr6,Acier 100Cr6,True,0.20400000000000001,,,
RadialRollerBearing,NTN009072,0.32,0.18,0.052000000000000005,495.0,675.0,62.5,120.0,-40.0,,,,,,0.218,0.28200000000000003,,0.196,0.304,,,0.003,0.003,0.004,0.004,,,,,2400.0,2000.0,17.7,0.0,0,NU,NTN,NU236,NTN-004,CN,P0,1311 - NTN CORPORATION,Laiton,Acier 100Cr6,Acier 100Cr6,True,0.214,,,
RadialRollerBearing,NTN009073,0.32,0.18,0.052000000000000005,495.0,675.0,62.5,120.0,-40.0,,,,,,0.218,0.28200000000000003,,0.196,0.304,,,0.003,0.003,0.004,0.004,,,,,2400.0,2000.0,19.025,0.0,0,NU,NTN,NU236C3,NTN-004,C3,P0,1311 - NTN CORPORATION,Laiton,Acier 100Cr6,Acier 100Cr6,True,0.214,,,
RadialRollerBearing,NTN009074,0.32,0.18,0.052000000000000005,625.0,850.0,78.7,120.0,-40.0,0.036000000000000004,0.0346,0.036000000000000004,0.253,19.0,0.217,0.289,,0.196,0.304,,,0.003,0.003,0.004,0.004,6.885,8.148,10.852,0.429,2200.0,1800.0,17.7,0.0,0,NU,NTN,NU236EG1,NTN-004,CN,P0,1311 - NTN CORPORATION,Laiton,Acier 100Cr6,Acier 100Cr6,True,0.214,,,
RadialRollerBearing,NTN009075,0.34,0.19,0.055,555.0,770.0,70.1,120.0,-40.0,0.034,0.032799999999999996,0.034,0.265,19.0,0.231,0.299,,0.20600000000000002,0.324,,,0.003,0.003,0.004,0.004,7.666,8.281,10.719,0.436,2200.0,1900.0,21.3,0.0,0,NU,NTN,NU238C3,NTN-004,C3,P0,1311 - NTN CORPORATION,Laiton,Acier 100Cr6,Acier 100Cr6,True,0.227,,,
RadialRollerBearing,NTN009076,0.34,0.19,0.055,695.0,955.0,86.9,120.0,-40.0,0.038,0.0366,0.038,0.268,19.0,0.23,0.306,,0.20600000000000002,0.324,,,0.003,0.003,0.004,0.004,6.911,8.153,10.847,0.429,2000.0,1700.0,24.2,0.0,0,NU,NTN,NU238EG1C3,NTN-004,C3,P0,1311 - NTN CORPORATION,Laiton,Acier 100Cr6,Acier 100Cr6,True,0.227,,,
RadialRollerBearing,NTN009077,0.34,0.19,0.055,695.0,955.0,86.9,120.0,-40.0,0.038,0.0366,0.038,0.268,19.0,0.23,0.306,,0.20600000000000002,0.324,,,0.003,0.003,0.004,0.004,6.911,8.153,10.847,0.429,2000.0,1700.0,22.5,0.0,0,NU,NTN,NU238EHSGRC3S30,NTN-004,C3,P0,1311 - NTN CORPORATION,Laiton,Acier 100Cr6,Acier 100Cr6,True,0.227,,,
RadialRollerBearing,NTN009078,0.36,0.2,0.058,620.0,865.0,77.5,120.0,-40.0,,,,,,0.244,0.316,,0.216,0.34400000000000003,,,0.003,0.003,0.004,0.004,,,,,2100.0,1800.0,25.5,0.0,0,NU,NTN,NU240,NTN-004,CN,P0,1311 - NTN CORPORATION,Laiton,Acier 100Cr6,Acier 100Cr6,True,0.24,,,
RadialRollerBearing,NTN009079,0.36,0.2,0.058,620.0,865.0,77.5,120.0,-40.0,,,,,,0.244,0.316,,0.216,0.34400000000000003,,,0.003,0.003,0.004,0.004,,,,,2100.0,1800.0,25.5,0.0,0,NU,NTN,NU240C3,NTN-004,C3,P0,1311 - NTN CORPORATION,Laiton,Acier 100Cr6,Acier 100Cr6,True,0.24,,,
RadialRollerBearing,NTN009080,0.36,0.2,0.058,620.0,865.0,77.5,120.0,-40.0,,,,,,0.244,0.316,,0.216,0.34400000000000003,,,0.003,0.003,0.004,0.004,,,,,2100.0,1800.0,25.5,0.0,0,NU,NTN,NU240CM,NTN-004,CM,P0,1311 - NTN CORPORATION,Laiton,Acier 100Cr6,Acier 100Cr6,True,0.24,,,
RadialRollerBearing,NTN009081,0.36,0.2,0.058,765.0,1060.0,94.9,120.0,-40.0,0.04,0.0386,0.04,0.28300000000000003,19.0,0.243,0.323,,0.216,0.34400000000000003,,,0.003,0.003,0.004,0.004,6.934,8.157,10.843,0.429,1900.0,1600.0,25.3,0.0,0,NU,NTN,NU240EG1,NTN-004,CN,P0,1311 - NTN CORPORATION,Laiton,Acier 100Cr6,Acier 100Cr6,True,0.24,,,
RadialRollerBearing,NTN009082,0.36,0.2,0.058,765.0,1060.0,94.9,120.0,-40.0,0.04,0.0386,0.04,0.28300000000000003,19.0,0.243,0.323,,0.216,0.34400000000000003,,,0.003,0.003,0.004,0.004,6.934,8.157,10.843,0.429,1900.0,1600.0,26.27,0.0,0,NU,NTN,NU240EG1C3,NTN-004,C3,P0,1311 - NTN CORPORATION,Laiton,Acier 100Cr6,Acier 100Cr6,True,0.24,,,
RadialRollerBearing,NTN009083,0.36,0.2,0.058,765.0,1060.0,94.9,120.0,-40.0,0.04,0.0386,0.04,0.28300000000000003,19.0,0.243,0.323,,0.216,0.34400000000000003,,,0.003,0.003,0.004,0.004,6.934,8.157,10.843,0.429,1900.0,1600.0,26.5,0.0,0,NU,NTN,NU240EHSGRBC3S30,NTN-004,C3,P0,1311 - NTN CORPORATION,Laiton,Acier 100Cr6,Acier 100Cr6,True,0.24,,,
RadialRollerBearing,NTN009084,0.4,0.22,0.065,760.0,1080.0,93.8,120.0,-40.0,0.04,0.0386,0.04,0.31,19.0,0.27,0.35000000000000003,,0.23600000000000002,0.384,,,0.003,0.003,0.004,0.004,7.621,8.274,10.726,0.435,1900.0,1600.0,37.7,0.0,0,NU,NTN,NU244,NTN-004,CN,P0,1311 - NTN CORPORATION,Laiton,Acier 100Cr6,Acier 100Cr6,True,0.266,,,
RadialRollerBearing,NTN009085,0.44,0.24,0.07200000000000001,935.0,1340.0,113.0,120.0,-40.0,,,,,,0.295,0.385,,0.256,0.424,,,0.003,0.003,0.004,0.004,,,,,1700.0,1500.0,49.94,0.0,0,NU,NTN,NU248,NTN-004,CN,P0,1311 - NTN CORPORATION,Laiton,Acier 100Cr6,Acier 100Cr6,True,0.293,,,
RadialRollerBearing,NTN009086,0.44,0.24,0.07200000000000001,935.0,1340.0,113.0,120.0,-40.0,,,,,,0.295,0.385,,0.256,0.424,,,0.003,0.003,0.004,0.004,,,,,1700.0,1500.0,49.9,0.0,0,NU,NTN,NU248C3,NTN-004,C3,P0,1311 - NTN CORPORATION,Laiton,Acier 100Cr6,Acier 100Cr6,True,0.293,,,
RadialRollerBearing,NTN009087,0.48,0.26,0.08,1150.0,1660.0,137.0,120.0,-40.0,0.05,0.04820000000000001,0.05,0.37,19.0,0.32,0.42,,0.28,0.46,,,0.004,0.004,0.005,0.005,7.265,8.216,10.784,0.432,1600.0,1300.0,66.4,0.0,0,NU,NTN,NU252,NTN-004,CN,P0,1311 - NTN CORPORATION,Laiton,Acier 100Cr6,Acier 100Cr6,True,0.318,,,
