% # columns="iteration, evaluation, sigma, max axis length,  min axis length, all principle axes lengths  (sorted square roots of eigenvalues of C)", seed=539137, Mon Aug  3 15:31:45 2020
1 8 0.09003869060567243 1.0000400008000108 1.0 1.0 1.00001000005 1.0000200002000015 1.0000300004500045 1.0000400008000108
2 16 0.08621595402786028 1.0561627174319193 0.9117273850448976 0.9117273850448976 0.9174571878276927 0.9652266305381391 1.0003377295547193 1.0561627174319193
3 24 0.08382509414833668 1.1045471352701168 0.8668314555300641 0.8668314555300641 0.9040554187011149 0.92402362102825 0.9500483455066996 1.1045471352701168
4 32 0.09301460578377917 1.1437332774094513 0.7800812208277772 0.7800812208277772 0.8945229992268987 0.9143604588165181 0.9492696727593614 1.1437332774094513
5 40 0.10113635179886245 1.1908274756859396 0.673766072552687 0.673766072552687 0.9157110909439936 0.9352269198485632 1.041584080459422 1.1908274756859396
6 48 0.09126651190815155 1.2932406794389941 0.595583613999457 0.595583613999457 0.9265021035145861 0.9381883711350305 1.030114972959979 1.2932406794389941
7 56 0.0916423844957889 1.297599047933498 0.5782983319000922 0.5782983319000922 0.8509782437437042 0.9052947945940268 1.0410032539033207 1.297599047933498
8 64 0.09213676556310667 1.3226197429569764 0.5351245753519112 0.5351245753519112 0.7950171010332507 1.0209090957749738 1.0533740380242067 1.3226197429569764
9 72 0.0844458334173803 1.3826527562787427 0.5361479125129731 0.5361479125129731 0.8235841985287824 0.898228217587075 1.0424580142470272 1.3826527562787427
10 80 0.08817695992450472 1.2689045889870496 0.5273385655385754 0.5273385655385754 0.8132334507170733 0.8928228096629445 0.9746483818709015 1.2689045889870496
11 88 0.0809067743438852 1.4021460625923419 0.49689108056382997 0.49689108056382997 0.8053227246024834 0.8920563120489767 0.9483608751597056 1.4021460625923419
12 96 0.07920231623557578 1.401298955297675 0.42911419718905736 0.42911419718905736 0.7706533421076144 0.9004901443321367 0.9689625299928852 1.401298955297675
13 104 0.07692437051539114 1.4052485190750736 0.41201779106055675 0.41201779106055675 0.7695759359961936 0.8764188821460185 0.9729083171647058 1.4052485190750736
14 112 0.06680972664289678 1.399507107887436 0.3921785626581965 0.3921785626581965 0.7512983126759161 0.8708589427954653 0.9166502744284284 1.399507107887436
15 120 0.06154620943505069 1.3332217743424128 0.3757789048916678 0.3757789048916678 0.7340950358383744 0.8265080377198752 0.9294558366645315 1.3332217743424128
16 128 0.056850132577679915 1.3101907325738162 0.37474613654980077 0.37474613654980077 0.7270700282170369 0.7879650493416462 0.8939388257543642 1.3101907325738162
