% # columns="iteration, evaluation, sigma, void, void,  stds==sigma*sqrt(diag(C))", seed=855161, Tue Oct 27 15:45:36 2020, <python>{}</python>
141 1410 0.011971513648041571 0 0 0.0011421882053140517 0.0015645708681022638 0.013780928418432856 0.015719224731719633 0.013979005212141602 0.01727917808360639 0.01396776952367822 0.011030445311036655 0.02777482033395671
142 1420 0.010983605073240437 0 0 0.0010336200094769364 0.001406416477356908 0.01239693361359141 0.014257097758388881 0.012576734094951095 0.01573393296736728 0.012498016043302014 0.010034969070771808 0.024733886837034473
143 1430 0.009677862450803867 0 0 0.0009041416762351754 0.001222009045635304 0.01099831830315745 0.012539820400236856 0.01097343814990076 0.013706878306792115 0.010910991666927074 0.00895170645253116 0.021438422932496287
144 1440 0.009060890184329403 0 0 0.0008123439049188408 0.0010837207590918714 0.010035298676118647 0.011322743634399545 0.009908154635438815 0.012307362056179695 0.009884628730998445 0.0083647020894555 0.02020043215881737
145 1450 0.009352213371999778 0 0 0.0008476791873008208 0.001114217932223777 0.010556526873544537 0.011757160785416037 0.010288533182106093 0.012648768494566509 0.010206233764235522 0.008739966172602105 0.02060001442445095
146 1460 0.008498215471724252 0 0 0.0007800934720310521 0.00102271834136316 0.009743873325859026 0.01097495091609887 0.009304919238154127 0.01176790978519888 0.009344754877663668 0.008014049364298809 0.018434703128557037
147 1470 0.00826454312106666 0 0 0.0007791644117961696 0.0010036893704846682 0.009737008199453565 0.010765699688177671 0.0092200991169981 0.01163701363799033 0.009243965531893442 0.007861673544778526 0.018124727355524683
148 1480 0.007504666007964713 0 0 0.0007000575897158761 0.0008885080545318157 0.008594165134034472 0.009612783642251547 0.008380530981402474 0.010355410825712976 0.008329312249177476 0.007028397716626029 0.0165650314578164
149 1490 0.00686398362441774 0 0 0.000637251504724987 0.0008107885023331188 0.007830328156507855 0.008733535819524909 0.007701202260466765 0.009429657850617395 0.007654249166614535 0.006412486984307319 0.015492419120956492
150 1500 0.006722931331564487 0 0 0.0006125847338603423 0.0007934841841898793 0.007842185280218713 0.008320090180221992 0.007496353404257809 0.008975628975595227 0.007505768017947944 0.006635374312600466 0.01520445112276088
151 1510 0.00645456239926176 0 0 0.000596696847495886 0.0007659888713302191 0.007691057500391202 0.008181038348654331 0.007208686511403007 0.00883819162967023 0.007206486642700044 0.0063764821433137655 0.014632234608292665
152 1520 0.006171223616154119 0 0 0.0005811199901832643 0.000736957041027182 0.007451082969130849 0.0079418615700728 0.007008903033404194 0.008537071768394067 0.006937330679831454 0.006119235401438925 0.013904712552263436
153 1530 0.0061763043392205124 0 0 0.0006043689407016304 0.0007655445767367295 0.007653924939941777 0.008191197509141643 0.007414832618018996 0.008781031686484548 0.0073789419038300065 0.006044189927760413 0.014014365604987878
154 1540 0.005832969632445815 0 0 0.0005790496054839778 0.0007265597159941096 0.007392754584172684 0.007845180126303166 0.007046186068292564 0.008365350585057628 0.007023150946998198 0.005715939426494785 0.013080515453349583
155 1550 0.005286752050207141 0 0 0.0005138230119416693 0.0006439400002515884 0.006589403274367786 0.006931005224738436 0.00633348588702963 0.007376790940918288 0.006290572532896573 0.005125685616980304 0.011857989485898406
156 1560 0.004778350349972537 0 0 0.0004623240988967948 0.000569294545038294 0.005908519888543586 0.00619394221551513 0.0057128432534675685 0.006518599828318534 0.005596253311557999 0.004546354857860054 0.010624254399798107
157 1570 0.00462162065419032 0 0 0.0004403344282833167 0.0005418144739667444 0.005555239484197478 0.005903967196125938 0.005483545099736374 0.006218778792907879 0.005375799815928616 0.004328215268544843 0.00988501719126174
158 1580 0.004492610459600251 0 0 0.00041572245478206806 0.000518830505530861 0.005270233346294036 0.005642763236664209 0.005136127020202099 0.005944599861725107 0.005120709631476939 0.0040244251800107675 0.009638607684220084
159 1590 0.00484100789168334 0 0 0.0004510734836579716 0.0005675595084605354 0.005688231083494845 0.006139158795133036 0.005737760337231209 0.006459133998585824 0.00562697908382415 0.00431817776664894 0.010843776861645001
160 1600 0.004935563204973793 0 0 0.00045177225807854386 0.0005643190760715103 0.005739360414812154 0.006170931808792835 0.005788515686481146 0.006501635748749998 0.005664842318328191 0.00449901084416807 0.010780613593608853
161 1610 0.0048739921444320685 0 0 0.0004393720893846037 0.0005566957568190562 0.00570902484124708 0.005986874644648873 0.005698117896324388 0.0062513344619988115 0.00559526764565183 0.004511563968396913 0.010304506543364575
162 1620 0.004730070564789717 0 0 0.0004373245053811738 0.000540142591439683 0.00579663558811245 0.005955633263326185 0.005653936794949362 0.006172821109083722 0.005533421046844931 0.004514173869800785 0.009890082850296598
163 1630 0.00477265776657344 0 0 0.0004381635757748932 0.0005336766137401176 0.0058460775565566505 0.005968595180173679 0.005690745384951973 0.006200531221874483 0.005583824729352239 0.004571733293925647 0.010036625231141502
164 1640 0.004641255946350329 0 0 0.00041459165725901866 0.000502432328967589 0.005501941527721707 0.005682813974415064 0.005456710315871255 0.005794625514213938 0.0053842061047669814 0.004331681383094258 0.009922365909492829
165 1650 0.004416198094294172 0 0 0.0003944210488579512 0.0004767247157253434 0.005179467397306245 0.005377069638407639 0.005273640045940187 0.005461856648444535 0.005212282823571651 0.004125292534767716 0.009403577547960694
166 1660 0.004315882471054948 0 0 0.0003843741005660241 0.00046888788547409024 0.005100664947861681 0.005231697118443759 0.005164840004061156 0.005343287875284316 0.005084686770909573 0.004080492772922936 0.00911802052456891
167 1670 0.004713903636533937 0 0 0.00042651585355742475 0.0005227343141785741 0.0055832312261325295 0.005825295952194543 0.00572691425242649 0.006056212145315055 0.005635461081749624 0.004476458807600047 0.009646278575104852
168 1680 0.005113105997164188 0 0 0.00046293495401494107 0.0005646176312501376 0.00605223232125503 0.006291775145904519 0.006281487682141253 0.006536334047902588 0.006227798669580639 0.005070293293252353 0.010532687007694042
169 1690 0.0054523729258948075 0 0 0.0005088803521010471 0.0006158330990825769 0.006668094104567105 0.006868495560800165 0.006890250009314969 0.0070960246289396576 0.006870016601970969 0.005507358519883822 0.011264743769910471
170 1700 0.0058574317109218715 0 0 0.0005581783212089304 0.0006662330673885285 0.007272109849127885 0.007384093948068193 0.0077020575550060385 0.007542972122019703 0.007679954148021184 0.0060131400262167945 0.011954099114111792
171 1710 0.006106562631864131 0 0 0.0005789450385259307 0.0006879202320815726 0.00748382478589569 0.007661465276948307 0.008071189018907025 0.007854427568430461 0.008075863430599494 0.006516109833634976 0.012460584945247854
172 1720 0.005992574381179648 0 0 0.0005590951597643168 0.0006688257953381241 0.007198724945755225 0.007393473962159749 0.007896091677756878 0.007539312152965967 0.007923009572355895 0.006353927372888222 0.01230035395020353
173 1730 0.006270133010887998 0 0 0.0005840352872471547 0.0007017496687278665 0.0075577927942001915 0.007725256510507431 0.008477633922260468 0.007859600595289796 0.00844088183041357 0.006607176920135894 0.012663073988998344
174 1740 0.007132591191543594 0 0 0.0006640714455760185 0.0008121086647546707 0.008594233118006925 0.008656315102137963 0.010200273327712473 0.008756998371032196 0.010126911498400136 0.007344569964359763 0.01435568516836234
175 1750 0.00735400257412127 0 0 0.0006920838493166755 0.0008403620468665231 0.009034738440923885 0.009003519056406834 0.010809845691356006 0.008997664710723113 0.010730855266813685 0.00769346984418916 0.015374570460196411
176 1760 0.007609596316183891 0 0 0.0007153957701678324 0.0008703749388349446 0.009275320241158666 0.009262050758714188 0.011231958777684485 0.009239947211428427 0.011155707781220554 0.008373555370249626 0.01572999241060588
177 1770 0.008003433126509012 0 0 0.0007237283727171762 0.0008975448979844375 0.009790386141807186 0.009366672857885231 0.01208505820365369 0.00928754488387091 0.011978412411879092 0.008876079103073916 0.01647039171732528
178 1780 0.009549957813902128 0 0 0.0008673375809720559 0.0010819676617600847 0.011663884206489077 0.011218363103381097 0.014693831683394146 0.01106767447525379 0.01462807502646362 0.011244685923257888 0.01980162322376131
179 1790 0.011830030479920706 0 0 0.0010563366873291991 0.0013500017848944311 0.014305872512656498 0.01365166826425818 0.018755055904707132 0.013536719546622217 0.018645770572028753 0.014582877182537712 0.024715314808333427
180 1800 0.012657434522874423 0 0 0.0011029679588120077 0.0013987458052642616 0.014659519915209905 0.014230780747195535 0.019469800950744187 0.014179688001418824 0.019266643590523096 0.015486372575426883 0.02609598248667939
181 1810 0.012441244477589685 0 0 0.001087353457542287 0.0013714070612259777 0.014408837067847428 0.014099297665780443 0.01896996514789754 0.013992368820424705 0.018790892105543362 0.014865263562069403 0.025486461722929357
182 1820 0.01185592594676249 0 0 0.0010028020336374274 0.001229237557628541 0.013361910272431339 0.01321691115207385 0.016952106740059265 0.01303016225188482 0.01671655343465266 0.014023827308441861 0.02375878251950429
183 1830 0.010701249502624344 0 0 0.0008976216109465884 0.0011044794934012118 0.011971291537723113 0.01183362415175798 0.015127196621124467 0.011620309830691474 0.014866612294701044 0.012821044984795188 0.021619687918872497
184 1840 0.009996235401994222 0 0 0.0008267052846579336 0.0010210758968593925 0.010929869264959095 0.010909200670758876 0.013971934385381355 0.01066780885746546 0.01375985472089262 0.01216931366807979 0.019877134452584048
185 1850 0.010050807712770825 0 0 0.0008448757523474658 0.001029362321291688 0.010986975586080599 0.01107704500221437 0.014157333287998295 0.010982052575831684 0.013843282104823582 0.012238164577989713 0.019830854185239853
186 1860 0.010095646165589016 0 0 0.0008519723361267187 0.0010378547368822808 0.010972131219965918 0.011077025949056785 0.014393143846096624 0.011014466941633737 0.014017318912899111 0.01203290655115865 0.02055513489043712
187 1870 0.009673819079913907 0 0 0.000788583209623426 0.0009660320540699011 0.010058044388860968 0.010199764868434075 0.013397731194279469 0.010135929290734036 0.013064830156680416 0.011531859487245513 0.019441121334490028
188 1880 0.009286367612704904 0 0 0.0007551529559984095 0.0009224156294042986 0.00984391133184325 0.009784848615264621 0.01309554695139202 0.009608483638880885 0.012764576681662424 0.011139642421640585 0.019213109670318838
189 1890 0.009825112589387152 0 0 0.000785511297604223 0.0009790626837888035 0.01028337620889203 0.010055688118465241 0.013978429713975648 0.009908165606597862 0.01372557548879456 0.012065369886594542 0.02175076653158128
190 1900 0.009890009735624605 0 0 0.0007374312719852073 0.0009292994057139619 0.009788359527229335 0.009501659033585155 0.013629320052949614 0.009226293923237785 0.013419969203878477 0.012296633084333713 0.02170805350571831
191 1910 0.009969713049059137 0 0 0.0007280239858222285 0.000929103217580037 0.009783592688988343 0.009407703536690447 0.013609658543215135 0.009155228361061423 0.013457954579547625 0.012873903357708816 0.02251762151697533
192 1920 0.010164800724389621 0 0 0.0007303567474785876 0.0009364026471209385 0.009631946654110459 0.009348356616977466 0.013792121838115269 0.009122789928596626 0.013614032340115994 0.013187512996598236 0.023040100107112826
193 1930 0.008686394527009783 0 0 0.0006216831094931406 0.0007995210067680508 0.008104750320488706 0.007859344947263933 0.011667319042283152 0.00768669608552411 0.011492523761165503 0.01077252884848587 0.019802292869434475
194 1940 0.00821318004849955 0 0 0.0005865540791729567 0.0007514567322700115 0.007699375195284355 0.007429579793281897 0.010965313401739191 0.007261817373643612 0.010798922801710237 0.009863472662542757 0.018659723150846096
195 1950 0.007824124084338224 0 0 0.000548814308732949 0.0007083601826243129 0.007248685371816591 0.006968131785264144 0.010392926790606345 0.006872404151718393 0.010213659181768179 0.009341076741876937 0.017623171779902604
196 1960 0.007994273961216722 0 0 0.00055406640214946 0.0007266454795667732 0.00735931301554694 0.006968947050663509 0.010723420589514972 0.006896141774477428 0.010593677188355823 0.009687514618518987 0.01799609346619818
197 1970 0.007540183693361482 0 0 0.0004915684665738666 0.0006429068129146506 0.006544337824364591 0.006218334114170599 0.009652686888474923 0.006057276991376335 0.009551830112240449 0.00907887254875183 0.016581388738955878
198 1980 0.006914750577981352 0 0 0.00043854256474191956 0.000578301870322046 0.005879417282245189 0.005525999844083144 0.008611557857502198 0.005376108917028701 0.008531892354672234 0.008284950572004159 0.015244301317286112
199 1990 0.006426283334979683 0 0 0.00040845137402391714 0.0005377736596697987 0.005520905503141911 0.005164248410096281 0.008104361722989735 0.005033625885447948 0.008007812688252193 0.007680772350367197 0.014517006014530301
200 2000 0.006260566602527811 0 0 0.00039258174701510475 0.0005170955472032137 0.00533259461582228 0.004937827719914911 0.007928272496093527 0.004796781476669544 0.007841844337665601 0.0073253773213183436 0.014414078237773202
201 2010 0.0058799555503887945 0 0 0.0003337683459935864 0.0004467386170745865 0.004597589918613339 0.004236100268801374 0.006880979670485957 0.004181440234369692 0.006825909328925901 0.006900543217183572 0.013126477329597215
202 2020 0.0055840293558321675 0 0 0.0003102108966097175 0.00041811364362517384 0.004249564543195235 0.003960281836252597 0.006433500638521038 0.003893650273017859 0.006381726265116645 0.006430689011495774 0.01275723066829008
203 2030 0.005326867387485631 0 0 0.00028578633834310994 0.0003881509666511134 0.0038757557549077446 0.0036091729735832196 0.006044979554487109 0.0035621586187815565 0.006002335579210741 0.006320535903849532 0.012346533124598338
204 2040 0.005012594367626571 0 0 0.0002690948043897151 0.00036386762406393343 0.003644948186597847 0.0033881301854232332 0.005635586677505983 0.003389019675470269 0.005599956987904709 0.005831245139964637 0.011592625414752658
205 2050 0.004962093755022848 0 0 0.00026173043565884136 0.0003551971644252067 0.003615662894494096 0.0033645005698791047 0.005513230264805694 0.003318968995672488 0.00552262215214798 0.00581672692792612 0.011603776202326364
206 2060 0.0050728117354785105 0 0 0.0002526025551777716 0.00035602284877603703 0.003569169482123949 0.003262774621724953 0.0054902387430186056 0.0032745508903464526 0.00554698596236779 0.005992076398222313 0.011745597629179849
207 2070 0.004878020168306624 0 0 0.00024005924178520754 0.000336444069093462 0.003363375130853517 0.0030972687436901097 0.005254021808205549 0.003115273611096134 0.00531827705417097 0.005722825810373015 0.010990023109049998
208 2080 0.004392423185129998 0 0 0.00020973887822390417 0.0002959117159468299 0.0029940641748885766 0.002703176823739921 0.004648364972269825 0.0027419944505403335 0.004688865494184611 0.005053189307952707 0.010135983173933678
209 2090 0.004220972422880688 0 0 0.00019926770641271832 0.0002759732743538142 0.0028267721759450324 0.0025421542671784083 0.004395662951582315 0.0025632089520913432 0.0044153890764662375 0.004728687725864862 0.009752745082114392
210 2100 0.0043346097996687215 0 0 0.0001988932208831431 0.00027488216413455746 0.0028619923552087602 0.0026554027239979448 0.004365525248450084 0.0026756590170782186 0.00441050635456077 0.00499522152487146 0.010003361703743085
211 2110 0.004299516756689897 0 0 0.0001940316067049623 0.00026890211332896704 0.0028275974858216965 0.0026058157808847475 0.004216626736603097 0.002621514877645545 0.004291411739014543 0.00494913708030994 0.010014472667788883
212 2120 0.004291524544366826 0 0 0.00019395856380251223 0.0002675321731212335 0.002829838903910353 0.002583215330592141 0.004206014649643871 0.0026046854324587266 0.004285968927285219 0.004715043902691861 0.009919751433787385
213 2130 0.004309075243117809 0 0 0.0001937625548228013 0.00026773417510092545 0.0028354406388523324 0.0025621095259913797 0.00419045060230659 0.0025940330206773274 0.004257215744541084 0.004639872189693842 0.010094404073913906
214 2140 0.003952001346031978 0 0 0.0001693917138801259 0.00023735530208990018 0.002501620083081614 0.0022143081825039923 0.003760539717022308 0.002229141716842111 0.0038104863918606634 0.0042420080301046785 0.009191523431932329
215 2150 0.0038828897500459425 0 0 0.0001765818944357766 0.0002461532798697505 0.0025937978922180626 0.002289843574937065 0.003918013771128109 0.0022779849865059883 0.003952432934523907 0.004291553932881976 0.009450087414569533
216 2160 0.0040929327350514915 0 0 0.00019062828972891618 0.0002603179845960182 0.002756290235039241 0.002433779310084867 0.004215835200333921 0.002408791886717374 0.0042375865702064955 0.004521291193093084 0.010880120497477648
217 2170 0.0038680531273441463 0 0 0.00018245525087258116 0.00024789855049094095 0.002617147006391945 0.002320991564328072 0.004012782312375264 0.0022927353355396275 0.00403455013106839 0.004194594231723231 0.010493062889711814
218 2180 0.0035122614183060747 0 0 0.00016242320778650965 0.00021912510708433034 0.0023207532612765434 0.002082111859285118 0.0035307033359696996 0.0020714812303317246 0.003526304819362794 0.0037222121832271122 0.00938825240357056
219 2190 0.0033491302624099294 0 0 0.0001536578297761109 0.00020886992221875298 0.002220955115758976 0.0020230253927394195 0.0033063130145727774 0.002024618326571475 0.003322949027115639 0.003583998818778179 0.008855537735963247
220 2200 0.0034923285987925852 0 0 0.00015003077793186628 0.00020959650079769361 0.0021866103274655224 0.0020027590716643153 0.0033154515569415737 0.0020318899746414668 0.003314973259091507 0.003674157698143612 0.00930889367553376
221 2210 0.0032366372988574072 0 0 0.00013754567780347536 0.00019235208083009033 0.002019715860624998 0.0018585142337784809 0.0030119442092552432 0.0018912343974085565 0.0030130503584030965 0.0033992742933121253 0.008514904675245015
222 2220 0.0029950501875387354 0 0 0.0001271705040019563 0.0001792209593709827 0.001890672593000988 0.001731082424546853 0.002780891805202852 0.0017512930819490306 0.002783049845471754 0.0030389714473179332 0.007803446866312018
223 2230 0.0028952474025775595 0 0 0.00012401987816947885 0.000172843484941725 0.001822423623555239 0.0016814992814792938 0.002678361002981544 0.0016965422471922201 0.002673811798746797 0.0029805305985076344 0.007606767449859737
224 2240 0.0025925725711411843 0 0 0.00010732308713552489 0.0001520194442360753 0.001620439607218057 0.001478390224866651 0.0023595798595103233 0.0014910491625599747 0.0023538836088672866 0.00271018174607089 0.006858017416509897
225 2250 0.0024477366350649818 0 0 0.00010059591170241515 0.00014156326539939876 0.0015063357348439838 0.0013896621491127283 0.002201319613870222 0.0013990759798216195 0.0021998156504463465 0.002607635212075535 0.006427345374228367
226 2260 0.002332840683196524 0 0 9.383872386855577e-05 0.00013211255943475466 0.001405125744063144 0.0012885864168854933 0.0020494353542336525 0.0012981488372806414 0.002054598092782897 0.0024526801140503612 0.0062163234970512415
227 2270 0.002080150219818931 0 0 8.083170650932706e-05 0.00011391078166589408 0.0011991117491614073 0.0011126813788430064 0.0017619066866546085 0.0011296570717072324 0.0017732237873305356 0.002190939367098788 0.005595654196368331
228 2280 0.002007716947982103 0 0 7.707418424536799e-05 0.00010932133283686638 0.001155781126218514 0.0010519455184924158 0.001699780977360695 0.0010744840296420257 0.001713455308060361 0.002179396270655651 0.0054218419956169805
229 2290 0.002155039624459833 0 0 8.076480222871387e-05 0.00011465421871973159 0.0012024745887952 0.0011029683953245125 0.0017979960092013613 0.0011343594050153489 0.0018150439469301082 0.0024130138849235453 0.005986401218130561
230 2300 0.0022256687300016313 0 0 8.237434198177296e-05 0.00011792866326761971 0.0012220033385483744 0.0011164442833095983 0.0018541522785078643 0.0011486035710061597 0.0018736323038203173 0.0024871515313958687 0.006101947953447093
231 2310 0.002172067234025294 0 0 7.911607230761127e-05 0.00011316311455687625 0.0011784232804092952 0.0010750797597283842 0.0017824131492040886 0.0011119264027134818 0.0018076206150220982 0.0023927984310721222 0.00587444658059428
232 2320 0.00206892574707099 0 0 7.170858418832655e-05 0.00010067354979388327 0.001048649029263671 0.000960898882705815 0.0016181984828668586 0.0009830426622357495 0.0016372470800593265 0.002294292781221882 0.005457126877475253
233 2330 0.0019717930499169377 0 0 6.659845011406851e-05 9.257834414858496e-05 0.0009858107582198198 0.0009012497375485496 0.001476051359630151 0.0009235356615713327 0.0014944366288435383 0.002154056844701158 0.005134272615098665
234 2340 0.0017848401953232047 0 0 5.959196603883045e-05 8.431844753753282e-05 0.0008825427053545201 0.0008091318044028946 0.0013189168916051836 0.0008316405329352639 0.0013496141185882007 0.001942447952918741 0.004729494270458563
235 2350 0.0015917066895363187 0 0 5.3203933130107945e-05 7.483479525951172e-05 0.0007929780668203912 0.0007171920972388283 0.0011756411320227738 0.0007422082428137901 0.0012038225832527343 0.0017451184622014275 0.00412086872404731
236 2360 0.0016414599590703453 0 0 5.362478561183094e-05 7.575131307301147e-05 0.0007957387002735436 0.0007223339066556226 0.001186414062539799 0.0007499238371166713 0.0012075371044260445 0.0018577338275677492 0.004233812532521395
237 2370 0.0017220700826139866 0 0 5.5949960940422045e-05 7.931871576274885e-05 0.0008430121785146856 0.0007669436395898281 0.0012604927588961306 0.0007911352874323305 0.0012749737580807243 0.0020258296544234562 0.004534300751129347
238 2380 0.0015766586208460114 0 0 5.2029522914999766e-05 7.280247152630937e-05 0.0007779724063913491 0.0007146295184909111 0.0011591689443018777 0.0007424080132095392 0.0011686789554342057 0.0018627058939325284 0.004111425452947559
239 2390 0.0014907179414137028 0 0 4.7800346173204925e-05 6.787989931016577e-05 0.0007246687689089548 0.0006671951027375503 0.0010792963924223286 0.0006997182595786722 0.0010970189650069684 0.0017532359047842858 0.00379159942351265
240 2400 0.0013381880218283474 0 0 4.3976644804019234e-05 6.245425377098575e-05 0.0006493373557742843 0.0005968054132888686 0.0010024806467925273 0.0006351394691506923 0.001018601265192855 0.0015221491361573768 0.003387638936896483
241 2410 0.0012261474630809064 0 0 4.1006805178657635e-05 5.875827174715504e-05 0.0006002405239371591 0.0005551341660391236 0.0009311956865082257 0.0005937985222506134 0.0009450417816125892 0.001416467709061913 0.0031015376332258027
242 2420 0.0010538506194139904 0 0 3.3801316810512845e-05 4.808076409117424e-05 0.0004884062056216624 0.0004654801499841138 0.0007646967228640662 0.0004978488744333948 0.0007722737644834459 0.0012181593178355445 0.0026432947830231073
243 2430 0.0009325768693203239 0 0 2.970926745737038e-05 4.182784593789556e-05 0.0004281651707522096 0.0004114872195848602 0.0006717720353183266 0.0004402098896422599 0.0006786227095911544 0.0010698398570770085 0.0023097251839433
244 2440 0.0008318578598954197 0 0 2.596685551548566e-05 3.6717718526296005e-05 0.00037602960507356276 0.0003575833346613781 0.0005888567415411662 0.0003864160011201948 0.0005974114274500794 0.0009408211666580719 0.00197209917790243
245 2450 0.0007553107259244828 0 0 2.33060987291532e-05 3.277715367298644e-05 0.0003384999090713445 0.00032405041838707427 0.0005196400234146488 0.00034955544121719726 0.0005278339374089617 0.0008468484164972147 0.0018033062048602429
246 2460 0.0007191304437012131 0 0 2.1940067226163045e-05 3.102209085831115e-05 0.0003203385232034813 0.00030503654034645265 0.0004922205327469748 0.0003289441833540532 0.000500700153373882 0.0008180113771191122 0.0016951973976753847
247 2470 0.000679408529875152 0 0 2.0691562830030563e-05 2.9408160488110147e-05 0.00030229439569869044 0.00028721870837363856 0.0004657359205946406 0.0003073374273495943 0.00047504622959959755 0.0007633056880349275 0.0016204455350457957
248 2480 0.0006616779158644963 0 0 1.9846816250894237e-05 2.8001674404059644e-05 0.0002933790549647518 0.00028087143405002593 0.0004434461845373584 0.00029794360249891464 0.00045418512503072944 0.0007664799201046056 0.0015844324374169796
249 2490 0.0006229476999247579 0 0 1.8346175055550242e-05 2.6101482238920403e-05 0.0002663038664852748 0.00025696749441190707 0.0004171742661061485 0.0002745183680046416 0.00042556631144273407 0.0006984841808172569 0.0015148112029302497
250 2500 0.0006250165176147379 0 0 1.847033113299962e-05 2.613546270757809e-05 0.00026923864245863337 0.0002607134598196637 0.0004181037226651027 0.0002742441715250339 0.0004250721755477313 0.0007060683230100216 0.0015440599445621277
251 2510 0.0005809326556521129 0 0 1.650386192069071e-05 2.301501376691571e-05 0.0002465348635369066 0.0002356931173615357 0.00036901529569319594 0.00024853504251818014 0.00037194165603816686 0.0006488719751501262 0.001424185794453092
252 2520 0.0005338172935632469 0 0 1.5198652514520114e-05 2.1056376677507087e-05 0.00022517437745566267 0.00021606232137919834 0.00033708100147230154 0.00022861157384741065 0.0003376887163039527 0.0005939585466672578 0.0012801332151625574
253 2530 0.000520818229063029 0 0 1.4890880280739035e-05 2.0348528771626188e-05 0.000218557656111308 0.00020284701286037995 0.00033851613558667944 0.00021397274274980355 0.0003417164648494759 0.0005675485097949751 0.0012512634252869294
254 2540 0.00048363069653231634 0 0 1.3546050688174094e-05 1.8446148895826464e-05 0.00019809497437354263 0.0001818310229251378 0.00030920987866739347 0.00019059321558293797 0.0003116230780117271 0.0005221107104244579 0.0011559654162322645
255 2550 0.00043767817734748733 0 0 1.2176288770451309e-05 1.6458328106210794e-05 0.0001785124518346155 0.00016180273210913596 0.0002806501280205449 0.00016888195373414956 0.00028320763442540967 0.0004800215443759288 0.001048446119514552
256 2560 0.00040975909352742473 0 0 1.1406096999594999e-05 1.5352400980143137e-05 0.0001655692880889738 0.0001508421774270971 0.0002613690103099635 0.00015861514658829575 0.0002630425762302933 0.00045001439194183434 0.0010082049665771126
257 2570 0.0003637875278944242 0 0 9.460915469021388e-06 1.2841103067974314e-05 0.00013766211516183922 0.0001275690560631751 0.00021859174539307208 0.00013509440471523224 0.00022125379327276627 0.000403562037660445 0.0008472878669491154
258 2580 0.00032480259086676883 0 0 8.371780977137794e-06 1.1250100988818694e-05 0.00012100010128490642 0.00011333265258690412 0.00019294274599068075 0.00012048840186262261 0.0001942048126772834 0.00035807433931954387 0.0007481542880977638
259 2590 0.0003028400612640137 0 0 7.582651084727091e-06 1.0222203367923804e-05 0.00011196111578610655 0.00010187470509219299 0.00017716895466747006 0.00010498305387832004 0.00017917077798515084 0.0003348508891846763 0.0006791650970180966
260 2600 0.0002862936544737296 0 0 6.978100290430879e-06 9.365517469378905e-06 0.00010029682872096313 9.425947839071622e-05 0.00016183245376922187 9.793364618737875e-05 0.000164142344116323 0.000321143107930441 0.0006204454320671139
261 2610 0.0002906073480520338 0 0 6.948375845624071e-06 9.180346630373236e-06 9.94160156219702e-05 9.623738386429177e-05 0.00016043709133974554 9.841209806479106e-05 0.00016210798969815734 0.00033271330634578045 0.0006282408271465965
262 2620 0.00026579179856672097 0 0 6.351946209516389e-06 8.377886278740059e-06 9.02725225505623e-05 8.64801124021063e-05 0.00014657932843158044 8.864900273700585e-05 0.00014827638081689308 0.00030534389962317947 0.0005732760195439016
263 2630 0.0002337372992673594 0 0 5.423881379107247e-06 7.229816424721622e-06 7.844810986899524e-05 7.501945723380371e-05 0.0001256067504849369 7.696250666369648e-05 0.00012720000348403096 0.00026548909820118714 0.0005014841875899838
264 2640 0.00021119538864817578 0 0 4.921898278484855e-06 6.556875696258166e-06 7.202036836885212e-05 6.893223165127803e-05 0.00011237101786747123 7.085304285526581e-05 0.00011355324451972497 0.00023065634674688222 0.0004475112327637685
265 2650 0.00019513733061652958 0 0 4.404297793814427e-06 5.938209417292644e-06 6.557663602075425e-05 6.229278092373261e-05 0.0001000869094367247 6.479167675350887e-05 0.00010069878433360546 0.00020882889747508856 0.00040425526251342794
266 2660 0.00017403874481491523 0 0 3.7274458326204604e-06 5.098591375886931e-06 5.579821506678685e-05 5.309133726882486e-05 8.562925447998333e-05 5.515056762751854e-05 8.618909669335491e-05 0.00018193831405145236 0.000368636317217073
267 2670 0.0001585738692756329 0 0 3.3981575089881287e-06 4.6371763836909636e-06 5.050814999392136e-05 4.780274395238973e-05 7.863259794541513e-05 5.007578834647681e-05 7.927708965633067e-05 0.00016724804750220526 0.00032671993923595556
268 2680 0.0001529493663523871 0 0 3.1705534327033353e-06 4.370702758080774e-06 4.7111087963832754e-05 4.4884139273283254e-05 7.488205754728221e-05 4.6759006033538006e-05 7.562541408650942e-05 0.0001558157845907468 0.000313666245228958
269 2690 0.0001352930819812964 0 0 2.771827647622065e-06 3.82257698631967e-06 4.097247552705561e-05 3.9497725880539024e-05 6.544222726767743e-05 4.1205682468423506e-05 6.60052565156916e-05 0.00013958269758042278 0.0002744463391111375
270 2700 0.00011827960175142839 0 0 2.4090276090527712e-06 3.304191944568808e-06 3.550012157161501e-05 3.4522028360047755e-05 5.683204693853613e-05 3.577360601696627e-05 5.739872041608099e-05 0.00011904560807396246 0.00023779930610529136
271 2710 0.00011223144685603246 0 0 2.2375788890387564e-06 3.0308146939366894e-06 3.3266230988242615e-05 3.292358121796836e-05 5.255479879267583e-05 3.38564311769253e-05 5.289911858994811e-05 0.00011519955080812504 0.0002225131293098052
272 2720 0.00010212516420601971 0 0 2.025749340289358e-06 2.715196097276575e-06 3.0256227301546095e-05 2.9866590580735484e-05 4.7482176419581476e-05 3.073227205831092e-05 4.7525990636423644e-05 0.00010505294633891723 0.00020405507983244463
