% # columns="iteration, evaluation, sigma, void, void,  stds==sigma*sqrt(diag(C))", seed=855161, Tue Oct 27 15:45:36 2020, <python>{}</python>
25 250 0.24742445391751783 0 0 0.08308646067335311 0.1382758449423485 0.23694196681435617 0.23715201782318793 0.20583952847929873 0.24701333277390175 0.23959082954108932 0.25318445328584305 0.32244630885500286
26 260 0.23610635735324437 0 0 0.07915673274159603 0.12148407501370968 0.22259900713283878 0.22170762195721794 0.18887180179849875 0.25454313588099264 0.22887454978068558 0.24163771194414255 0.30418454658647803
27 270 0.24442468739978745 0 0 0.07898834803457568 0.12277316698142525 0.23712436932277153 0.22874224104317706 0.1932246377336505 0.26704177433585424 0.23033621066211477 0.250584125853964 0.3386205428070731
28 280 0.25625225829973264 0 0 0.08110822440089083 0.12368392304703452 0.24848685262251288 0.24326776562800934 0.19351299684481274 0.2866095439632938 0.240950286150897 0.26363774561323255 0.37833857474428584
29 290 0.2755739545613339 0 0 0.08357519281447338 0.13332181384276237 0.26185699283218045 0.25977543955330396 0.21986698259507453 0.3075660426508166 0.2559150454878047 0.27837799612959696 0.412377041768131
30 300 0.27616024685329066 0 0 0.08232679587300208 0.13269008676784855 0.26255093768604465 0.2543542496229716 0.22599231512187026 0.29761757940298544 0.25837106096008544 0.28269634905274366 0.4008549119690018
31 310 0.27084598497036516 0 0 0.07727018350342835 0.13159917494579548 0.2601801322482389 0.24755353208541775 0.22080402585775033 0.28604982229432857 0.2606357134849672 0.2654512605357516 0.3892734628864582
32 320 0.24259827156595737 0 0 0.0675909534801119 0.1175071366562971 0.23149467281196434 0.217242979591928 0.1988107607974597 0.25295821184656264 0.22822076065952548 0.23387537930020522 0.3466886902582429
33 330 0.22791103428124648 0 0 0.060069705660285765 0.10713215810013706 0.21776706643367985 0.19707040384397836 0.19406698871068667 0.23274914839190666 0.22393975729172746 0.22235183798452726 0.3187455180511367
34 340 0.2149242649079673 0 0 0.055950284639098485 0.10007169916706776 0.20633548774251081 0.1829273712193144 0.1739094795995523 0.21797826190638758 0.2098666187407776 0.2064433113947826 0.2916340750796043
35 350 0.20134553572568245 0 0 0.04946884446093757 0.09319513364446089 0.19730722399667608 0.16622741954465556 0.16479625557000643 0.20596039490156054 0.1946354743201631 0.1962345699352465 0.2771679871927709
36 360 0.19599298789843364 0 0 0.04693784535173237 0.09062218715287648 0.19378478471096136 0.16162582927789637 0.16128534210465095 0.1991317267239896 0.19432233922633652 0.18640271777618173 0.2769136847245442
37 370 0.17035846595117426 0 0 0.04023399050359828 0.07937279504352407 0.156795881436965 0.13838845077737538 0.13769347700580245 0.17601701991341584 0.16696527390647636 0.16135312741143126 0.2464261946770769
38 380 0.17854629768216318 0 0 0.04151253502384572 0.08319427164502509 0.16232713798562773 0.14789837574174156 0.14556772701608 0.18737168030111584 0.17982359115131885 0.16475459640093146 0.2542568906670919
39 390 0.17194213021858384 0 0 0.03831505753660215 0.08054778670889544 0.15555453204718384 0.14118874665751416 0.1402214519987473 0.18096676441169654 0.16908832646519728 0.15746624399523182 0.2465126249214126
40 400 0.16804395523693036 0 0 0.037150082452651466 0.07377577502415585 0.15029397344673778 0.13842954796566323 0.13815847172498041 0.18361542822623672 0.16097956111775777 0.1535393812924584 0.2420630912465025
41 410 0.1720768744917837 0 0 0.03722681708410859 0.07321358954855128 0.1525339300105707 0.14817132213266138 0.13933657041074185 0.1948734332151931 0.16435211481681658 0.1522416857716339 0.25046521657859677
42 420 0.17229608184964876 0 0 0.03715702890458855 0.07307309215251215 0.149496951266422 0.14531498792473468 0.14119141636667357 0.19652436327451703 0.1625684507017181 0.15666801913299694 0.251317114298862
43 430 0.15946627067861058 0 0 0.03296620905139152 0.06690023969429887 0.13904588263033793 0.1347614459961443 0.12972676393892651 0.18235557145160952 0.15056997060612745 0.14238178216529818 0.23377817662597872
44 440 0.15272995142957121 0 0 0.03095974401220376 0.0594253848062348 0.13352759014052923 0.12871974253942642 0.12341926314672003 0.1748608284307334 0.14675858384195714 0.1347927253833831 0.22494714491538348
45 450 0.14277913479193655 0 0 0.027692263722463476 0.05494116272882004 0.12399335826858833 0.11888744998411976 0.11263909809236267 0.1602266974593314 0.13975447140916136 0.12457019539395717 0.20563348802132056
46 460 0.13595779372870814 0 0 0.024697030867737935 0.05203574294760296 0.11597227189449195 0.11164962826646642 0.10693828420558583 0.1552197141440717 0.13699328228869354 0.11887284797003353 0.19399800102074374
47 470 0.12467143630052684 0 0 0.02238725259834269 0.04641259983513002 0.10694041189631522 0.10318309577505194 0.0975373180261572 0.14497208792361985 0.12560513969402942 0.10809698165840648 0.17729268251349808
48 480 0.1197884410990507 0 0 0.020710085939084195 0.04441577931566103 0.10453489711021087 0.10016264633030274 0.09058573602834594 0.13973116443881237 0.12030856388991969 0.1017520454637667 0.16892129640155737
49 490 0.10715777404608287 0 0 0.01769240408369049 0.04112237718806666 0.09535838449639153 0.08797775206356909 0.08130604911127408 0.12264980744888049 0.10809439550811993 0.08967247101622193 0.14822920273296095
50 500 0.10393711306437559 0 0 0.016410770495509867 0.0397340034935907 0.09364824734426454 0.08637155675974463 0.07898369634645284 0.11528154886584077 0.1042404286907053 0.08627381710701976 0.14206291497400503
51 510 0.10390393840356295 0 0 0.015196360418775047 0.039166314029422875 0.0969747948157303 0.08657879671876217 0.08121077726270857 0.11372465844609476 0.1025695999643714 0.08537640298571944 0.14352495362301823
52 520 0.09574397370569544 0 0 0.013724964401899407 0.03524118786634959 0.0900536134320164 0.07780325040163075 0.0752997776650719 0.10372299571771598 0.0891801843378675 0.07867688996847566 0.1309773129005152
53 530 0.096137555863945 0 0 0.013508664109445456 0.03452233720605469 0.09261394972167387 0.08056850198236766 0.07684757365839959 0.10395020893084764 0.09515583273032167 0.07818605539461512 0.13071913737636418
54 540 0.09537118222024078 0 0 0.012842316380089812 0.03388727795807362 0.09205452535068893 0.07800225719912922 0.07724385650447688 0.11105770976222049 0.09606668591206981 0.07611954952374392 0.12935868622707708
55 550 0.10262371241173575 0 0 0.013548435223289086 0.037051979551836936 0.09417694072098148 0.08468803544027675 0.08387804963729972 0.11796813366245038 0.10345228480047929 0.08486181544853068 0.15157690907297308
56 560 0.12445401729372343 0 0 0.01578655928036368 0.046147704788847575 0.11705253009648733 0.10125784976235482 0.1013533654897392 0.14257994394221338 0.12623128330346417 0.1068782565178683 0.18517270084836776
57 570 0.12382000307019099 0 0 0.015001742653748327 0.045019103452729865 0.11518737034443469 0.09814236853394996 0.09984869185814367 0.1400905178295406 0.12558721883374765 0.10608111024809927 0.1836083865058648
58 580 0.11768756275299591 0 0 0.014085128772632153 0.04390170423182105 0.10735044088347595 0.09384274263407003 0.08775907015435838 0.13548578268535935 0.11756480832077393 0.09950657642598336 0.17128192107317597
59 590 0.11208525776893696 0 0 0.012866087041380576 0.04261868903085918 0.10185006837996681 0.08940499594672766 0.0829373818134275 0.13115463393547144 0.11160515210392663 0.09681580999940839 0.16160899508091936
60 600 0.10107363817646209 0 0 0.011342493062852768 0.037233059426567974 0.09200138074157141 0.08023215967470736 0.0736602291268667 0.11713378042348424 0.09933748583546746 0.08523621298789014 0.1456578387123007
61 610 0.09146858329341657 0 0 0.01010908898508525 0.03242359621011938 0.08072241895547021 0.072598670327587 0.06615918237564777 0.10374533512629928 0.09034827254669547 0.0783293765760466 0.13260214155227681
62 620 0.08888986003375444 0 0 0.0095816319272551 0.03122967815889557 0.07732185689750551 0.072884315251898 0.061335366199639904 0.10450794536164203 0.08711367151093546 0.07491367415345282 0.12991118660608247
63 630 0.09495907586081007 0 0 0.010218443055097205 0.033059197409632785 0.08234844020088408 0.07676122874353115 0.06551569072174611 0.11558598393226864 0.09176905197339941 0.08174636357556665 0.1406796059742358
64 640 0.09265809019249131 0 0 0.010094580305696875 0.031760896430973386 0.07920856150590408 0.0723030738426478 0.06480000383474985 0.11389148639025877 0.08903481046654357 0.07786679434717647 0.13523355914622853
65 650 0.10064011641793351 0 0 0.010632583464592974 0.03372449749272627 0.0854371097940197 0.07964561243663645 0.06770006173814094 0.1284989428162668 0.09813896866442962 0.08656044002404845 0.15411001926345042
66 660 0.10406746167085308 0 0 0.011125310286916651 0.034689691911259375 0.08702974214660766 0.08355235314970817 0.07075420860637423 0.13177896457650456 0.09989159313022541 0.08846951400772134 0.1621439345933512
67 670 0.11027320640804272 0 0 0.011294301478829562 0.03651365230251999 0.09138192074004028 0.08716395229024071 0.07624851019326025 0.137116216018791 0.10427784723097112 0.10065544852405685 0.17113911406834642
68 680 0.10274964702665859 0 0 0.010342974953532666 0.032073027301482024 0.08539120329827395 0.08000841786076915 0.07046655279062596 0.12763908734456494 0.09737878190532812 0.09741179450479738 0.15972580235040257
69 690 0.10168193136300768 0 0 0.010065872714784227 0.03112303356211949 0.08440962320507231 0.08082758957432863 0.06991486203102691 0.1300622317929041 0.09595170597027303 0.09585371355472012 0.15113667046684945
70 700 0.10839498702859739 0 0 0.010531416593828032 0.03303797157384495 0.0939472634918378 0.08695946173047311 0.07691603207995316 0.13167970262356535 0.10341721153248687 0.10471219239566451 0.1637131477580383
71 710 0.10891764325818731 0 0 0.0100252996047939 0.032336149847540685 0.09430666804197663 0.08523144425854504 0.0785962398801652 0.1372587444447866 0.10210707421437733 0.10574959253699245 0.1639906618452681
72 720 0.10337231019832238 0 0 0.009038704942850896 0.030760575642227155 0.08949136226048704 0.08280789472956779 0.07545224236479227 0.12949421178174553 0.0958950905880825 0.09892791414800783 0.15558120265545017
73 730 0.1023170012822144 0 0 0.008923007395055114 0.030491454741794693 0.0866409171276373 0.08315755325062618 0.07656454265589129 0.1322394685068869 0.09314548550526275 0.09912838798178461 0.15200493760939954
74 740 0.10133011318987101 0 0 0.008757921210331927 0.029622332139571106 0.08439925708418361 0.08162499050147495 0.07618256130269613 0.13212242917380457 0.08834327003645334 0.10095865277349299 0.1484950473959148
75 750 0.10054634502524075 0 0 0.008569806867288093 0.02957654329470873 0.07992025924054685 0.08240723846887053 0.07526623995828982 0.13253329872236663 0.08296893453802144 0.1027590108394752 0.14463821767694104
76 760 0.09843158857117625 0 0 0.00855432931099441 0.027989905461311942 0.07664906044711273 0.08399915986400831 0.07341347952513787 0.12554349323645644 0.08125104844620733 0.09773166141882526 0.13928741845039236
77 770 0.08753795659553461 0 0 0.0074268205530131194 0.023969039373153214 0.06837202532896673 0.07428016832941345 0.06490836223174204 0.1085092020067551 0.07246368894483753 0.08546050986644235 0.12331077364929456
78 780 0.08022976252137758 0 0 0.006810540903969727 0.02140869371676427 0.0643677602326025 0.06794006671349587 0.05771412454355129 0.09836498104195147 0.06636870181217623 0.07744830213842835 0.11010340337518149
79 790 0.07948541958777751 0 0 0.006690928293338546 0.02056391740267609 0.06680742118453654 0.06767402021688589 0.056463506024511674 0.0962686726704554 0.06570991377322513 0.07656872934943323 0.10666781036768415
80 800 0.07844379973172713 0 0 0.006367277910403485 0.020045366450091036 0.06410310811394075 0.06984095438946389 0.05512134334415847 0.09489621821508426 0.06247971169570076 0.07633752963945126 0.10556168309486244
81 810 0.07818623364409366 0 0 0.0063379425654253325 0.020204015751556014 0.062010498559729975 0.07069033823020619 0.05430970002940199 0.09807687455849329 0.06187974571240458 0.07589887774969992 0.10693383775913336
82 820 0.07502096445359642 0 0 0.005833816542412601 0.019254080779919188 0.05823289996984524 0.06788818564730886 0.05124860844587074 0.09420121041654984 0.05955949154346201 0.07235687187329212 0.10307561206160293
83 830 0.07787638453963722 0 0 0.006030529225054942 0.01990055075438629 0.05950420720424525 0.06980541207925929 0.05250278296910389 0.09768744609727542 0.060854588147163956 0.07502969069392776 0.1148975206565117
84 840 0.07531797593830404 0 0 0.005734967407273686 0.018805245525987432 0.05501772855016289 0.0684518028557949 0.050325584618448466 0.09504494639667108 0.059857319046215295 0.07215829834526309 0.11112614118117613
85 850 0.0667741416449158 0 0 0.004991822865747237 0.016312344790206712 0.04790369069753796 0.06044529519543684 0.04365023126839258 0.08308389889767867 0.05250273323350972 0.06359460259705117 0.0972428136838327
86 860 0.06323703457932282 0 0 0.004583110794362594 0.01536718382962373 0.046019637385233646 0.05763804893841864 0.040586693717515096 0.07756023271890275 0.050585589991726444 0.06109325719109474 0.09023824973836948
87 870 0.061964353845824854 0 0 0.004508656864532526 0.014920647620374762 0.04526713721392126 0.05707125521927333 0.03992216074154058 0.07598918094009087 0.049328497509710224 0.058202468353504504 0.08908934463605687
88 880 0.056637093221180865 0 0 0.00409402723595584 0.012936122298377952 0.04092202781462702 0.052576943540066735 0.036323792517628975 0.06818359147546339 0.04540480044367491 0.052681327495020566 0.08117205053413547
89 890 0.05488557429667514 0 0 0.003915263657887323 0.012393257528253397 0.038613086134066804 0.051015728810931645 0.0346344465544896 0.06506871094708598 0.043669266651191176 0.051317419503458285 0.07735696103142763
90 900 0.04983328761856944 0 0 0.0034892331524502985 0.010756111640210073 0.034723497828417986 0.045673508418401586 0.03156673874910077 0.058760518337323916 0.039067669599047256 0.046897947288183424 0.07179494455915794
91 910 0.045099919809584686 0 0 0.0031984444033321667 0.009786271545740365 0.030829507709756187 0.04143213610741119 0.028642703815896748 0.053119340462125936 0.03533507948581642 0.04264548298892042 0.06408569090733979
92 920 0.04180390978173654 0 0 0.0029188549252474384 0.009117689611471904 0.028609520207102262 0.03834082907631255 0.02679620955341266 0.04895444133927763 0.03326386860222156 0.038759924833432546 0.05947657308365332
93 930 0.03785227839069151 0 0 0.00253260109967449 0.008149028554566914 0.02584565011625622 0.03417671389494166 0.023251038108340383 0.04254559514367518 0.02985486566121761 0.03480482164214095 0.05498491063226741
94 940 0.036387468448894546 0 0 0.0023437620019944377 0.007632086491218455 0.025050672522543553 0.032674139264561634 0.02156984757517247 0.0407416212200436 0.028475876157955694 0.03348947810169911 0.05475955416801002
95 950 0.03540777499537326 0 0 0.0022975843948973996 0.007460582305030237 0.025000288269104505 0.0319969811951131 0.02092364486351455 0.03892740631424003 0.02832649683251664 0.03231358110246676 0.053540725630874066
96 960 0.03322073527864858 0 0 0.002111781878329959 0.006986307018962438 0.023417389794886494 0.03038444710958774 0.01962000602062686 0.036458124180582537 0.026914728016639366 0.029625102111628082 0.051051056036575566
97 970 0.03325444706918702 0 0 0.0020999604594928 0.0066987795620772825 0.02393981798026587 0.031965726508258255 0.01980845421808022 0.03830121410042565 0.02624313728632355 0.0297525114807561 0.051641755802222085
98 980 0.0336054037540602 0 0 0.0021260970453961113 0.0067729719546951225 0.02481622150348652 0.033091228313310406 0.020089576275679286 0.0390794515342958 0.026661082184902617 0.029185388510436457 0.05343592506021338
99 990 0.03452887210115092 0 0 0.0021113617693215947 0.006907909835170307 0.025708917677674616 0.03402746430350725 0.02031769286615005 0.0400160747846349 0.02689208632089646 0.029440859185510787 0.054589867674998765
100 1000 0.035729470781177025 0 0 0.0021659474042979242 0.006953771893717349 0.027224486429104088 0.03477392282174625 0.02146939910694819 0.04100282290024534 0.02770664813595029 0.03061601083211859 0.05871412018037843
101 1010 0.034623375359174556 0 0 0.0022122516690175364 0.0064925549462626795 0.02784397129425486 0.034772477827313776 0.022404142038437855 0.04053809525864475 0.02707428941512777 0.029587649073872634 0.05614821129007285
102 1020 0.035997955404441256 0 0 0.0023931260472468416 0.006764284179257009 0.030523957569609905 0.035978084320749046 0.0241936877491119 0.04155703811283361 0.028809759608799286 0.03142860314634161 0.0601569034673578
103 1030 0.03659323655855475 0 0 0.002449758711962333 0.006894230289307706 0.031200864695460014 0.03729653395723482 0.025063478660217638 0.042361623703926404 0.029002018070978124 0.03191063973562236 0.06381976911909219
104 1040 0.03412030285152698 0 0 0.0023546161643000756 0.006332801104889168 0.02941472867122188 0.034741477099788566 0.024137410495248295 0.03817924869939554 0.027831909970875833 0.029878825677954867 0.0588185689120125
105 1050 0.03326152065975831 0 0 0.0024103148986038114 0.006101994130044593 0.028534196546159813 0.03453936938379761 0.024030665121635368 0.03745236154048925 0.027345867671244327 0.02899168083612821 0.05868385297786263
106 1060 0.03392946600011926 0 0 0.002429487360782801 0.006049392695055766 0.028807837075163052 0.035134709501161265 0.02448978235311276 0.038288149858297114 0.02801312984772278 0.02969402885779142 0.061217477544082854
107 1070 0.03431548663576265 0 0 0.002452535485138095 0.006265457484618478 0.028511732822315214 0.03575302588586204 0.024881763762836188 0.03852499987987059 0.02850949997454429 0.029780958486716223 0.06147568796157301
108 1080 0.03324382498847489 0 0 0.002439524976852102 0.0061087425629757965 0.027297014064458208 0.034562470710254235 0.0251096563697428 0.036617591531907946 0.02837990375046077 0.02880733895761282 0.06017626422353047
109 1090 0.03262512270804259 0 0 0.0022912659487643776 0.005952023851731934 0.026657790675500947 0.03330098065664953 0.024324900979309266 0.03617953817154827 0.027051758398974928 0.02973256011074155 0.05894915324195839
110 1100 0.033621444250948165 0 0 0.0023240695709969322 0.0059388887058034944 0.028142817023531132 0.03617300981018296 0.024991309810454356 0.04059902397799089 0.0284573170556321 0.030516807714937432 0.059208494208689594
111 1110 0.03447355127555464 0 0 0.002435979922135461 0.00602783629237722 0.03068167787058341 0.03790889268090331 0.025903822652416364 0.04269011367111779 0.029145637001763647 0.032430376431183225 0.061001791317184285
112 1120 0.03125327048931353 0 0 0.0021318397355537806 0.005327981574360513 0.027291741589573478 0.03395075979602629 0.023247868818344328 0.03882160249011101 0.025962789956590647 0.029702278165544584 0.055371731746850644
113 1130 0.030556944818409433 0 0 0.0020925185176427744 0.005208371979642344 0.028006103004655784 0.03332883427451203 0.023023561635252 0.03795126286835804 0.025112737923529135 0.029879869639246444 0.05406077290780353
114 1140 0.02875705611740179 0 0 0.001997016432574373 0.004819667811096336 0.02645251273943562 0.031023141812077402 0.022046235831437933 0.03518492425038464 0.023999534199721947 0.028377144323051485 0.05140663926826115
115 1150 0.02755127648854181 0 0 0.0019289037268878492 0.004501414653900046 0.025681011175179045 0.02986575032615226 0.02133740558522462 0.03408298964644092 0.022621029135005095 0.026562138106747187 0.04967342351265876
116 1160 0.025155942300192406 0 0 0.0018015115116273611 0.004030005608998259 0.02385432631247061 0.027664174025549597 0.019635683490626384 0.031070353144053712 0.020940493666963846 0.024250187403371846 0.0455535573121372
117 1170 0.026154081094243577 0 0 0.001999015357511314 0.004172530960833612 0.02540198274864412 0.031109090415705913 0.021566144108826346 0.03432895914932484 0.02307085503160622 0.02461022088006667 0.048128275255335994
118 1180 0.02395751045289604 0 0 0.001830035405489834 0.003735014125521591 0.022891113243761276 0.028200297473463046 0.01937304648081769 0.031199888770650594 0.020817845710543577 0.02187090041155593 0.04354848080074594
119 1190 0.023405536668599985 0 0 0.001864613169015194 0.0037242796798834248 0.02366875532709793 0.028547894810611072 0.019430011679748515 0.03096032112960039 0.020804440146843267 0.021513265716761994 0.04269892279239506
120 1200 0.023568913356920806 0 0 0.001895650514655006 0.003779388708384297 0.023894670006636684 0.028881323875686753 0.020001799529848225 0.03113851132186322 0.021448873755804412 0.020987591445987257 0.04584992337592028
121 1210 0.02215779651651541 0 0 0.0017198609068221234 0.0034202065959572717 0.021618022886679786 0.026006822590945878 0.018557833074452915 0.02808839828679356 0.01977932802776097 0.019472188547177572 0.04229201377165315
122 1220 0.021158423633513498 0 0 0.001695248047567812 0.0032507113085361726 0.02132407723091464 0.025532434626549673 0.01843017375668902 0.027619317541940514 0.01948092703782223 0.019084968217199166 0.04015976595608726
123 1230 0.02087072643249777 0 0 0.0017043069646119344 0.0029956342263661576 0.022018718823906252 0.025571443970514127 0.01842727391479618 0.02768365523820374 0.019198216431419512 0.019348523362942065 0.040110225850781285
124 1240 0.020997893536618187 0 0 0.0017049932336727959 0.002923117420550975 0.022258661661096028 0.025755397745250843 0.01850272866384748 0.027605364027213176 0.019309012469430266 0.01866356391025282 0.04249540940446991
125 1250 0.02196906794455741 0 0 0.001789434517288036 0.0030348745461618305 0.02270002072505069 0.02698994914336085 0.020082549089985625 0.028553711528730104 0.021172383521684546 0.01930932397869767 0.048252823867624826
126 1260 0.021903291081083652 0 0 0.0017932724449161311 0.0029805244387557206 0.02295609742907822 0.027210401227831603 0.02022998093233944 0.028681859387859415 0.021292190255427862 0.01891416480369577 0.04980718537730974
127 1270 0.020150337335917517 0 0 0.0016033001672634483 0.002638870366516128 0.02046012505679967 0.023916929492408853 0.018505298324348298 0.025350149763461807 0.01941788683504528 0.016972108052503394 0.046368883848160555
128 1280 0.020234452308053746 0 0 0.0016891034172194855 0.002662876288835827 0.02107084808958417 0.024443894907492096 0.020004495490937958 0.026254787111857972 0.02068591737047053 0.016958480309445568 0.04668450683040714
129 1290 0.018683524223192537 0 0 0.0015845159480241365 0.0024354562871294855 0.019652346622366663 0.02279487034146027 0.018786250482670703 0.02442546002553775 0.01933516511178516 0.015464282468931594 0.0423600681188491
130 1300 0.01777138274500695 0 0 0.0014813294935308566 0.002282779174946922 0.018274326459720488 0.021497645436067726 0.01753389606828169 0.022879093069230097 0.018260346073837103 0.014492325124764558 0.04113248860387867
131 1310 0.017860687729998388 0 0 0.0015366418564249638 0.0022545996918615155 0.018823372021623264 0.021770651110696124 0.018062457983219888 0.022925955664352977 0.01899490098052399 0.015220403405459881 0.04108450228727756
132 1320 0.017157309272080465 0 0 0.0014622320385720472 0.0021630457843255946 0.01816162080420088 0.020274982198760762 0.01739660342436371 0.021752861219182174 0.01817181780083572 0.015076977056060162 0.040019308981439856
133 1330 0.01780757001609023 0 0 0.0016302783895308342 0.0023360215411894697 0.019162399068978344 0.022081794190658723 0.019992826207282766 0.023795244512657212 0.02041940820752949 0.01563619387380501 0.043417088614726415
134 1340 0.016209572263654052 0 0 0.0015123796482153853 0.002121729931509079 0.01749897212798126 0.020347846616439628 0.01849405474727176 0.021984664592152744 0.018787257245844808 0.014140750790995972 0.04004216908530972
135 1350 0.0152524703271292 0 0 0.001451017182306102 0.0020181056979545003 0.01648336494558482 0.019288385359152973 0.018090634621039766 0.020811287339585243 0.018245741883857056 0.013281828772608504 0.03705322048204624
136 1360 0.014481783202473638 0 0 0.0014000220189159742 0.0019169190842638869 0.015673887807202285 0.018586879716867125 0.017348837340546503 0.02013811163055152 0.017456869190034384 0.012656166951668503 0.03528294351715785
137 1370 0.014119203637098258 0 0 0.0013738674111260423 0.0018679101100832981 0.01587628029452261 0.018596510441328606 0.016757827836820352 0.02033360817778181 0.016936367586366435 0.01275419334740492 0.034363326158054805
138 1380 0.012634605318990676 0 0 0.001214237282094145 0.0016646758665756298 0.014418249776828568 0.016687882191043737 0.014813631631004964 0.018372477279905004 0.014890151009459843 0.011566593135826957 0.030596425085832983
139 1390 0.0128443327557219 0 0 0.0012156970006139802 0.0016911162225253737 0.014573988043248028 0.01669345343310866 0.014941647873515072 0.01854132378847803 0.014935705477217258 0.011673140336307496 0.030861170207080808
140 1400 0.012904513819071869 0 0 0.0012218283618407894 0.0016929307978077787 0.014470052136349748 0.016792282073683187 0.014981293793026724 0.018636167215900196 0.015028950735782646 0.011828412846289158 0.030661138960210537
